# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	516.55212	-1167.5407	57.622167	16138.982	0.081020033	0.10629564
5.2	498.98525	-1165.5801	55.662556	16400.742	0.19064993	0.35212408
5.3	530.04137	-1169.045	59.126912	16021.729	0.22910465	0.63137288
5.4	511.73997	-1167.0032	57.085363	16599.129	0.25249113	0.92606646
5.5	510.07166	-1166.8175	56.899262	16282.137	0.26402643	1.1902446
5.6	503.95332	-1166.1346	56.216752	16239.927	0.26456537	1.4069526
5.7	520.23328	-1167.9509	58.032806	16444.849	0.26565016	1.5723803
5.8	515.9483	-1167.4728	57.55481	16509.799	0.26029061	1.7068696
5.9	519.20435	-1167.8362	57.918027	16523.755	0.25730016	1.8311804
6.0	507.05005	-1166.4803	56.562196	16096.089	0.26327696	1.9866877
6.1	512.86271	-1167.1291	57.210608	16277.424	0.2699578	2.1684477
6.2	525.82976	-1168.5757	58.657102	16581.342	0.2741071	2.3524947
6.3	508.32934	-1166.6227	56.704903	16778.264	0.28090369	2.5502654
6.4	542.61774	-1170.4489	60.529825	15893.077	0.2819897	2.7710763
6.5	515.13298	-1167.3823	57.463859	16147.552	0.29302498	3.0086607
6.6	525.04813	-1168.4883	58.56991	15497.982	0.30249516	3.185481
6.7	503.10114	-1166.0396	56.121689	16060.455	0.31970642	3.3021714
6.8	527.54119	-1168.7664	58.848014	16077.658	0.32763899	3.4080921
6.9	525.95921	-1168.59	58.671541	16620.216	0.34037977	3.5510454
7.0	518.01627	-1167.7039	57.785494	16247.693	0.34938996	3.6893703
7.1	516.19719	-1167.5009	57.582573	16607.895	0.34148523	3.8328554
7.2	514.43762	-1167.3043	57.386291	16438.275	0.32688932	3.9386548
7.3	530.20797	-1169.0636	59.145497	15819.208	0.31135422	4.0482849
7.4	528.58803	-1168.8832	58.964791	16299.337	0.3158197	4.1697984
7.5	508.97869	-1166.6955	56.777339	16907.295	0.328123	4.3072794
7.6	507.68009	-1166.5505	56.632478	16905.936	0.33071864	4.482549
7.7	520.15087	-1167.9418	58.023613	17427.464	0.33623733	4.6321515
7.8	528.14711	-1168.8344	58.915605	16577.059	0.33997114	4.7649062
7.9	518.78792	-1167.7898	57.871573	16620.606	0.35064238	4.9270665
8.0	533.15172	-1169.3929	59.473877	16847.484	0.35841959	5.0905944
8.1	520.40951	-1167.9709	58.052464	16380.182	0.37345735	5.2381842
8.2	515.06611	-1167.3746	57.4564	16388.58	0.39447553	5.360262
8.3	510.44144	-1166.8585	56.940511	16770.505	0.41218553	5.467147
8.4	520.38728	-1167.9683	58.049984	16928.106	0.41304169	5.5595907
8.5	518.15958	-1167.7201	57.801481	17104.16	0.42630417	5.5983847
8.6	498.83379	-1165.5639	55.64566	17299.813	0.42252097	5.6217665
8.7	530.4532	-1169.0912	59.172853	15984.6	0.40216171	5.7237044
8.8	520.97812	-1168.0337	58.115894	16776.651	0.39662475	5.8696245
8.9	512.50393	-1167.0886	57.170585	17450.681	0.37735259	6.0484291
9.0	523.75125	-1168.3437	58.42524	16883.003	0.36301123	6.2772857
9.1	510.80677	-1166.8999	56.981264	17221.574	0.37331528	6.5111602
9.2	540.17476	-1170.176	60.257307	17023.194	0.37345271	6.687659
9.3	521.04065	-1168.0411	58.122869	16492.517	0.37624789	6.8745355
9.4	516.94827	-1167.5846	57.666358	16403.611	0.38426542	7.0825353
9.5	509.45775	-1166.7491	56.830779	16873.851	0.40394057	7.2664245
9.6	507.76792	-1166.5605	56.642276	17341.738	0.4154686	7.4477958
9.7	536.13774	-1169.7257	59.806972	17320.662	0.401753	7.623454
9.8	545.92285	-1170.817	60.898516	17218.608	0.39078866	7.7425676
9.9	559.16415	-1172.2951	62.375603	17414.851	0.38201675	7.8419804
10.0	522.98576	-1168.2583	58.339849	16660.856	0.38295271	7.9058517
10.1	526.64323	-1168.6665	58.747845	17026.263	0.38335383	7.9164011
10.2	544.44271	-1170.6526	60.733404	17322.128	0.38811679	7.9254928
10.3	530.38802	-1169.0844	59.165582	16860.674	0.39746956	8.0025551
10.4	513.84148	-1167.2384	57.31979	16531.94	0.40294102	8.0902742
10.5	512.50653	-1167.0892	57.170875	16828.617	0.39629237	8.1677674
10.6	526.0202	-1168.598	58.678345	16549.304	0.37962021	8.2831404
10.7	511.63796	-1166.9927	57.073985	16383.37	0.36226684	8.3965738
10.8	530.19331	-1169.0624	59.143862	16188.821	0.34686831	8.4582166
10.9	535.45918	-1169.6502	59.731278	15546.236	0.32630458	8.5647423
11.0	508.48618	-1166.6403	56.722399	15888.897	0.31939528	8.6780424
