# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	500.80064	-5417.2839	258.86952	15902.549	0.079693422	0.10238617
5.2	502.26771	-5418.0416	259.62786	16160.362	0.1822152	0.34363534
5.3	499.14799	-5416.4281	258.01525	16467.903	0.22019823	0.61253667
5.4	505.21769	-5419.5671	261.15274	16144.734	0.25513419	0.86144702
5.5	502.23891	-5418.0272	259.61298	16257.906	0.27929558	1.0822671
5.6	487.38206	-5410.3457	251.93331	16464.311	0.28756616	1.2751862
5.7	496.7129	-5415.17	256.75652	16275.284	0.29297482	1.4395018
5.8	498.45597	-5416.0704	257.65753	16232.896	0.28806931	1.5949059
5.9	496.77796	-5415.202	256.79015	16112.043	0.28192037	1.7453394
6.0	504.41191	-5419.149	260.73622	15981.843	0.28203047	1.8914965
6.1	496.93691	-5415.2842	256.87231	16021.888	0.28406459	2.0581009
6.2	503.34319	-5418.598	260.18379	16107.963	0.2839397	2.2295657
6.3	491.53402	-5412.4917	254.0795	16243.101	0.29244117	2.3775918
6.4	499.92931	-5416.832	258.41912	16376.208	0.29806133	2.5037474
6.5	508.46297	-5421.2452	262.83026	15998.962	0.30658575	2.6408962
6.6	501.54605	-5417.669	259.25483	16266.036	0.3161495	2.7837747
6.7	501.60659	-5417.6991	259.28613	16418.908	0.32284696	2.9101366
6.8	500.91537	-5417.3423	258.92883	16360.702	0.32668185	3.0493565
6.9	496.73229	-5415.1804	256.76655	16249.206	0.33474147	3.1965847
7.0	504.3644	-5419.1251	260.71167	16341.571	0.34083659	3.3466678
7.1	491.3804	-5412.4128	254.00009	16535.168	0.34788615	3.5034787
7.2	493.73921	-5413.6312	255.21938	16495.758	0.34693376	3.6555488
7.3	502.66415	-5418.2471	259.83279	16379.993	0.34646979	3.7899255
7.4	497.93594	-5415.8025	257.38872	16419.038	0.34670152	3.9269352
7.5	505.52868	-5419.7267	261.3135	16129.98	0.33908891	4.0728875
7.6	501.98006	-5417.8926	259.47917	16243.893	0.33816293	4.2292541
7.7	502.01798	-5417.9129	259.49878	16252.569	0.33940592	4.3712012
7.8	506.07375	-5420.0098	261.59525	16441.645	0.34366239	4.4770457
7.9	499.30407	-5416.5079	258.09592	16353.717	0.35173569	4.5849371
8.0	509.312	-5421.6818	263.26914	16121.663	0.35118517	4.714283
8.1	506.52829	-5420.2444	261.83021	16062.868	0.3520279	4.8529433
8.2	502.20866	-5418.0119	259.59734	16043.513	0.36022804	5.0011249
8.3	501.47294	-5417.6311	259.21704	16218.359	0.36612769	5.1549322
8.4	494.78789	-5414.1745	255.76146	16457.115	0.37607216	5.301714
8.5	496.26053	-5414.9363	256.52269	16358.879	0.38076938	5.4373103
8.6	494.77366	-5414.1665	255.7541	16255.953	0.38125787	5.5538265
8.7	494.48023	-5414.0142	255.60243	16480.108	0.37531739	5.6732756
8.8	507.85833	-5420.9314	262.51772	16158.655	0.37037026	5.7725923
8.9	500.57846	-5417.1681	258.75467	16288.535	0.37582782	5.8630795
9.0	503.62787	-5418.7448	260.33095	16432.069	0.37845855	5.9812629
9.1	501.59221	-5417.6924	259.27869	16178.917	0.38425695	6.1040364
9.2	504.90947	-5419.4082	260.99342	16283.296	0.39363264	6.2428334
9.3	500.38976	-5417.0713	258.65713	16365.935	0.40740671	6.4084194
9.4	504.37545	-5419.1315	260.71738	16440.732	0.41487541	6.5827434
9.5	497.05847	-5415.3475	256.93515	16643.55	0.42167881	6.7128452
9.6	505.01429	-5419.4612	261.04761	16619.45	0.42815477	6.8226749
9.7	509.42254	-5421.7409	263.32628	16477.335	0.43863466	6.9655112
9.8	507.3005	-5420.644	262.22937	16661.735	0.44568911	7.1241638
9.9	503.73413	-5418.8001	260.38588	16566.672	0.4426802	7.2830801
10.0	503.77802	-5418.8222	260.40856	16469.736	0.44361119	7.4220649
10.1	510.53777	-5422.3172	263.90275	16666.255	0.44750888	7.5159684
10.2	507.01818	-5420.4974	262.08344	16469.196	0.45079183	7.6052008
10.3	512.23103	-5423.192	264.77802	16350.792	0.45004924	7.7298763
10.4	505.12412	-5419.5174	261.10437	16738.243	0.44919907	7.8752444
10.5	499.51246	-5416.6165	258.20365	16553.467	0.45180708	8.0173624
10.6	503.07003	-5418.456	260.04259	16531.78	0.45261516	8.1427247
10.7	505.41425	-5419.6674	261.25435	16544.386	0.45239325	8.2625821
10.8	509.89827	-5421.9865	263.57219	16342.518	0.45058862	8.4077787
10.9	502.70882	-5418.2696	259.85588	16519.601	0.44713349	8.5456967
11.0	497.87277	-5415.7683	257.35607	16871.41	0.44831247	8.6650539
