# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	2011.7822	-1010.2035	224.41733	36118.92	0.30479474	0.42498557
5.2	2034.5894	-1015.255	226.96151	35407.417	0.74135998	1.3897345
5.3	2015.1409	-1020.5163	224.79201	34982.221	1.025153	2.6123091
5.4	1961.1724	-1023.5031	218.77173	35560.504	1.2169701	4.0002165
5.5	1928.5776	-1023.1334	215.13574	34304.889	1.3221375	5.3741007
5.6	1924.2529	-1021.7299	214.65331	34974.558	1.4251919	6.7109199
5.7	1956.2255	-1022.5119	218.2199	33773.599	1.4581347	8.0432444
5.8	2006.0539	-1024.6105	223.77833	35233.031	1.4756685	9.3037762
5.9	2015.2694	-1022.6285	224.80633	35934.512	1.4826694	10.496427
6.0	2067.6022	-1026.5482	230.64414	34199.776	1.4952234	11.716701
6.1	1936.1312	-1012.834	215.97835	36077.236	1.5204075	12.932022
6.2	2015.2214	-1022.5993	224.80098	34420.133	1.5300223	14.202884
6.3	1955.5822	-1018.7255	218.14813	35430.384	1.5647773	15.577416
6.4	1922.2854	-1018.2201	214.43383	35591.901	1.54363	16.777445
6.5	2012.1094	-1028.6887	224.45383	32901.474	1.4370718	17.907984
6.6	2007.0752	-1028.4842	223.89226	34439.259	1.3677968	19.123033
6.7	1973.5751	-1026.533	220.15528	34510.382	1.3510348	20.227352
6.8	1968.6042	-1027.9391	219.60076	34310.022	1.3069052	21.373489
6.9	1987.0244	-1031.9003	221.65556	32680.87	1.290831	22.728287
7.0	1916.9674	-1025.1809	213.8406	33709.691	1.2546647	24.209903
7.1	1988.6848	-1030.2668	221.84078	34454.713	1.2836012	25.632087
7.2	1944.9652	-1018.9062	216.96379	35045.459	1.3612151	26.999689
7.3	2086.6725	-1026.6425	232.77146	34174.961	1.4173827	28.414934
7.4	2019.666	-1016.0814	225.29679	35101.561	1.4470251	30.105861
7.5	1980.764	-1009.7601	220.9572	35789.951	1.4782225	31.577302
7.6	2045.8316	-1015.2222	228.21559	35693.288	1.4314081	33.180718
7.7	2121.4106	-1024.1769	236.64655	35985.402	1.3301712	34.824199
7.8	2000.9409	-1016.6433	223.20796	36580.38	1.3040661	36.361673
7.9	2006.4622	-1026.1867	223.82387	34048.799	1.2755699	37.890952
8.0	1930.7532	-1023.3386	215.37842	34215.714	1.2516536	39.283912
8.1	1930.526	-1023.1622	215.35309	35583.181	1.2668456	40.219119
8.2	2030.006	-1031.7869	226.45023	35924.906	1.2687111	41.012189
8.3	1947.828	-1021.3353	217.28314	35163.727	1.3117116	42.036057
8.4	1980.5405	-1022.1148	220.93227	34183.278	1.3734029	43.417814
8.5	1940.7888	-1011.9425	216.49791	36128.534	1.4299854	44.818861
8.6	1980.4633	-1009.7821	220.92366	35951.774	1.4290889	45.94849
8.7	2046.8796	-1012.9294	228.3325	35469.839	1.403597	47.04799
8.8	2113.3408	-1020.4062	235.74634	35790.661	1.3681437	48.40815
8.9	2084.7292	-1022.2568	232.55468	35377.805	1.311184	49.547486
9.0	2011.4224	-1020.0792	224.3772	34716.904	1.2673243	50.63872
9.1	1968.0892	-1019.0779	219.54331	36013.322	1.2429266	51.742723
9.2	1994.7254	-1023.7472	222.51462	35471.862	1.2343312	52.749531
9.3	1980.7159	-1023.5323	220.95184	35011.905	1.2095509	53.791225
9.4	2050.6465	-1032.6116	228.7527	34126.375	1.1967608	55.214231
9.5	1973.1861	-1026.8667	220.11188	34702.299	1.228702	56.632735
9.6	1957.569	-1028.0171	218.36977	33904.333	1.2481768	57.736689
9.7	1928.6171	-1026.7783	215.14014	34600.892	1.2997622	58.562323
9.8	1925.2334	-1025.5261	214.76268	34291.725	1.3314228	59.753902
9.9	1946.0347	-1022.0644	217.0831	35260.078	1.3366877	61.231513
10.0	1954.7317	-1014.7499	218.05326	35774.008	1.3370693	62.63763
10.1	2020.553	-1015.3309	225.39573	35707.631	1.3467325	64.056463
10.2	2114.2694	-1022.0511	235.84994	35375.784	1.360041	65.456712
10.3	2034.0954	-1014.1706	226.9064	35322.907	1.3939545	66.514953
10.4	2048.1183	-1020.1122	228.47068	35870.479	1.3681866	67.602856
10.5	2003.2256	-1021.9814	223.46283	35129.584	1.3416189	68.408131
10.6	1898.6944	-1015.1598	211.80222	34999.383	1.3424055	68.978465
10.7	2014.6965	-1028.4191	224.74243	34962.253	1.3483589	69.502179
10.8	1935.9911	-1019.3614	215.96272	34846.969	1.3774535	69.887853
10.9	1949.36	-1018.5869	217.45405	35007.293	1.3593483	70.645243
11.0	1972.9139	-1018.5566	220.08152	35840.345	1.3424847	72.140516
