# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.088	650.8283	-41.943678	2.607911	19269.105	0.11865447	0.076662413
5.184	864.40501	-42.802749	3.4637266	20118.092	0.1915108	0.33753692
5.28	902.64234	-42.956077	3.6169461	17622.123	0.18966274	0.77244764
5.376	774.59983	-42.441699	3.1038715	16097.831	0.27979444	1.2314456
5.472	676.68934	-42.050885	2.7115378	20327.954	0.33501877	1.6694853
5.568	857.85308	-42.775594	3.4374726	18988.897	0.27832269	1.9946684
5.664	730.46269	-42.262269	2.9270111	17528.189	0.27385892	2.3232787
5.76	691.2985	-42.10865	2.7700777	18710.169	0.23541323	2.8198304
5.856	752.54724	-42.354585	3.0155053	21783.93	0.17663495	3.201375
5.952	745.57391	-42.32387	2.9875627	20044.782	0.12209996	3.4757125
6.048	764.33743	-42.399045	3.0627494	15867.354	0.16998958	3.6852339
6.144	718.0699	-42.212209	2.8773524	19764.679	0.25662619	3.7124476
6.24	795.22196	-42.522874	3.1865057	16803.074	0.235215	3.3886631
6.336	772.12631	-42.431358	3.0939599	18262.207	0.30221852	3.1155235
6.432	752.84638	-42.353354	3.016704	23027.537	0.32670018	3.1530928
6.528	731.30892	-42.266001	2.930402	22419.246	0.28356351	3.3974882
6.624	840.2893	-42.705192	3.3670934	17238.004	0.28659282	3.4298145
6.72	813.0385	-42.595567	3.2578977	18484.9	0.342494	3.6306875
6.816	705.47361	-42.163393	2.8268782	21457.853	0.4023938	3.9904241
6.912	773.71113	-42.437338	3.1003104	22185.834	0.33413489	4.458629
7.008	707.95888	-42.174428	2.8368369	18853.493	0.27921436	4.7975024
7.104	772.67999	-42.434836	3.0961786	19253.325	0.22716631	4.8149499
7.2	908.07032	-42.976258	3.6386963	19997.364	0.21945091	4.4992187
7.296	786.43725	-42.487815	3.1513048	20453.131	0.29402739	4.3970071
7.392	590.12096	-41.699822	2.3646527	19794.365	0.33495222	4.6428633
7.488	800.606	-42.545823	3.2080799	20062.0	0.32257289	5.1667655
7.584	853.25022	-42.75639	3.4190287	18150.088	0.29122553	5.7991761
7.68	707.2957	-42.169633	2.8341795	21703.109	0.27064523	6.5172252
7.776	718.18754	-42.215453	2.8778238	24155.993	0.35043247	6.8360248
7.872	804.26913	-42.561027	3.2227583	19513.999	0.29562516	7.0586519
7.968	802.30449	-42.553284	3.2148858	21132.346	0.23106893	7.1559846
8.064	814.41107	-42.601653	3.2633977	18936.458	0.23985119	7.073681
8.16	788.75959	-42.497416	3.1606106	20193.934	0.22086645	7.1902405
8.256	719.28148	-42.218079	2.8822073	20583.129	0.25754079	7.2503304
8.352	795.11406	-42.525338	3.1860733	17052.479	0.1814986	7.4205395
8.448	625.2959	-41.840444	2.505601	17761.311	0.13851939	7.7996007
8.544	756.04927	-42.366023	3.0295382	22236.552	0.2176066	7.9625415
8.64	735.71528	-42.285131	2.9480586	20139.106	0.27839436	8.2758714
8.736	703.93374	-42.155242	2.8207079	18290.624	0.19243872	8.7239768
8.832	729.48163	-42.260929	2.9230799	20702.261	0.14385953	9.6229729
8.928	813.84369	-42.60091	3.2611241	17883.672	0.18558808	10.46492
9.024	659.98763	-41.980202	2.644613	19908.656	0.26783696	11.156445
9.12	717.94894	-42.213734	2.8768677	20102.068	0.29128429	11.603514
9.216	765.74178	-42.405751	3.0683767	19329.437	0.38303686	11.47897
9.312	836.99968	-42.692375	3.3539117	20171.371	0.36204193	11.210244
9.408	803.31211	-42.554922	3.2189234	21503.199	0.3263269	10.814928
9.504	888.97574	-42.900223	3.5621831	18254.895	0.27011028	10.400765
9.6	764.58108	-42.401067	3.0637257	19339.145	0.21069002	10.131673
9.696	627.65657	-41.850497	2.5150603	20534.875	0.20488129	9.8934723
9.792	818.6881	-42.615575	3.280536	19442.26	0.17786766	9.8172156
9.888	845.6025	-42.724816	3.3883838	16924.617	0.22237768	9.8908762
9.984	802.65586	-42.552109	3.2162938	14295.815	0.24608668	10.189647
10.08	813.12268	-42.594474	3.258235	16793.291	0.19445334	10.998638
10.176	699.49959	-42.138171	2.80294	20118.851	0.22155041	11.650042
10.272	612.90714	-41.791614	2.4559585	18685.807	0.24698284	11.71132
10.368	698.75795	-42.136596	2.7999682	15957.529	0.25565933	11.374627
10.464	566.87339	-41.606483	2.2714982	21842.025	0.286304	11.462562
10.56	795.13061	-42.524736	3.1861396	19463.858	0.27425788	12.062832
10.656	800.61108	-42.545869	3.2081002	16730.855	0.28360091	12.258154
10.752	705.27276	-42.16297	2.8260734	18929.286	0.25674436	12.863555
10.848	864.10343	-42.801915	3.4625182	14357.497	0.21786696	13.421297
