# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	700.66722	-42.04856	2.8076188	21190.054	0.13956696	0.16718348
5.2	858.11404	-42.679419	3.4385183	18633.125	0.21655294	0.52532818
5.3	935.28223	-42.98864	3.7477362	21275.543	0.23767676	0.96931646
5.4	767.13808	-42.3149	3.0739718	22296.65	0.24560101	1.5834676
5.5	755.93172	-42.26997	3.0290671	20949.449	0.18149014	2.2058448
5.6	771.85254	-42.333756	3.0928629	21513.495	0.21414917	2.6819981
5.7	746.37397	-42.231659	2.9907686	19281.919	0.23889744	3.2638959
5.8	727.50874	-42.156095	2.9151745	17276.648	0.14942011	3.6755819
5.9	667.12858	-41.914156	2.6732273	20802.437	0.16472058	4.1698355
6.0	708.06544	-42.07821	2.8372639	22519.026	0.26631465	4.5525504
6.1	811.37197	-42.492181	3.2512198	18412.18	0.29033559	4.7716862
6.2	819.32902	-42.524048	3.2831042	19874.012	0.26571044	4.8319399
6.3	951.0003	-43.051669	3.8107195	19175.846	0.3117635	4.7473814
6.4	787.90414	-42.398154	3.1571827	22829.665	0.34643952	4.7912093
6.5	801.44619	-42.452395	3.2114466	18917.411	0.31558381	4.8548059
6.6	802.68811	-42.457359	3.216423	17407.633	0.34224216	4.9582775
6.7	817.54637	-42.516897	3.275961	19236.926	0.38762195	4.9268088
6.8	794.84085	-42.425902	3.1849785	18992.788	0.36038518	5.1820026
6.9	730.64717	-42.168658	2.9277503	20352.066	0.3117689	5.5211668
7.0	652.36889	-41.854968	2.6140842	18333.089	0.30981315	5.9115578
7.1	876.56067	-42.753344	3.5124351	15408.592	0.20489848	6.2565979
7.2	805.79975	-42.469808	3.2288916	18596.297	0.20002226	6.2544295
7.3	820.9089	-42.530311	3.2894349	18068.927	0.2128563	6.284156
7.4	779.23066	-42.363336	3.1224275	18376.328	0.15476539	6.752135
7.5	727.27002	-42.155119	2.9142179	22607.264	0.17182402	7.2511362
7.6	697.13253	-42.034368	2.793455	19408.18	0.21772082	7.5304012
7.7	768.91066	-42.321981	3.0810746	18667.039	0.25325595	7.1922065
7.8	792.44396	-42.416272	3.1753741	21670.946	0.24954414	6.9963603
7.9	649.15285	-41.84212	2.6011973	17778.883	0.24881963	7.1844148
8.0	630.89348	-41.768924	2.5280308	23005.24	0.29817179	7.5131342
8.1	808.59043	-42.480978	3.240074	20126.183	0.31715782	7.8140312
8.2	750.0918	-42.246584	3.0056662	18566.359	0.26669347	8.1014173
8.3	795.13291	-42.427084	3.1861488	18389.16	0.23977409	8.3518311
8.4	783.95095	-42.382276	3.141342	19327.748	0.24897495	8.7257408
8.5	766.94376	-42.314121	3.0731931	22500.902	0.20553248	9.53883
8.6	828.13221	-42.5593	3.3183792	19286.728	0.18912114	10.327349
8.7	753.98663	-42.262189	3.0212731	19141.626	0.2293702	10.710533
8.8	802.04197	-42.454738	3.2138339	20731.075	0.17393618	10.78299
8.9	818.45449	-42.520506	3.2795999	15704.719	0.19569202	10.931495
9.0	780.88297	-42.369969	3.1290484	18562.152	0.25209296	11.6569
9.1	934.42416	-42.985227	3.7442979	18829.806	0.25436714	12.294487
9.2	769.80581	-42.325595	3.0846615	18377.974	0.21817976	12.554589
9.3	870.62449	-42.729587	3.4886485	15423.789	0.14818918	12.697071
9.4	750.98578	-42.250187	3.0092485	17809.128	0.21523797	13.007488
9.5	738.31792	-42.199408	2.9584875	16186.584	0.27457944	13.471968
9.6	769.83043	-42.325693	3.0847602	19652.12	0.28869705	13.961476
9.7	717.0565	-42.11419	2.8732917	20455.262	0.31354974	14.38098
9.8	884.43956	-42.784943	3.5440063	17952.043	0.28612789	14.324416
9.9	657.2243	-41.874492	2.6335402	22187.295	0.31224041	14.302013
10.0	801.07977	-42.450907	3.2099783	17883.605	0.27467069	14.163325
10.1	620.0069	-41.725286	2.4844076	21058.58	0.29387658	13.919633
10.2	783.13757	-42.379003	3.1380828	19993.022	0.31595631	14.170749
10.3	725.39658	-42.147649	2.9067109	17050.277	0.30128529	14.759198
10.4	657.57674	-41.875848	2.6349524	19902.294	0.23633278	15.800402
10.5	795.74803	-42.429524	3.1886137	16245.383	0.17459721	16.362712
10.6	859.60092	-42.685385	3.4444763	18200.443	0.19339662	16.631755
10.7	869.70825	-42.725908	3.4849771	18033.423	0.28551034	16.72162
10.8	777.48676	-42.356365	3.1154396	19888.862	0.30121178	16.667183
10.9	672.14744	-41.934269	2.6933382	18714.868	0.30761664	16.721622
11.0	905.8794	-42.870836	3.6299172	16314.931	0.27276584	17.090944
