# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.096	664.21605	-42.206452	2.6615565	16372.393	0.092898432	0.14257895
5.194	671.61629	-42.236777	2.6912098	17328.887	0.20726564	0.41227946
5.292	683.82216	-42.284685	2.7401195	20021.479	0.26824483	0.6734641
5.39	721.31548	-42.436073	2.8903576	15901.729	0.33368315	0.94447562
5.488	688.16696	-42.303178	2.7575294	19554.123	0.36172158	1.1165609
5.586	761.35095	-42.596665	3.0507823	20747.113	0.31560349	1.3551433
5.684	679.73263	-42.268525	2.7237325	18133.071	0.31943131	1.6030356
5.782	677.55264	-42.259303	2.7149971	23382.675	0.29263835	1.7894438
5.88	808.15422	-42.783551	3.2383261	19398.428	0.27887942	2.0007132
5.978	727.97421	-42.461414	2.9170396	18441.216	0.24835549	2.3682999
6.076	766.85109	-42.618503	3.0728218	15408.741	0.24464885	2.8311179
6.174	670.21139	-42.230295	2.6855803	15142.393	0.3303439	3.2168418
6.272	613.1218	-42.001069	2.4568186	17250.468	0.34899027	3.3249774
6.37	791.36322	-42.717059	3.1710435	17036.404	0.22645586	3.4556821
6.468	727.29044	-42.458806	2.9142997	16267.277	0.19213991	3.7018596
6.566	731.49555	-42.474563	2.9311498	18572.914	0.19688718	4.1245792
6.664	683.80528	-42.283975	2.7400518	18168.137	0.25995713	4.6926981
6.762	771.25229	-42.636117	3.0904577	16962.373	0.2314848	5.3133359
6.86	548.81324	-41.741107	2.19913	17604.768	0.1942048	5.8527053
6.958	848.22402	-42.944715	3.3988883	16055.507	0.16582782	6.0203525
7.056	777.07246	-42.657803	3.1137795	18541.933	0.19462806	6.1298296
7.154	745.60317	-42.531728	2.98768	17359.38	0.19277569	6.4148904
7.252	814.21637	-42.807244	3.2626175	15434.924	0.27700612	6.6975727
7.35	713.47347	-42.403226	2.8589342	19337.632	0.39464866	6.9397404
7.448	805.55204	-42.773099	3.227899	21255.857	0.37719201	6.8838977
7.546	795.70637	-42.733484	3.1884467	17718.764	0.28198316	6.6939768
7.644	635.5885	-42.091372	2.5468441	16628.208	0.29335171	6.5522821
7.742	784.28572	-42.689801	3.1426835	19682.592	0.27014112	6.586285
7.84	707.88619	-42.382542	2.8365456	19395.535	0.2333316	6.6139612
7.938	734.53585	-42.488117	2.9433325	17530.226	0.24521803	6.6244853
8.036	749.49068	-42.547885	3.0032575	17206.561	0.23742022	6.5114279
8.134	813.3449	-42.803574	3.2591255	16212.263	0.21423903	6.264824
8.232	709.60007	-42.387371	2.8434133	19179.852	0.32268548	6.056297
8.33	782.34384	-42.681642	3.1349022	18432.277	0.33612352	6.0242084
8.428	653.2302	-42.160815	2.6175356	20179.79	0.3698629	6.0268501
8.526	770.09161	-42.629819	3.0858067	17024.304	0.31661317	6.2333481
8.624	770.78257	-42.633418	3.0885755	18187.299	0.29590256	6.5596637
8.722	693.97299	-42.325801	2.7807945	21716.47	0.36710783	6.8283592
8.82	640.02531	-42.109808	2.5646227	18494.312	0.35229541	7.2021148
8.918	675.27867	-42.249316	2.7058852	17864.449	0.25854953	7.7299216
9.016	808.14548	-42.783452	3.2382911	18317.914	0.22752096	8.2151859
9.114	725.31917	-42.451074	2.9064007	19929.971	0.27274764	8.627506
9.212	746.14993	-42.534234	2.9898709	18353.217	0.37717345	9.2227438
9.31	684.31398	-42.284854	2.7420903	19487.726	0.47796034	10.051425
9.408	800.43651	-42.751351	3.2074007	18103.289	0.48111938	10.798425
9.506	828.8511	-42.865579	3.3212598	19675.3	0.44057828	11.860182
9.604	714.07443	-42.40491	2.8613423	23448.822	0.41454949	12.849275
9.702	691.01177	-42.312661	2.7689287	21913.328	0.34223162	13.297737
9.8	683.38318	-42.282461	2.7383605	19713.677	0.27924863	13.368948
9.898	724.0232	-42.445158	2.9012077	18970.18	0.33731133	12.873056
9.996	885.1384	-43.091872	3.5468067	18692.26	0.36500249	12.2023
10.094	726.45229	-42.454662	2.9109412	20819.125	0.41290222	11.909997
10.192	749.84686	-42.548665	3.0046847	20999.746	0.41785166	11.510318
10.29	729.84067	-42.468256	2.9245186	20489.581	0.38124962	11.249531
10.388	703.96686	-42.364443	2.8208406	18873.627	0.33773402	11.279946
10.486	755.47282	-42.572907	3.0272283	18084.518	0.31692181	11.583674
10.584	663.16256	-42.202974	2.6573351	19996.363	0.31592019	11.680645
10.682	754.30149	-42.567644	3.0225347	16318.211	0.23333008	11.856786
10.78	662.31839	-42.19622	2.6539525	17868.691	0.21184889	12.359529
10.878	670.76464	-42.231655	2.6877972	17600.136	0.19949431	12.915318
10.976	717.97693	-42.42191	2.8769799	16017.998	0.17035232	12.921554
