# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.04	555.0685	-42.674388	2.2241953	16539.164	0.0389014	0.03960561
5.13	606.45513	-42.877791	2.4301048	17634.759	0.15752769	0.25356526
5.22	641.57014	-43.037135	2.5708129	16807.198	0.19938102	0.59183811
5.31	578.44758	-42.760478	2.3178768	20077.403	0.20282269	0.90595663
5.4	654.09344	-43.113895	2.6209946	16555.218	0.24388346	1.0718753
5.49	610.641	-42.961808	2.4468779	20415.669	0.28466961	1.265179
5.58	683.6526	-43.267559	2.7394401	16968.561	0.25043036	1.4262993
5.67	640.53545	-43.036452	2.5666668	14682.597	0.17844656	1.5785306
5.76	613.89606	-42.878859	2.4599211	19821.276	0.12899456	1.7397745
5.85	698.3809	-43.249624	2.7984573	16099.387	0.14035358	1.9948579
5.94	697.30978	-43.267387	2.7941653	17422.123	0.1798647	2.4034916
6.03	649.58708	-43.060845	2.6029373	19188.515	0.18689136	2.8357422
6.12	572.7115	-42.73187	2.2948919	15676.92	0.15813905	3.0049347
6.21	573.99889	-42.725576	2.3000506	16308.537	0.18063159	3.1041593
6.3	776.14055	-43.595364	3.1100452	15122.944	0.26784126	3.3917829
6.39	610.62675	-42.901643	2.4468208	20596.906	0.32904846	3.6970909
6.48	579.76225	-42.769648	2.3231447	20030.572	0.24239855	3.7921187
6.57	647.94942	-43.062552	2.5963751	14917.451	0.22879477	3.719507
6.66	649.65101	-43.065522	2.6031935	12262.897	0.22496299	3.6978903
6.75	658.05159	-43.090864	2.6368551	15339.778	0.20755108	3.7509885
6.84	659.05901	-43.113596	2.6408919	16396.646	0.18822584	4.0650945
6.93	653.28248	-43.083486	2.617745	17880.264	0.17409357	4.6921451
7.02	697.44267	-43.2397	2.7946978	18352.127	0.15851333	5.5280325
7.11	649.6478	-43.03971	2.6031806	16674.517	0.18096119	6.4313751
7.2	524.14977	-42.546553	2.1003019	17485.08	0.24558763	7.3452603
7.29	541.94951	-42.629303	2.1716266	16415.571	0.2018372	8.0237694
7.38	496.38451	-42.420217	1.9890448	18023.07	0.20787837	7.9951363
7.47	613.27205	-42.906105	2.4574206	19173.598	0.24331193	7.4928275
7.56	594.9643	-42.841237	2.3840603	19749.06	0.24267338	7.0060846
7.65	574.64829	-42.739293	2.3026528	17323.958	0.22655524	6.7048812
7.74	616.47747	-42.925575	2.470265	18952.621	0.25720188	6.6935993
7.83	624.58109	-42.968455	2.5027367	17312.937	0.26800489	6.9873425
7.92	603.04849	-42.846568	2.4164542	18293.992	0.24154853	7.3547546
8.01	594.73574	-42.803606	2.3831445	15861.742	0.25876248	7.3151275
8.1	648.93837	-43.051632	2.6003379	17761.931	0.25120767	7.13542
8.19	662.5812	-43.122927	2.6550056	20515.845	0.2971885	6.8715829
8.28	533.06521	-42.57584	2.1360267	19989.089	0.3389927	6.5434709
8.37	509.80783	-42.479263	2.0428329	14631.559	0.27011662	6.2581948
8.46	696.39867	-43.247645	2.7905144	15120.63	0.21908409	6.149987
8.55	781.6203	-43.584587	3.132003	17738.997	0.24207457	6.3419366
8.64	639.04895	-42.989232	2.5607104	20210.271	0.25697108	6.6514153
8.73	604.90728	-42.861036	2.4239025	20031.675	0.29789898	6.9153408
8.82	568.42054	-42.690067	2.2776978	18469.486	0.26680306	7.344822
8.91	586.11703	-42.781625	2.3486088	21931.032	0.20427109	7.4820804
9.0	841.85615	-43.871655	3.3733719	15779.485	0.16672799	7.4439676
9.09	553.35865	-42.650366	2.2173438	19282.159	0.21163489	7.4153622
9.18	633.96184	-42.991339	2.540326	14577.967	0.18417157	7.4683709
9.27	534.46492	-42.57963	2.1416354	16854.211	0.20630473	7.4918941
9.36	717.50464	-43.371106	2.8750874	15235.669	0.22233069	7.7219008
9.45	542.91233	-42.637211	2.1754847	17847.119	0.26786056	8.172808
9.54	569.19532	-42.738817	2.2808024	19314.453	0.31764699	8.9109881
9.63	528.04745	-42.589872	2.1159202	18743.568	0.32033145	9.6465988
9.72	634.69949	-43.010151	2.5432818	17280.003	0.24117915	10.092189
9.81	621.01117	-42.942657	2.4884318	16937.074	0.19120407	10.26896
9.9	668.00986	-43.135813	2.6767586	13779.488	0.16782907	10.337665
9.99	684.04253	-43.182011	2.7410025	16464.234	0.16469149	10.638464
10.08	671.49435	-43.130073	2.6907212	16339.703	0.18094763	11.039665
10.17	654.52438	-43.058722	2.6227214	16966.562	0.19457883	11.684408
10.26	570.19582	-42.716539	2.2848114	20073.442	0.20027018	12.644925
10.35	586.33535	-42.800682	2.3494836	19592.462	0.19702129	13.682547
10.44	644.70818	-43.021076	2.5833873	19305.064	0.17327344	14.717789
10.53	669.81204	-43.137871	2.68398	19652.334	0.16318769	15.815914
10.62	607.83201	-42.897632	2.4356221	18360.3	0.21446435	16.967127
10.71	507.46591	-42.456424	2.0334486	18463.821	0.29532345	18.128538
10.8	703.57084	-43.27786	2.8192537	17834.869	0.29099484	18.871325
10.89	566.72117	-42.708225	2.2708883	17424.17	0.31244861	19.723231
