# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	670.23242	-42.93173	2.6856646	19117.12	0.092287328	0.1472481
5.2	589.59489	-42.385456	2.3625447	23380.286	0.1805315	0.4939441
5.3	779.30087	-42.637409	3.1227088	20224.612	0.17916725	0.79503243
5.4	761.17777	-42.702226	3.0500884	17988.556	0.16529952	1.1284813
5.5	769.18581	-42.779525	3.0821771	17501.274	0.13674567	1.5484686
5.6	721.07489	-42.429427	2.8893936	20237.673	0.20589954	2.0595564
5.7	522.92596	-41.524972	2.095398	24362.429	0.33510657	2.6190378
5.8	772.12335	-42.674271	3.093948	18599.537	0.28210585	3.0751088
5.9	695.37331	-42.373835	2.7864057	17656.435	0.28561819	3.5657387
6.0	696.4217	-42.207827	2.7906067	17987.799	0.29628288	3.9290571
6.1	825.54621	-42.844617	3.3080169	16736.991	0.29320152	4.0067545
6.2	673.23443	-40.797042	2.6976938	28226.409	0.32356546	4.37001
6.3	990.68421	-40.916852	3.9697355	20640.956	0.19326117	4.4106122
6.4	879.36186	-40.280029	3.5236597	20303.975	0.23850707	4.3683043
6.5	983.88285	-40.397838	3.942482	25110.373	0.19846434	4.5186587
6.6	1056.8182	-40.375309	4.2347388	23667.965	0.25387391	4.591881
6.7	1007.6672	-39.623168	4.0377873	27851.006	0.36694665	5.0459008
6.8	1181.3674	-39.707695	4.7338155	27752.356	0.36536855	4.8475942
6.9	1363.9609	-39.957684	5.4654793	27143.502	0.37789721	5.0575511
7.0	1559.2243	-40.18032	6.2479124	27256.116	0.38523994	5.7596802
7.1	1603.8576	-39.815366	6.426761	29600.989	0.42070366	6.867382
7.2	1690.0626	-37.155012	6.7721898	37377.494	0.54019912	8.0608694
7.3	3367.702	-34.663327	13.494599	51422.215	0.48603709	8.8762008
7.4	6728.4692	-27.980891	26.96141	75991.681	1.018227	9.8001281
