# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	297.69996	-2840.9033	78.770075	13631.375	0.046274257	0.066956825
5.2	302.22222	-2842.0998	79.966645	13287.453	0.10097343	0.21793247
5.3	301.70917	-2841.9639	79.830895	13524.386	0.11813027	0.37795523
5.4	289.06778	-2838.6185	76.486038	13749.86	0.13405351	0.50847683
5.5	299.27004	-2841.3191	79.185512	13808.749	0.14361169	0.59018139
5.6	306.3685	-2843.1978	81.063732	13804.723	0.14630638	0.63619507
5.7	298.16628	-2841.0268	78.893461	13870.442	0.15149459	0.67389039
5.8	297.03459	-2840.7275	78.59402	14331.927	0.15118988	0.71950684
5.9	303.87513	-2842.5376	80.403997	14173.583	0.14938995	0.77783561
6.0	296.90759	-2840.6935	78.560417	13839.057	0.15133941	0.84148184
6.1	297.44729	-2840.8362	78.703218	13930.087	0.15449845	0.89425281
6.2	305.03837	-2842.8452	80.711785	13672.087	0.15762541	0.94281633
6.3	310.24505	-2844.2231	82.08945	13633.079	0.15796948	0.99097902
6.4	303.23522	-2842.3681	80.23468	13841.346	0.15960781	1.0495485
6.5	304.30651	-2842.6516	80.518138	13916.621	0.16451334	1.1178213
6.6	307.35136	-2843.4575	81.323791	14361.773	0.1690882	1.175613
6.7	303.63078	-2842.4734	80.339343	14372.533	0.17441976	1.2254867
6.8	307.44429	-2843.4826	81.348381	14066.576	0.17813845	1.2680915
6.9	306.97316	-2843.358	81.223721	14200.997	0.17978334	1.3040253
7.0	316.68928	-2845.9294	83.794563	14102.934	0.18107718	1.3448011
7.1	314.15852	-2845.2595	83.124937	14186.557	0.18811287	1.4036627
7.2	306.04376	-2843.1118	80.977806	14304.981	0.19288609	1.4711379
7.3	320.08004	-2846.8262	84.691744	14144.083	0.19064189	1.529574
7.4	307.29012	-2843.4418	81.307588	14411.586	0.18926149	1.5839159
7.5	316.73448	-2845.9414	83.806524	14288.378	0.18705544	1.6251979
7.6	306.71488	-2843.2892	81.155382	14330.692	0.19181116	1.6590809
7.7	315.81258	-2845.6968	83.562592	14141.322	0.19813839	1.6943291
7.8	316.48097	-2845.8739	83.739446	14220.055	0.20138303	1.7352602
7.9	312.18117	-2844.7361	82.601738	14472.749	0.20056236	1.7835318
8.0	312.15264	-2844.7285	82.594189	14356.099	0.19958347	1.8317436
8.1	313.64779	-2845.1243	82.989799	14307.704	0.19834555	1.8805259
8.2	316.73882	-2845.9421	83.807671	14318.288	0.19245853	1.926728
8.3	312.0912	-2844.7121	82.577933	14295.851	0.19120123	1.9878224
8.4	315.27832	-2845.556	83.421231	14384.534	0.19698223	2.0572916
8.5	309.76357	-2844.096	81.962052	14358.376	0.20080489	2.1124626
8.6	310.80277	-2844.371	82.237019	14232.552	0.20081591	2.1546985
8.7	317.74346	-2846.2079	84.073494	14383.991	0.20839768	2.1800348
8.8	311.83564	-2844.6445	82.510312	14645.874	0.21904348	2.2121267
8.9	317.00013	-2846.0115	83.876814	14410.543	0.21896007	2.2484827
9.0	315.54465	-2845.6262	83.491699	14375.963	0.21540122	2.2855825
9.1	314.49454	-2845.3479	83.213845	14562.283	0.21792842	2.3189897
9.2	324.53256	-2848.0042	85.869861	14163.965	0.21742454	2.3576176
9.3	313.44827	-2845.0716	82.937006	14452.371	0.22078197	2.404083
9.4	316.18019	-2845.7951	83.65986	14328.181	0.2286102	2.4383063
9.5	317.14899	-2846.0507	83.916202	14429.23	0.22943561	2.4713062
9.6	311.26307	-2844.4927	82.358812	14260.262	0.23495637	2.5104398
9.7	316.90073	-2845.9852	83.850512	14285.769	0.23793374	2.558599
9.8	315.64223	-2845.652	83.51752	14593.123	0.24391733	2.5992034
9.9	318.93074	-2846.5221	84.387644	14583.444	0.24893759	2.6240118
10.0	323.75285	-2847.7986	85.663552	14344.386	0.24955476	2.6535495
10.1	315.49164	-2845.612	83.477674	14540.397	0.25698158	2.6946345
10.2	316.42334	-2845.8585	83.724196	14676.309	0.26439515	2.7195382
10.3	318.01544	-2846.2802	84.145459	14386.17	0.26956903	2.7431647
10.4	316.60025	-2845.906	83.771007	14559.171	0.27380493	2.7791126
10.5	318.98227	-2846.536	84.40128	14876.959	0.2694768	2.8214076
10.6	324.38732	-2847.9664	85.83143	14534.016	0.25744436	2.8602609
10.7	318.93733	-2846.5243	84.389389	14600.849	0.24770348	2.8868523
10.8	308.99616	-2843.8933	81.758998	14671.307	0.24722311	2.9020295
10.9	322.68493	-2847.5159	85.380986	14502.804	0.2497323	2.9169572
11.0	320.60055	-2846.9643	84.829467	14762.849	0.25215253	2.9322384
