3.95 -11.1492782853883
3.96 -11.24019194174
3.97 -11.3211124095996
3.98 -11.3938745069928
3.99 -11.4581875808104
4 -11.5140086015017
4.01 -11.5626068656435
4.02 -11.6038998201552
4.03 -11.6382370335348
4.04 -11.6659533203963
4.05 -11.6858042479067
4.06 -11.7012501612311
4.07 -11.7109967241723
4.08 -11.715325663797
4.09 -11.7141579801086
4.1 -11.708454751731
4.11 -11.6981094512785
4.12 -11.68335903001
4.13 -11.6630284828322
4.14 -11.6401590634599
4.15 -11.6135363560049
4.16 -11.5833595292161
4.17 -11.5498192620544
4.18 -11.5130980947536
4.19 -11.4733707651032
4.2 -11.4308045306004
4.21 -11.3855594770797
4.22 -11.3360344940341
4.23 -11.2859095767122
4.24 -11.2335455576034
4.075 -11.7138212604332
4.076 -11.7142266738905
4.077 -11.7145795535298
4.078 -11.7148801673548
4.079 -11.715128782212
4.081 -11.7154710766594
4.082 -11.7155652842052
4.083 -11.7152561363303
4.084 -11.7152492363475
4.085 -11.7151919135816
4.085 -11.7151919135816
4.085 -11.7151919135816
4.085 -11.7151919135816
