# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	807.62285	-3845.6729	304.3069	20046.482	0.12553486	0.16551034
5.2	804.02043	-3844.3156	302.94953	20341.751	0.29124957	0.55806627
5.3	780.52095	-3835.4588	294.09508	20465.538	0.35998264	1.0233354
5.4	798.12874	-3842.0939	300.72958	19924.946	0.40783765	1.4601815
5.5	790.31959	-3839.1509	297.78715	19987.509	0.43381488	1.8757933
5.6	784.90825	-3837.1113	295.74819	19568.0	0.43868374	2.2599774
5.7	785.97791	-3837.5142	296.15123	19909.872	0.44961496	2.6158603
5.8	778.42934	-3834.6685	293.30698	20501.387	0.45371234	2.967855
5.9	801.114	-3843.2194	301.85441	19899.308	0.4529774	3.2888276
6.0	788.81538	-3838.5829	297.22037	19914.188	0.46216724	3.5924059
6.1	772.76841	-3832.5354	291.17398	19909.058	0.46690885	3.9274682
6.2	802.96452	-3843.9153	302.55167	19540.33	0.47334927	4.2670443
6.3	794.86849	-3840.8652	299.50114	19961.842	0.4857799	4.5962538
6.4	783.16849	-3836.455	295.09266	20274.19	0.50536613	4.8936057
6.5	785.36262	-3837.2813	295.91939	19735.224	0.50991662	5.1975548
6.6	792.15717	-3839.8427	298.47953	20263.721	0.51123231	5.5245083
6.7	792.61731	-3840.0161	298.65291	20162.82	0.51557012	5.8678662
6.8	791.22267	-3839.4889	298.12742	19448.976	0.51359014	6.2001608
6.9	796.79701	-3841.5909	300.22779	20028.014	0.50601081	6.5265951
7.0	781.0878	-3835.6693	294.30867	20074.177	0.50992192	6.8159265
7.1	778.07938	-3834.5352	293.17512	20096.142	0.52546596	7.1177099
7.2	807.38191	-3845.5804	304.21611	19862.626	0.53222418	7.4416699
7.3	786.4458	-3837.6903	296.32753	19896.825	0.54236577	7.7718601
7.4	783.5926	-3836.6173	295.25246	19860.286	0.54347449	8.1350481
7.5	797.11789	-3841.7136	300.3487	19944.08	0.54379025	8.4603061
7.6	780.60848	-3835.4896	294.12806	20101.653	0.56003848	8.730152
7.7	800.94219	-3843.1524	301.78967	19868.05	0.5571056	9.0089546
7.8	797.14666	-3841.7228	300.35954	20018.815	0.55952948	9.2727033
7.9	795.06428	-3840.9396	299.57491	20214.289	0.56411948	9.5466916
8.0	800.26156	-3842.8976	301.53321	20106.627	0.55876093	9.8673316
8.1	791.77714	-3839.6994	298.33634	20119.573	0.55886572	10.260105
8.2	791.37005	-3839.546	298.18295	20364.533	0.56141659	10.663859
8.3	780.02335	-3835.2703	293.90759	19863.125	0.54757645	10.997167
8.4	792.05103	-3839.8026	298.43954	19615.466	0.53147828	11.278293
8.5	786.89565	-3837.8591	296.49703	19730.129	0.53069277	11.581674
8.6	795.18933	-3840.9855	299.62203	19641.9	0.52256283	11.820883
8.7	768.74516	-3831.0196	289.65804	20056.369	0.52670881	12.080261
8.8	801.3396	-3843.304	301.93941	19825.815	0.53296701	12.389387
8.9	787.79959	-3838.2006	296.83763	19965.758	0.55705675	12.668108
9.0	783.87834	-3836.7234	295.36012	19960.818	0.56568619	12.922171
9.1	788.64713	-3838.5201	297.15697	20116.093	0.55857207	13.263544
9.2	778.11539	-3834.5514	293.18868	20206.007	0.54774919	13.660495
9.3	789.17066	-3838.7183	297.35423	19838.986	0.53984032	14.002504
9.4	807.26728	-3845.537	304.17292	19719.468	0.5348352	14.297787
9.5	794.64236	-3840.7786	299.41593	19855.965	0.52843998	14.544204
9.6	771.34891	-3831.9997	290.63912	19886.237	0.53898145	14.724729
9.7	790.41851	-3839.1876	297.82442	19724.039	0.54719102	14.929349
9.8	794.89683	-3840.8743	299.51182	19659.317	0.55727432	15.218966
9.9	770.37301	-3831.6326	290.27141	20066.565	0.56721235	15.6093
10.0	790.29368	-3839.1393	297.77738	19912.166	0.5589155	15.945762
10.1	795.87629	-3841.2443	299.88087	20004.168	0.55834212	16.282239
10.2	784.36005	-3836.9063	295.54163	19803.645	0.58272126	16.619932
10.3	781.30263	-3835.7524	294.38961	19962.246	0.59314897	16.882778
10.4	791.92023	-3839.7515	298.39026	19850.376	0.5868553	17.161982
10.5	790.93183	-3839.3792	298.01783	19899.598	0.59003868	17.485602
10.6	792.69379	-3840.0449	298.68173	20110.774	0.60060447	17.756711
10.7	786.75328	-3837.8067	296.44338	19874.773	0.60031679	17.980533
10.8	788.90792	-3838.6188	297.25524	19751.987	0.60719372	18.245735
10.9	774.43586	-3833.164	291.80226	20153.449	0.61678674	18.509843
11.0	798.24515	-3842.1365	300.77344	19630.936	0.61021473	18.825048
