# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	810.5176	-1800.7178	143.63641	20404.688	0.12721909	0.16968891
5.2	814.60745	-1801.4415	144.3612	20302.561	0.29473735	0.56997537
5.3	820.88645	-1802.554	145.47393	20282.469	0.36751859	1.0710308
5.4	819.23796	-1802.2628	145.1818	20448.909	0.42098904	1.5958928
5.5	793.38424	-1797.6807	140.60011	20419.346	0.46806952	2.0705469
5.6	799.413	-1798.7496	141.6685	20813.701	0.49041424	2.4701407
5.7	799.93681	-1798.843	141.76133	20500.87	0.50348734	2.8272693
5.8	836.30351	-1805.2875	148.20608	19775.158	0.50062187	3.1671381
5.9	810.53752	-1800.7202	143.63994	20730.111	0.49357868	3.5484223
6.0	817.05335	-1801.8769	144.79465	20245.257	0.49248156	3.9365473
6.1	809.85979	-1800.6008	143.51984	20495.494	0.48582274	4.3030302
6.2	830.10279	-1804.1891	147.10721	20553.845	0.47211762	4.6826335
6.3	833.03486	-1804.7084	147.62682	20432.08	0.46370804	5.0619761
6.4	805.56071	-1799.8382	142.75797	21117.081	0.46951818	5.4062486
6.5	837.91651	-1805.5753	148.49193	20853.521	0.48227821	5.6776183
6.6	844.14427	-1806.6781	149.59558	20413.543	0.49975033	5.981666
6.7	793.78662	-1797.7518	140.67142	20437.2	0.51668608	6.3667448
6.8	807.00277	-1800.0943	143.01353	20293.906	0.52821703	6.7707387
6.9	820.33775	-1802.4579	145.37669	20758.6	0.53376526	7.1304463
7.0	819.99164	-1802.3961	145.31536	20758.082	0.53648571	7.4680876
7.1	841.37308	-1806.1854	149.10448	20229.359	0.53145579	7.7549333
7.2	827.30536	-1803.6931	146.61146	20250.105	0.53431466	8.0706334
7.3	837.10971	-1805.43	148.34895	20043.757	0.53533628	8.4261601
7.4	822.31198	-1802.808	145.72656	20202.298	0.54304567	8.7428131
7.5	812.26526	-1801.0273	143.94612	20487.38	0.55251289	9.009339
7.6	810.27795	-1800.675	143.59394	20725.156	0.56192331	9.2634925
7.7	826.55254	-1803.5593	146.47805	20699.147	0.57569319	9.5333701
7.8	826.9749	-1803.6341	146.5529	20383.664	0.58140653	9.9054285
7.9	833.55827	-1804.8014	147.71958	21056.102	0.57868968	10.349663
8.0	824.51286	-1803.198	146.11659	21120.793	0.58624419	10.733247
8.1	826.67767	-1803.5808	146.50023	20638.592	0.58507964	11.028728
8.2	834.75552	-1805.0139	147.93175	20802.053	0.58317657	11.327955
8.3	825.88401	-1803.4402	146.35958	20095.23	0.57623912	11.642574
8.4	808.46364	-1800.3527	143.27242	20378.762	0.57972523	11.999174
8.5	805.75745	-1799.8731	142.79284	21546.741	0.58798697	12.426296
8.6	814.88424	-1801.4916	144.41025	20551.643	0.57774812	12.759919
8.7	807.22197	-1800.1332	143.05237	20126.232	0.57359414	12.966459
8.8	814.28621	-1801.3851	144.30427	20277.268	0.56904176	13.096026
8.9	810.29032	-1800.6768	143.59613	20078.118	0.56085228	13.251807
9.0	836.80882	-1805.378	148.29563	20193.811	0.5537897	13.470551
9.1	820.85834	-1802.5502	145.46895	20091.306	0.56180871	13.765684
9.2	827.49853	-1803.7271	146.6457	19966.071	0.55513006	14.044992
9.3	826.67982	-1803.5825	146.50061	20913.351	0.55932907	14.301254
9.4	796.48273	-1798.2293	141.14921	21263.513	0.55851909	14.587256
9.5	844.89747	-1806.8112	149.72906	20058.574	0.53771551	14.91574
9.6	848.43655	-1807.4383	150.35624	20134.951	0.53540579	15.228255
9.7	832.60522	-1804.6321	147.55068	19965.049	0.55122097	15.577806
9.8	800.83517	-1799.0011	141.92053	20254.665	0.55096954	15.957958
9.9	808.95052	-1800.4395	143.3587	20033.796	0.53246507	16.25787
10.0	821.89591	-1802.7341	145.65282	20472.638	0.51809086	16.537256
10.1	797.37715	-1798.388	141.30772	20689.326	0.5047106	16.898455
10.2	819.54787	-1802.3181	145.23671	20082.25	0.48886558	17.271084
10.3	809.07994	-1800.4622	143.38163	20150.522	0.4878723	17.547977
10.4	838.89182	-1805.7454	148.66477	20012.443	0.47956642	17.842799
10.5	797.50912	-1798.4106	141.3311	20305.485	0.49731475	18.222137
10.6	816.03051	-1801.6935	144.61338	20318.726	0.5121166	18.612596
10.7	814.16087	-1801.3624	144.28206	20301.585	0.5222741	19.011829
10.8	802.3513	-1799.2693	142.18921	20490.761	0.52224729	19.38964
10.9	802.34889	-1799.2691	142.18879	20071.132	0.54118617	19.657162
11.0	814.57804	-1801.4367	144.35598	20465.804	0.56662768	19.922014
