

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 10000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
WARNING: Energy due to 3 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.125 | 4.125 | 4.125 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
        28  -1.1609372      4.8612446      4.8612446      2.9232728      69.081903      0             -37012.406    
        29  -1.1655474      4.8562446      4.8562446      2.9209719      68.885605      0             -37166.015    
        30  -1.1701573      4.8512446      4.8512446      2.9187017      68.690401      0             -37320.019    
        31  -1.1747672      4.8462446      4.8462446      2.9164621      68.496281      0             -37474.459    
        32  -1.1811205      4.8412446      4.8412446      2.9142528      68.303235      0             -37711.123    
        33  -1.1857455      4.8362446      4.8362446      2.9120616      68.110971      0             -37866.821    
        34  -1.1903715      4.8312446      4.8312446      2.9099003      67.919764      0             -38023.065    
        35  -1.1949989      4.8262446      4.8262446      2.9077688      67.729603      0             -38179.9      
        36  -1.1996279      4.8212446      4.8212446      2.9056668      67.540481      0             -38337.369    
        37  -1.2042592      4.8162446      4.8162446      2.903594       67.352381      0             -38495.509    
        38  -1.208893       4.8112446      4.8112446      2.90155        67.165297      0             -38654.366    
        39  -1.2135297      4.8062446      4.8062446      2.8995348      66.979216      0             -38813.98     
        40  -1.2181697      4.8012446      4.8012446      2.8975479      66.794128      0             -38974.395    
        41  -1.2228135      4.7962446      4.7962446      2.8955891      66.610021      0             -39135.65     
        42  -1.2274614      4.7912446      4.7912446      2.8936581      66.426886      0             -39297.787    
        43  -1.2338505      4.7862446      4.7862446      2.8917546      66.244711      0             -39544.826    
        44  -1.2385171      4.7812446      4.7812446      2.8898816      66.06356       0             -39709.727    
        45  -1.2431892      4.7762446      4.7762446      2.8880356      65.883348      0             -39875.645    
        46  -1.2478672      4.7712446      4.7712446      2.886216       65.704058      0             -40042.608    
        47  -1.2525515      4.7662446      4.7662446      2.8844226      65.52568       0             -40210.659    
        48  -1.2572425      4.7612446      4.7612446      2.882655       65.348204      0             -40379.835    
        49  -1.2619407      4.7562446      4.7562446      2.880913       65.171619      0             -40550.174    
        50  -1.2666464      4.7512446      4.7512446      2.8791963      64.995913      0             -40721.713    
        51  -1.27136        4.7462446      4.7462446      2.8775044      64.821076      0             -40894.488    
        52  -1.276082       4.7412446      4.7412446      2.8758372      64.647096      0             -41068.534    
        53  -1.2808127      4.7362446      4.7362446      2.8741942      64.473962      0             -41243.886    
        54  -1.2855525      4.7312446      4.7312446      2.8725753      64.301666      0             -41420.584    
        55  -1.2903019      4.7262446      4.7262446      2.8709799      64.130193      0             -41598.651    
        56  -1.2950613      4.7212446      4.7212446      2.8694079      63.959533      0             -41778.124    
        57  -1.299831       4.7162446      4.7162446      2.8678588      63.789677      0             -41959.036    
        58  -1.3046114      4.7112446      4.7112446      2.8663323      63.620613      0             -42141.419    
        59  -1.3094029      4.7062446      4.7062446      2.8648282      63.45233       0             -42325.302    
        60  -1.314206       4.7012446      4.7012446      2.8633461      63.284819      0             -42510.715    
        61  -1.3190209      4.6962446      4.6962446      2.8618857      63.118069      0             -42697.688    
        62  -1.323848       4.6912446      4.6912446      2.8604466      62.952068      0             -42886.248    
        63  -1.3286878      4.6862446      4.6862446      2.8590287      62.786809      0             -43076.429    
        64  -1.3335406      4.6812446      4.6812446      2.8576313      62.622278      0             -43268.246    
        65  -1.3384067      4.6762446      4.6762446      2.8562544      62.458467      0             -43461.732    
        66  -1.3432866      4.6712446      4.6712446      2.8548975      62.295365      0             -43656.911    
        67  -1.3481806      4.6662446      4.6662446      2.8535603      62.132962      0             -43853.807    
        68  -1.3546931      4.6612446      4.6612446      2.8522426      61.971249      0             -44135.368    
        69  -1.3596256      4.6562446      4.6562446      2.8509466      61.810272      0             -44336.677    
        70  -1.3645735      4.6512446      4.6512446      2.8496693      61.649964      0             -44539.783    
        71  -1.3695368      4.6462446      4.6462446      2.8484105      61.490315      0             -44744.703    
        72  -1.3745161      4.6412446      4.6412446      2.8471699      61.331317      0             -44951.463    
        73  -1.3795117      4.6362446      4.6362446      2.8459469      61.172958      0             -45160.072    
        74  -1.3845238      4.6312446      4.6312446      2.8447415      61.015229      0             -45370.556    
        75  -1.3895528      4.6262446      4.6262446      2.8435533      60.858122      0             -45582.931    
        76  -1.394599       4.6212446      4.6212446      2.8423819      60.701629      0             -45797.216    
        77  -1.3996628      4.6162446      4.6162446      2.8412272      60.54574       0             -46013.429    
        78  -1.4047443      4.6112446      4.6112446      2.8400888      60.390446      0             -46231.584    
        79  -1.409844       4.6062446      4.6062446      2.8389664      60.235739      0             -46451.699    
        80  -1.4149622      4.6012446      4.6012446      2.8378597      60.081611      0             -46673.787    
        81  -1.420099       4.5962446      4.5962446      2.8367686      59.928054      0             -46897.869    
        82  -1.4252548      4.5912446      4.5912446      2.8356926      59.775058      0             -47123.947    
        83  -1.43043        4.5862446      4.5862446      2.8346314      59.622616      0             -47352.04     
        84  -1.4356247      4.5812446      4.5812446      2.8335849      59.47072       0             -47582.16     
        85  -1.4408393      4.5762446      4.5762446      2.8325528      59.319362      0             -47814.32     
        86  -1.446074       4.5712446      4.5712446      2.8315347      59.168534      0             -48048.529    
        87  -1.451329       4.5662446      4.5662446      2.8305305      59.01823       0             -48284.799    
        88  -1.4566048      4.5612446      4.5612446      2.8295398      58.868441      0             -48523.139    
        89  -1.4619014      4.5562446      4.5562446      2.8285625      58.71916       0             -48763.559    
        90  -1.4672192      4.5512446      4.5512446      2.8275982      58.570382      0             -49006.072    
        91  -1.4725584      4.5462446      4.5462446      2.8266468      58.422096      0             -49250.678    
        92  -1.4779193      4.5412446      4.5412446      2.8257078      58.274297      0             -49497.388    
        93  -1.4833021      4.5362446      4.5362446      2.8247812      58.126978      0             -49746.209    
        94  -1.488707       4.5312446      4.5312446      2.8238667      57.980133      0             -49997.149    
        95  -1.4941343      4.5262446      4.5262446      2.8229641      57.833755      0             -50250.213    
        96  -1.4995842      4.5212446      4.5212446      2.822073       57.687836      0             -50505.406    
        97  -1.5050569      4.5162446      4.5162446      2.8211934      57.542372      0             -50762.734    
        98  -1.5105527      4.5112446      4.5112446      2.8203249      57.397356      0             -51022.202    
        99  -1.5160717      4.5062446      4.5062446      2.8194674      57.252782      0             -51283.817    
       100  -1.5216143      4.5012446      4.5012446      2.8186206      57.108643      0             -51547.574    
       101  -1.5271806      4.4962446      4.4962446      2.8177843      56.964934      0             -51813.481    
       102  -1.5327707      4.4912446      4.4912446      2.8169583      56.821649      0             -52081.54     
       103  -1.5415858      4.4862446      4.4862446      2.8161424      56.678782      0             -52532.671    
       104  -1.5472403      4.4812446      4.4812446      2.8153268      56.536135      0             -52805.4      
       105  -1.5529193      4.4762446      4.4762446      2.8145211      56.393899      0             -53080.286    
       106  -1.5603613      4.4712446      4.4712446      2.8137249      56.252068      0             -53456.333    
       107  -1.5661012      4.4662446      4.4662446      2.8129399      56.11067       0             -53736.611    
       108  -1.5718662      4.4612446      4.4612446      2.8121641      55.969667      0             -54019.066    
       109  -1.5776565      4.4562446      4.4562446      2.8113973      55.829053      0             -54303.688    
       110  -1.5834724      4.4512446      4.4512446      2.8106393      55.688822      0             -54590.478    
       111  -1.5893141      4.4462446      4.4462446      2.8098899      55.54897       0             -54879.436    
       112  -1.5951816      4.4412446      4.4412446      2.8091491      55.409493      0             -55170.561    
       113  -1.6010752      4.4362446      4.4362446      2.8084166      55.270385      0             -55463.85     
       114  -1.6069951      4.4312446      4.4312446      2.8076921      55.131643      0             -55759.301    
       115  -1.6129414      4.4262446      4.4262446      2.8069757      54.993261      0             -56056.911    
       116  -1.6189142      4.4212446      4.4212446      2.8062671      54.855236      0             -56356.677    
       117  -1.6249138      4.4162446      4.4162446      2.8055661      54.717563      0             -56658.598    
       118  -1.6309404      4.4112446      4.4112446      2.8048727      54.580238      0             -56962.663    
       119  -1.636994       4.4062446      4.4062446      2.8041865      54.443257      0             -57268.871    
       120  -1.6430748      4.4012446      4.4012446      2.8035075      54.306615      0             -57577.216    
       121  -1.649183       4.3962446      4.3962446      2.8028356      54.17031       0             -57887.694    
       122  -1.6553187      4.3912446      4.3912446      2.8021705      54.034336      0             -58200.298    
       123  -1.6614821      4.3862446      4.3862446      2.8015122      53.898691      0             -58515.022    
       124  -1.6676733      4.3812446      4.3812446      2.8008606      53.76337       0             -58831.859    
       125  -1.6738925      4.3762446      4.3762446      2.8002153      53.628371      0             -59150.801    
       126  -1.6801397      4.3712446      4.3712446      2.7995765      53.49369       0             -59471.844    
       127  -1.6864152      4.3662446      4.3662446      2.7989438      53.359322      0             -59794.974    
       128  -1.692719       4.3612446      4.3612446      2.7983172      53.225265      0             -60120.184    
       129  -1.6990514      4.3562446      4.3562446      2.7976966      53.091516      0             -60447.466    
       130  -1.7054123      4.3512446      4.3512446      2.7970818      52.958071      0             -60776.809    
       131  -1.7118021      4.3462446      4.3462446      2.7964727      52.824927      0             -61108.204    
       132  -1.7182206      4.3412446      4.3412446      2.7958691      52.692081      0             -61441.641    
       133  -1.7246682      4.3362446      4.3362446      2.7952711      52.559531      0             -61777.107    
       134  -1.7311449      4.3312446      4.3312446      2.7946784      52.427272      0             -62114.591    
       135  -1.7376507      4.3262446      4.3262446      2.794091       52.295304      0             -62454.083    
       136  -1.744186       4.3212446      4.3212446      2.7935087      52.163621      0             -62795.566    
       137  -1.7507506      4.3162446      4.3162446      2.7929315      52.032223      0             -63139.029    
       138  -1.7573448      4.3112446      4.3112446      2.7923592      51.901105      0             -63484.458    
       139  -1.7639687      4.3062446      4.3062446      2.7917917      51.770267      0             -63831.839    
       140  -1.7706223      4.3012446      4.3012446      2.791229       51.639704      0             -64181.157    
       141  -1.7773058      4.2962446      4.2962446      2.7906709      51.509415      0             -64532.396    
       142  -1.7875066      4.2912446      4.2912446      2.7901173      51.379397      0             -65102.978    
       143  -1.7942729      4.2862446      4.2862446      2.7895685      51.249652      0             -65460.021    
       144  -1.8026651      4.2812446      4.2812446      2.789024       51.120175      0             -65918.952    
       145  -1.8095018      4.2762446      4.2762446      2.7884829      50.990945      0             -66280.507    
       146  -1.8163691      4.2712446      4.2712446      2.7879459      50.861976      0             -66643.922    
       147  -1.823267       4.2662446      4.2662446      2.7874131      50.733268      0             -67009.177    
       148  -1.8301956      4.2612446      4.2612446      2.7868842      50.604817      0             -67376.254    
       149  -1.837155       4.2562446      4.2562446      2.7863593      50.476621      0             -67745.132    
       150  -1.8441453      4.2512446      4.2512446      2.7858383      50.34868       0             -68115.79     
       151  -1.8511665      4.2462446      4.2462446      2.785321       50.220989      0             -68488.206    
       152  -1.8582187      4.2412446      4.2412446      2.7848074      50.093549      0             -68862.358    
       153  -1.8653019      4.2362446      4.2362446      2.7842974      49.966357      0             -69238.225    
       154  -1.8724163      4.2312446      4.2312446      2.783791       49.83941       0             -69615.778    
       155  -1.8795619      4.2262446      4.2262446      2.7832881      49.712708      0             -69994.996    
       156  -1.8867387      4.2212446      4.2212446      2.7827886      49.586249      0             -70375.852    
       157  -1.8939469      4.2162446      4.2162446      2.7822925      49.46003       0             -70758.32     
       158  -1.9011863      4.2112446      4.2112446      2.7817996      49.334051      0             -71142.374    
       159  -1.9084572      4.2062446      4.2062446      2.78131        49.20831       0             -71527.985    
       160  -1.9157596      4.2012446      4.2012446      2.7808236      49.082804      0             -71915.124    
       161  -1.9230934      4.1962446      4.1962446      2.7803402      48.957534      0             -72303.762    
       162  -1.9304587      4.1912446      4.1912446      2.77986        48.832497      0             -72693.869    
       163  -1.9378556      4.1862446      4.1862446      2.7793827      48.707692      0             -73085.41     
       164  -1.9452841      4.1812446      4.1812446      2.7789084      48.583117      0             -73478.355    
       165  -1.9527442      4.1762446      4.1762446      2.7784369      48.458771      0             -73872.67     
       166  -1.960236       4.1712446      4.1712446      2.7779683      48.334653      0             -74268.32     
       167  -1.9677593      4.1662446      4.1662446      2.7775025      48.210761      0             -74665.269    
       168  -1.9753144      4.1612446      4.1612446      2.7770395      48.087095      0             -75063.482    
       169  -1.9846409      4.1562446      4.1562446      2.7765791      47.963652      0             -75579.114    
       170  -1.992269       4.1512446      4.1512446      2.7761191      47.840394      0             -75980.339    
       171  -1.9999288      4.1462446      4.1462446      2.7756618      47.717358      0             -76382.717    
       172  -2.0076204      4.1412446      4.1412446      2.7752071      47.594543      0             -76786.205    
       173  -2.0153438      4.1362446      4.1362446      2.7747549      47.471948      0             -77190.764    
       174  -2.0230988      4.1312446      4.1312446      2.7743052      47.349572      0             -77596.348    
       175  -2.0308856      4.1262446      4.1262446      2.773858       47.227414      0             -78002.914    
       176  -2.038704       4.1212446      4.1212446      2.7734132      47.105473      0             -78410.415    
       177  -2.0465542      4.1162446      4.1162446      2.7729709      46.983747      0             -78818.804    
       178  -2.054436       4.1112446      4.1112446      2.7725308      46.862237      0             -79228.032    
       179  -2.0623494      4.1062446      4.1062446      2.7720931      46.740941      0             -79638.048    
       180  -2.0702944      4.1012446      4.1012446      2.7716577      46.619857      0             -80048.804    
       181  -2.0782709      4.0962446      4.0962446      2.7712246      46.498986      0             -80460.242    
       182  -2.086279       4.0912446      4.0912446      2.7707937      46.378327      0             -80872.31     
       183  -2.0943184      4.0862446      4.0862446      2.770365       46.257878      0             -81284.951    
       184  -2.1023893      4.0812446      4.0812446      2.7699384      46.137638      0             -81698.11     
       185  -2.1104915      4.0762446      4.0762446      2.769514       46.017608      0             -82111.725    
       186  -2.118625       4.0712446      4.0712446      2.7690917      45.897786      0             -82525.737    
       187  -2.1267897      4.0662446      4.0662446      2.7686716      45.778171      0             -82940.083    
       188  -2.1349854      4.0612446      4.0612446      2.7682535      45.658764      0             -83354.7      
       189  -2.1432122      4.0562446      4.0562446      2.7678374      45.539562      0             -83769.522    
       190  -2.15147        4.0512446      4.0512446      2.7674234      45.420566      0             -84184.48     
       191  -2.1597586      4.0462446      4.0462446      2.7670114      45.301774      0             -84599.506    
       192  -2.1680779      4.0412446      4.0412446      2.7666014      45.183187      0             -85014.528    
       193  -2.1764279      4.0362446      4.0362446      2.7661933      45.064804      0             -85429.473    
       194  -2.1848084      4.0312446      4.0312446      2.7657872      44.946623      0             -85844.267    
       195  -2.1932193      4.0262446      4.0262446      2.7653831      44.828645      0             -86258.832    
       196  -2.2016605      4.0212446      4.0212446      2.7649809      44.710869      0             -86673.09     
       197  -2.2101318      4.0162446      4.0162446      2.7645806      44.593295      0             -87086.959    
       198  -2.2186332      4.0112446      4.0112446      2.7641822      44.475921      0             -87500.357    
       199  -2.2271644      4.0062446      4.0062446      2.7637856      44.358748      0             -87913.198    
       200  -2.2357253      4.0012446      4.0012446      2.763391       44.241775      0             -88325.393    
       201  -2.2443157      3.9962446      3.9962446      2.7629982      44.125001      0             -88736.855    
       202  -2.2529355      3.9912446      3.9912446      2.7626073      44.008427      0             -89147.489    
       203  -2.2615845      3.9862446      3.9862446      2.7622183      43.892052      0             -89557.203    
       204  -2.2702626      3.9812446      3.9812446      2.7618311      43.775875      0             -89965.9      
       205  -2.2789694      3.9762446      3.9762446      2.7614457      43.659896      0             -90373.479    
       206  -2.2877049      3.9712446      3.9712446      2.7610622      43.544114      0             -90779.839    
       207  -2.2964688      3.9662446      3.9662446      2.7606805      43.42853       0             -91184.877    
       208  -2.3069994      3.9612446      3.9612446      2.7603006      43.313144      0             -91717.073    
       209  -2.3158256      3.9562446      3.9562446      2.7599175      43.197873      0             -92118.933    
       210  -2.3246794      3.9512446      3.9512446      2.7595362      43.0828        0             -92519.142    
       211  -2.3335608      3.9462446      3.9462446      2.7591568      42.967925      0             -92917.587    
       212  -2.3424693      3.9412446      3.9412446      2.7587793      42.853247      0             -93314.15     
       213  -2.3514049      3.9362446      3.9362446      2.7584037      42.738767      0             -93708.71     
       214  -2.3603671      3.9312446      3.9312446      2.7580301      42.624483      0             -94101.143    
       215  -2.3693558      3.9262446      3.9262446      2.7576583      42.510397      0             -94491.322    
       216  -2.3783706      3.9212446      3.9212446      2.7572885      42.396507      0             -94879.117    
       217  -2.3874113      3.9162446      3.9162446      2.7569206      42.282813      0             -95264.393    
       218  -2.3964774      3.9112446      3.9112446      2.7565546      42.169315      0             -95647.014    
       219  -2.4055688      3.9062446      3.9062446      2.7561905      42.056013      0             -96026.841    
       220  -2.414685       3.9012446      3.9012446      2.7558284      41.942908      0             -96403.729    
       221  -2.4238258      3.8962446      3.8962446      2.7554683      41.829998      0             -96777.532    
       222  -2.4329908      3.8912446      3.8912446      2.7551101      41.717283      0             -97148.1      
       223  -2.4421795      3.8862446      3.8862446      2.7547539      41.604765      0             -97515.278    
       224  -2.4545992      3.8812446      3.8812446      2.7543997      41.492442      0             -98126.56     
       225  -2.4638588      3.8762446      3.8762446      2.7540482      41.380324      0             -98489.184    
       226  -2.4731413      3.8712446      3.8712446      2.7536987      41.268402      0             -98847.964    
       227  -2.4824462      3.8662446      3.8662446      2.7533513      41.156675      0             -99202.731    
       228  -2.4917731      3.8612446      3.8612446      2.7530059      41.045143      0             -99553.312    
       229  -2.5011217      3.8562446      3.8562446      2.7526626      40.933806      0             -99899.531    
       230  -2.5104914      3.8512446      3.8512446      2.7523214      40.822664      0             -100241.21    
       231  -2.5198818      3.8462446      3.8462446      2.7519823      40.711718      0             -100578.15    
       232  -2.5292924      3.8412446      3.8412446      2.7516453      40.600967      0             -100910.18    
       233  -2.5387228      3.8362446      3.8362446      2.7513106      40.490412      0             -101237.1     
       234  -2.5481724      3.8312446      3.8312446      2.750978       40.380052      0             -101558.72    
       235  -2.5576407      3.8262446      3.8262446      2.7506476      40.269888      0             -101874.81    
       236  -2.5687237      3.8212446      3.8212446      2.7503195      40.159919      0             -102312.55    
       237  -2.5782309      3.8162446      3.8162446      2.7499876      40.050058      0             -102616.16    
       238  -2.5877551      3.8112446      3.8112446      2.7496581      39.940394      0             -102913.62    
       239  -2.5972958      3.8062446      3.8062446      2.749331       39.830927      0             -103204.71    
       240  -2.6068524      3.8012446      3.8012446      2.7490064      39.72166       0             -103489.2     
       241  -2.6164243      3.7962446      3.7962446      2.7486843      39.61259       0             -103766.87    
       242  -2.6260108      3.7912446      3.7912446      2.7483648      39.503719      0             -104037.46    
       243  -2.6356113      3.7862446      3.7862446      2.7480478      39.395047      0             -104300.75    
       244  -2.6452253      3.7812446      3.7812446      2.7477335      39.286573      0             -104556.49    
       245  -2.6548519      3.7762446      3.7762446      2.7474218      39.178299      0             -104804.41    
       246  -2.6644905      3.7712446      3.7712446      2.7471129      39.070224      0             -105044.26    
       247  -2.6741404      3.7662446      3.7662446      2.7468067      38.962349      0             -105275.78    
       248  -2.6838009      3.7612446      3.7612446      2.7465033      38.854675      0             -105498.7     
       249  -2.6934712      3.7562446      3.7562446      2.7462028      38.7472        0             -105712.74    
       250  -2.7031506      3.7512446      3.7512446      2.7459051      38.639927      0             -105917.61    
       251  -2.7128383      3.7462446      3.7462446      2.7456105      38.532855      0             -106113.03    
       252  -2.7225335      3.7412446      3.7412446      2.7453188      38.425984      0             -106298.71    
       253  -2.7357144      3.7362446      3.7362446      2.7450303      38.319315      0             -106765.19    
       254  -2.7454429      3.7312446      3.7312446      2.7447412      38.212798      0             -106932.05    
       255  -2.7551765      3.7262446      3.7262446      2.7444553      38.106484      0             -107088.25    
       256  -2.7649142      3.7212446      3.7212446      2.7441726      38.000374      0             -107233.47    
       257  -2.7746553      3.7162446      3.7162446      2.7438934      37.894468      0             -107367.4     
       258  -2.7843988      3.7112446      3.7112446      2.7436175      37.788767      0             -107489.69    
       259  -2.7941437      3.7062446      3.7062446      2.7433452      37.683272      0             -107600       
       260  -2.8038891      3.7012446      3.7012446      2.7430764      37.577983      0             -107697.99    
       261  -2.813634       3.6962446      3.6962446      2.7428112      37.472901      0             -107783.3     
       262  -2.8233774      3.6912446      3.6912446      2.7425497      37.368026      0             -107855.57    
       263  -2.8331182      3.6862446      3.6862446      2.7422921      37.26336       0             -107914.43    
       264  -2.8428555      3.6812446      3.6812446      2.7420383      37.158902      0             -107959.51    
       265  -2.852588       3.6762446      3.6762446      2.7417885      37.054653      0             -107990.41    
       266  -2.8623148      3.6712446      3.6712446      2.7415428      36.950615      0             -108006.76    
       267  -2.8720347      3.6662446      3.6662446      2.7413012      36.846788      0             -108008.14    
       268  -2.8817465      3.6612446      3.6612446      2.7410639      36.743173      0             -107994.16    
       269  -2.8914491      3.6562446      3.6562446      2.740831       36.63977       0             -107964.4     
       270  -2.9011413      3.6512446      3.6512446      2.7406025      36.536581      0             -107918.43    
       271  -2.9108218      3.6462446      3.6462446      2.7403786      36.433607      0             -107855.83    
       272  -2.9204894      3.6412446      3.6412446      2.7401594      36.330848      0             -107776.16    
       273  -2.9301428      3.6362446      3.6362446      2.739945       36.228306      0             -107678.97    
       274  -2.9397807      3.6312446      3.6312446      2.7397355      36.125981      0             -107563.8     
       275  -2.9494018      3.6262446      3.6262446      2.7395311      36.023875      0             -107430.2     
       276  -2.9590046      3.6212446      3.6212446      2.7393319      35.921989      0             -107277.69    
       277  -2.9685879      3.6162446      3.6162446      2.739138       35.820324      0             -107105.8     
       278  -2.9781503      3.6112446      3.6112446      2.7389496      35.718882      0             -106914.03    
       279  -2.9876901      3.6062446      3.6062446      2.7387668      35.617663      0             -106701.89    
       280  -2.9972061      3.6012446      3.6012446      2.7385898      35.516669      0             -106468.88    
       281  -3.0066966      3.5962446      3.5962446      2.7384187      35.415902      0             -106214.48    
       282  -3.0161602      3.5912446      3.5912446      2.7382538      35.315362      0             -105938.18    
       283  -3.0255952      3.5862446      3.5862446      2.7380951      35.215052      0             -105639.44    
       284  -3.0350002      3.5812446      3.5812446      2.7379428      35.114973      0             -105317.72    
       285  -3.0475633      3.5762446      3.5762446      2.7377972      35.015127      0             -105264.34    
       286  -3.0569258      3.5712446      3.5712446      2.7376565      34.91549       0             -104897.27    
       287  -3.0662534      3.5662446      3.5662446      2.7375228      34.81609       0             -104505.59    
       288  -3.0755444      3.5612446      3.5612446      2.7373963      34.716928      0             -104088.72    
       289  -3.084797       3.5562446      3.5562446      2.7372773      34.618005      0             -103646.08    
       290  -3.0940095      3.5512446      3.5512446      2.7371659      34.519326      0             -103177.08    
       291  -3.1031801      3.5462446      3.5462446      2.7370625      34.42089       0             -102681.14    
       292  -3.1123069      3.5412446      3.5412446      2.7369673      34.322701      0             -102157.66    
       293  -3.1213881      3.5362446      3.5362446      2.7368804      34.224761      0             -101606.02    
       294  -3.1312962      3.5312446      3.5312446      2.7368023      34.127072      0             -101107.71    
       295  -3.1402878      3.5262446      3.5262446      2.7367332      34.029638      0             -100498.88    
       296  -3.1492281      3.5212446      3.5212446      2.7366733      33.93246       0             -99860.048    
       297  -3.158115       3.5162446      3.5162446      2.736623       33.835542      0             -99190.584    
       298  -3.1669465      3.5112446      3.5112446      2.7365826      33.738886      0             -98489.85     
       299  -3.1757206      3.5062446      3.5062446      2.7365524      33.642495      0             -97757.206    
       300  -3.1844353      3.5012446      3.5012446      2.7365328      33.546373      0             -96992.007    
       301  -3.1930882      3.4962446      3.4962446      2.7365242      33.450523      0             -96193.604    
       302  -3.2016775      3.4912446      3.4912446      2.7365269      33.354948      0             -95361.348    
       303  -3.2102007      3.4862446      3.4862446      2.7365413      33.259653      0             -94494.585    
       304  -3.2186558      3.4812446      3.4812446      2.7365679      33.164641      0             -93592.662    
       305  -3.2270406      3.4762446      3.4762446      2.7366071      33.069916      0             -92654.927    
       306  -3.2353527      3.4712446      3.4712446      2.7366593      32.975484      0             -91680.726    
       307  -3.2435899      3.4662446      3.4662446      2.7367252      32.881347      0             -90669.411    
       308  -3.2517498      3.4612446      3.4612446      2.7368052      32.787513      0             -89620.337    
       309  -3.2598302      3.4562446      3.4562446      2.7368999      32.693984      0             -88532.862    
       310  -3.2678287      3.4512446      3.4512446      2.7370098      32.600768      0             -87406.355    
       311  -3.2757429      3.4462446      3.4462446      2.7371355      32.507869      0             -86240.19     
       312  -3.2835704      3.4412446      3.4412446      2.7372778      32.415294      0             -85033.754    
       313  -3.292905       3.4362446      3.4362446      2.7374373      32.323049      0             -83944.653    
       314  -3.3005587      3.4312446      3.4312446      2.7376107      32.231094      0             -82655.227    
       315  -3.3081183      3.4262446      3.4262446      2.7378028      32.139483      0             -81323.739    
       316  -3.3155814      3.4212446      3.4212446      2.7380144      32.048225      0             -79949.644    
       317  -3.3229455      3.4162446      3.4162446      2.7382464      31.957327      0             -78532.418    
       318  -3.3302082      3.4112446      3.4112446      2.7384998      31.866798      0             -77071.569    
       319  -3.337367       3.4062446      3.4062446      2.7387754      31.776648      0             -75566.638    
       320  -3.3444195      3.4012446      3.4012446      2.7390744      31.686886      0             -74017.202    
       321  -3.3563082      3.3962446      3.3962446      2.7393979      31.597523      0             -72924.251    
       322  -3.3631822      3.3912446      3.3912446      2.7397439      31.508534      0             -71288.802    
