

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 10000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
WARNING: Energy due to 3 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.082 | 4.082 | 4.082 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
        57  -0.17158815     5.658          5.658          5.658          181.12935      0             -2995.4705    
        58  -0.17266941     5.652          5.652          5.652          180.55373      0             -3023.6945    
        59  -0.17375855     5.646          5.646          5.646          179.97933      0             -3052.2114    
        60  -0.17485563     5.64           5.64           5.64           179.40614      0             -3081.0245    
        61  -0.17596071     5.634          5.634          5.634          178.83418      0             -3110.1372    
        62  -0.17707387     5.628          5.628          5.628          178.26343      0             -3139.5528    
        63  -0.17819517     5.622          5.622          5.622          177.6939       0             -3169.2747    
        64  -0.17932468     5.616          5.616          5.616          177.12558      0             -3199.3065    
        65  -0.18046246     5.61           5.61           5.61           176.55848      0             -3229.6515    
        66  -0.18160858     5.604          5.604          5.604          175.99259      0             -3260.3134    
        67  -0.18276312     5.598          5.598          5.598          175.42791      0             -3291.2958    
        68  -0.18392613     5.592          5.592          5.592          174.86443      0             -3322.6022    
        69  -0.1850977      5.586          5.586          5.586          174.30217      0             -3354.2365    
        70  -0.18627789     5.58           5.58           5.58           173.74111      0             -3386.2021    
        71  -0.18746677     5.574          5.574          5.574          173.18126      0             -3418.503     
        72  -0.18866441     5.568          5.568          5.568          172.62261      0             -3451.143     
        73  -0.1898709      5.562          5.562          5.562          172.06516      0             -3484.1259    
        74  -0.19108629     5.556          5.556          5.556          171.50892      0             -3517.4556    
        75  -0.19231067     5.55           5.55           5.55           170.95387      0             -3551.1361    
        76  -0.19354411     5.544          5.544          5.544          170.40003      0             -3585.1713    
        77  -0.19478669     5.538          5.538          5.538          169.84738      0             -3619.5653    
        78  -0.19603847     5.532          5.532          5.532          169.29593      0             -3654.3223    
        79  -0.19729954     5.526          5.526          5.526          168.74567      0             -3689.4463    
        80  -0.19856998     5.52           5.52           5.52           168.19661      0             -3724.9416    
        81  -0.19984986     5.514          5.514          5.514          167.64874      0             -3760.8124    
        82  -0.20113926     5.508          5.508          5.508          167.10206      0             -3797.063     
        83  -0.20243826     5.502          5.502          5.502          166.55657      0             -3833.6977    
        84  -0.20374695     5.496          5.496          5.496          166.01226      0             -3870.7211    
        85  -0.2050654      5.49           5.49           5.49           165.46915      0             -3908.1374    
        86  -0.20639369     5.484          5.484          5.484          164.92722      0             -3945.9513    
        87  -0.20773191     5.478          5.478          5.478          164.38648      0             -3984.1673    
        88  -0.20908014     5.472          5.472          5.472          163.84691      0             -4022.7901    
        89  -0.21043846     5.466          5.466          5.466          163.30853      0             -4061.8243    
        90  -0.21180696     5.46           5.46           5.46           162.77134      0             -4101.2746    
        91  -0.21318572     5.454          5.454          5.454          162.23532      0             -4141.1459    
        92  -0.21457484     5.448          5.448          5.448          161.70048      0             -4181.443     
        93  -0.21597439     5.442          5.442          5.442          161.16681      0             -4222.1709    
        94  -0.21738447     5.436          5.436          5.436          160.63432      0             -4263.3345    
        95  -0.21880517     5.43           5.43           5.43           160.10301      0             -4304.9388    
        96  -0.22023656     5.424          5.424          5.424          159.57287      0             -4346.9889    
        97  -0.22167876     5.418          5.418          5.418          159.04389      0             -4389.4901    
        98  -0.22313183     5.412          5.412          5.412          158.51609      0             -4432.4475    
        99  -0.22459589     5.406          5.406          5.406          157.98946      0             -4475.8664    
       100  -0.22607101     5.4            5.4            5.4            157.464        0             -4519.7522    
       101  -0.2275573      5.394          5.394          5.394          156.9397       0             -4564.1103    
       102  -0.22905485     5.388          5.388          5.388          156.41657      0             -4608.9462    
       103  -0.23056375     5.382          5.382          5.382          155.8946       0             -4654.2654    
       104  -0.2320841      5.376          5.376          5.376          155.3738       0             -4700.0736    
       105  -0.233616       5.37           5.37           5.37           154.85415      0             -4746.3764    
       106  -0.23515954     5.364          5.364          5.364          154.33567      0             -4793.1797    
       107  -0.23671483     5.358          5.358          5.358          153.81834      0             -4840.4892    
       108  -0.23828196     5.352          5.352          5.352          153.30217      0             -4888.3108    
       109  -0.23986104     5.346          5.346          5.346          152.78716      0             -4936.6506    
       110  -0.24145216     5.34           5.34           5.34           152.2733       0             -4985.5146    
       111  -0.24305544     5.334          5.334          5.334          151.7606       0             -5034.9089    
       112  -0.24467097     5.328          5.328          5.328          151.24905      0             -5084.8397    
       113  -0.24629885     5.322          5.322          5.322          150.73865      0             -5135.3133    
       114  -0.2479392      5.316          5.316          5.316          150.22939      0             -5186.3361    
       115  -0.24959212     5.31           5.31           5.31           149.72129      0             -5237.9144    
       116  -0.25125772     5.304          5.304          5.304          149.21433      0             -5290.0549    
       117  -0.25293611     5.298          5.298          5.298          148.70852      0             -5342.764     
       118  -0.25462739     5.292          5.292          5.292          148.20386      0             -5396.0485    
       119  -0.25633168     5.286          5.286          5.286          147.70033      0             -5449.9152    
       120  -0.25804908     5.28           5.28           5.28           147.19795      0             -5504.3708    
       121  -0.25977972     5.274          5.274          5.274          146.69671      0             -5559.4223    
       122  -0.2615237      5.268          5.268          5.268          146.19661      0             -5615.0768    
       123  -0.26328114     5.262          5.262          5.262          145.69764      0             -5671.3413    
       124  -0.26505215     5.256          5.256          5.256          145.19982      0             -5728.2229    
       125  -0.26683686     5.25           5.25           5.25           144.70312      0             -5785.7291    
       126  -0.26863537     5.244          5.244          5.244          144.20757      0             -5843.8671    
       127  -0.27044782     5.238          5.238          5.238          143.71314      0             -5902.6444    
       128  -0.27227431     5.232          5.232          5.232          143.21985      0             -5962.0686    
       129  -0.27411497     5.226          5.226          5.226          142.72768      0             -6022.1473    
       130  -0.27596993     5.22           5.22           5.22           142.23665      0             -6082.8883    
       131  -0.2778393      5.214          5.214          5.214          141.74674      0             -6144.2994    
       132  -0.27972321     5.208          5.208          5.208          141.25796      0             -6206.3884    
       133  -0.28162179     5.202          5.202          5.202          140.7703       0             -6269.1636    
       134  -0.28353516     5.196          5.196          5.196          140.28377      0             -6332.6329    
       135  -0.28546346     5.19           5.19           5.19           139.79836      0             -6396.8046    
       136  -0.2874068      5.184          5.184          5.184          139.31407      0             -6461.6871    
       137  -0.28936533     5.178          5.178          5.178          138.8309       0             -6527.2888    
       138  -0.29133917     5.172          5.172          5.172          138.34885      0             -6593.6183    
       139  -0.29332845     5.166          5.166          5.166          137.86791      0             -6660.6841    
       140  -0.29533332     5.16           5.16           5.16           137.3881       0             -6728.4951    
       141  -0.2973539      5.154          5.154          5.154          136.90939      0             -6797.0601    
       142  -0.29939034     5.148          5.148          5.148          136.4318       0             -6866.388     
       143  -0.30144276     5.142          5.142          5.142          135.95532      0             -6936.4881    
       144  -0.30351132     5.136          5.136          5.136          135.47996      0             -7007.3694    
       145  -0.30559615     5.13           5.13           5.13           135.0057       0             -7079.0414    
       146  -0.30769739     5.124          5.124          5.124          134.53255      0             -7151.5134    
       147  -0.30981518     5.118          5.118          5.118          134.0605       0             -7224.7949    
       148  -0.31194968     5.112          5.112          5.112          133.58956      0             -7298.8957    
       149  -0.31410102     5.106          5.106          5.106          133.11973      0             -7373.8255    
       150  -0.31626936     5.1            5.1            5.1            132.651        0             -7449.5943    
       151  -0.31845484     5.094          5.094          5.094          132.18337      0             -7526.212     
       152  -0.32065761     5.088          5.088          5.088          131.71684      0             -7603.6889    
       153  -0.32287783     5.082          5.082          5.082          131.25141      0             -7682.0352    
       154  -0.32511564     5.076          5.076          5.076          130.78708      0             -7761.2613    
       155  -0.3273712      5.07           5.07           5.07           130.32384      0             -7841.3777    
       156  -0.32964467     5.064          5.064          5.064          129.8617       0             -7922.3953    
       157  -0.33193621     5.058          5.058          5.058          129.40066      0             -8004.3246    
       158  -0.33424596     5.052          5.052          5.052          128.9407       0             -8087.1767    
       159  -0.3365741      5.046          5.046          5.046          128.48184      0             -8170.9627    
       160  -0.33892078     5.04           5.04           5.04           128.02406      0             -8255.6937    
       161  -0.34128617     5.034          5.034          5.034          127.56738      0             -8341.3812    
       162  -0.34367043     5.028          5.028          5.028          127.11178      0             -8428.0365    
       163  -0.34607373     5.022          5.022          5.022          126.65727      0             -8515.6714    
       164  -0.34849623     5.016          5.016          5.016          126.20384      0             -8604.2976    
       165  -0.35093811     5.01           5.01           5.01           125.7515       0             -8693.927     
       166  -0.35339953     5.004          5.004          5.004          125.30024      0             -8784.5717    
       167  -0.35718606     4.998          4.998          4.998          124.85006      0             -8909.738     
       168  -0.35969653     4.992          4.992          4.992          124.40096      0             -9002.8141    
       169  -0.36222715     4.986          4.986          4.986          123.95294      0             -9096.947     
       170  -0.36477809     4.98           4.98           4.98           123.50599      0             -9192.1495    
       171  -0.36734954     4.974          4.974          4.974          123.06012      0             -9288.4344    
       172  -0.36994168     4.968          4.968          4.968          122.61533      0             -9385.8149    
       173  -0.37255468     4.962          4.962          4.962          122.17161      0             -9484.3041    
       174  -0.37518874     4.956          4.956          4.956          121.72895      0             -9583.9154    
       175  -0.37784404     4.95           4.95           4.95           121.28737      0             -9684.6623    
       176  -0.38052077     4.944          4.944          4.944          120.84686      0             -9786.5586    
       177  -0.38321911     4.938          4.938          4.938          120.40742      0             -9889.6182    
       178  -0.38593926     4.932          4.932          4.932          119.96905      0             -9993.8551    
       179  -0.38868142     4.926          4.926          4.926          119.53173      0             -10099.284    
       180  -0.39144578     4.92           4.92           4.92           119.09549      0             -10205.918    
       181  -0.39423253     4.914          4.914          4.914          118.6603       0             -10313.773    
       182  -0.39704187     4.908          4.908          4.908          118.22618      0             -10422.863    
       183  -0.39987401     4.902          4.902          4.902          117.79312      0             -10533.203    
       184  -0.40272915     4.896          4.896          4.896          117.36112      0             -10644.809    
       185  -0.40560749     4.89           4.89           4.89           116.93017      0             -10757.695    
       186  -0.40850924     4.884          4.884          4.884          116.50028      0             -10871.878    
       187  -0.4114346      4.878          4.878          4.878          116.07144      0             -10987.372    
       188  -0.41438379     4.872          4.872          4.872          115.64366      0             -11104.194    
       189  -0.41735702     4.866          4.866          4.866          115.21693      0             -11222.36     
       190  -0.4203545      4.86           4.86           4.86           114.79126      0             -11341.886    
       191  -0.42337644     4.854          4.854          4.854          114.36663      0             -11462.788    
       192  -0.42642308     4.848          4.848          4.848          113.94305      0             -11585.084    
       193  -0.42949462     4.842          4.842          4.842          113.52052      0             -11708.79     
       194  -0.43259129     4.836          4.836          4.836          113.09903      0             -11833.923    
       195  -0.4357133      4.83           4.83           4.83           112.67859      0             -11960.5      
       196  -0.4388609      4.824          4.824          4.824          112.25919      0             -12088.539    
       197  -0.4420343      4.818          4.818          4.818          111.84083      0             -12218.058    
       198  -0.44523374     4.812          4.812          4.812          111.42352      0             -12349.074    
       199  -0.44845945     4.806          4.806          4.806          111.00724      0             -12481.606    
       200  -0.45171166     4.8            4.8            4.8            110.592        0             -12615.672    
       201  -0.45499061     4.794          4.794          4.794          110.1778       0             -12751.291    
       202  -0.45829654     4.788          4.788          4.788          109.76463      0             -12888.481    
       203  -0.46162968     4.782          4.782          4.782          109.3525       0             -13027.262    
       204  -0.46499029     4.776          4.776          4.776          108.9414       0             -13167.652    
       205  -0.46837861     4.77           4.77           4.77           108.53133      0             -13309.672    
       206  -0.47179487     4.764          4.764          4.764          108.1223       0             -13453.34     
       207  -0.47523935     4.758          4.758          4.758          107.71429      0             -13598.677    
       208  -0.47871228     4.752          4.752          4.752          107.30731      0             -13745.704    
       209  -0.48221392     4.746          4.746          4.746          106.90135      0             -13894.44     
       210  -0.48574452     4.74           4.74           4.74           106.49642      0             -14044.906    
       211  -0.48930435     4.734          4.734          4.734          106.09252      0             -14197.123    
       212  -0.49289367     4.728          4.728          4.728          105.68964      0             -14351.113    
       213  -0.49651274     4.722          4.722          4.722          105.28778      0             -14506.896    
       214  -0.50016182     4.716          4.716          4.716          104.88693      0             -14664.495    
       215  -0.50384119     4.71           4.71           4.71           104.48711      0             -14823.931    
       216  -0.50755111     4.704          4.704          4.704          104.08831      0             -14985.227    
       217  -0.51129186     4.698          4.698          4.698          103.69052      0             -15148.404    
       218  -0.51506371     4.692          4.692          4.692          103.29374      0             -15313.487    
       219  -0.51886694     4.686          4.686          4.686          102.89798      0             -15480.497    
       220  -0.52270184     4.68           4.68           4.68           102.50323      0             -15649.458    
       221  -0.52656868     4.674          4.674          4.674          102.10949      0             -15820.393    
       222  -0.53046775     4.668          4.668          4.668          101.71677      0             -15993.326    
       223  -0.53439933     4.662          4.662          4.662          101.32505      0             -16168.282    
       224  -0.53836372     4.656          4.656          4.656          100.93433      0             -16345.285    
       225  -0.54236122     4.65           4.65           4.65           100.54462      0             -16524.359    
       226  -0.54639211     4.644          4.644          4.644          100.15592      0             -16705.528    
       227  -0.55045669     4.638          4.638          4.638          99.768222      0             -16888.82     
       228  -0.55455526     4.632          4.632          4.632          99.381524      0             -17074.258    
       229  -0.55868814     4.626          4.626          4.626          98.995826      0             -17261.868    
       230  -0.56285562     4.62           4.62           4.62           98.611128      0             -17451.678    
       231  -0.56705801     4.614          4.614          4.614          98.227428      0             -17643.712    
       232  -0.57129562     4.608          4.608          4.608          97.844724      0             -17837.998    
       233  -0.57556877     4.602          4.602          4.602          97.463015      0             -18034.562    
       234  -0.57987778     4.596          4.596          4.596          97.082301      0             -18233.433    
       235  -0.58422295     4.59           4.59           4.59           96.702579      0             -18434.636    
       236  -0.59341604     4.584          4.584          4.584          96.323849      0             -18798.223    
       237  -0.59787248     4.578          4.578          4.578          95.946109      0             -19006.074    
       238  -0.60236642     4.572          4.572          4.572          95.569357      0             -19216.368    
       239  -0.60689819     4.566          4.566          4.566          95.193593      0             -19429.134    
       240  -0.61146812     4.56           4.56           4.56           94.818816      0             -19644.402    
       241  -0.61607657     4.554          4.554          4.554          94.445023      0             -19862.201    
       242  -0.62072386     4.548          4.548          4.548          94.072215      0             -20082.561    
       243  -0.62541035     4.542          4.542          4.542          93.700388      0             -20305.513    
       244  -0.63013638     4.536          4.536          4.536          93.329543      0             -20531.088    
       245  -0.6349023      4.53           4.53           4.53           92.959677      0             -20759.316    
       246  -0.63970847     4.524          4.524          4.524          92.59079       0             -20990.229    
       247  -0.64455525     4.518          4.518          4.518          92.22288       0             -21223.859    
       248  -0.64944298     4.512          4.512          4.512          91.855946      0             -21460.238    
       249  -0.65437205     4.506          4.506          4.506          91.489986      0             -21699.399    
       250  -0.65934281     4.5            4.5            4.5            91.125         0             -21941.373    
       251  -0.66435563     4.494          4.494          4.494          90.760986      0             -22186.195    
       252  -0.66941089     4.488          4.488          4.488          90.397942      0             -22433.897    
       253  -0.67450895     4.482          4.482          4.482          90.035868      0             -22684.513    
       254  -0.6796502      4.476          4.476          4.476          89.674762      0             -22938.079    
       255  -0.69005896     4.47           4.47           4.47           89.314623      0             -23381.995    
       256  -0.69532998     4.464          4.464          4.464          88.955449      0             -23643.839    
       257  -0.70064574     4.458          4.458          4.458          88.59724       0             -23908.766    
       258  -0.70600663     4.452          4.452          4.452          88.239993      0             -24176.813    
       259  -0.71141304     4.446          4.446          4.446          87.883709      0             -24448.017    
       260  -0.71686538     4.44           4.44           4.44           87.528384      0             -24722.412    
       261  -0.72236406     4.434          4.434          4.434          87.174019      0             -25000.038    
       262  -0.72790946     4.428          4.428          4.428          86.820611      0             -25280.931    
       263  -0.73350202     4.422          4.422          4.422          86.468159      0             -25565.128    
       264  -0.73914213     4.416          4.416          4.416          86.116663      0             -25852.668    
       265  -0.74483022     4.41           4.41           4.41           85.766121      0             -26143.59     
       266  -0.7505667      4.404          4.404          4.404          85.416531      0             -26437.932    
       267  -0.756352       4.398          4.398          4.398          85.067893      0             -26735.733    
       268  -0.76218654     4.392          4.392          4.392          84.720204      0             -27037.032    
       269  -0.76807075     4.386          4.386          4.386          84.373464      0             -27341.871    
       270  -0.77400505     4.38           4.38           4.38           84.027672      0             -27650.288    
       271  -0.7799899      4.374          4.374          4.374          83.682826      0             -27962.324    
       272  -0.78602571     4.368          4.368          4.368          83.338924      0             -28278.02     
       273  -0.79211294     4.362          4.362          4.362          82.995966      0             -28597.418    
       274  -0.79825203     4.356          4.356          4.356          82.65395       0             -28920.56     
       275  -0.80444342     4.35           4.35           4.35           82.312875      0             -29247.486    
       276  -0.81068756     4.344          4.344          4.344          81.97274       0             -29578.239    
       277  -0.81698491     4.338          4.338          4.338          81.633542      0             -29912.862    
       278  -0.82333593     4.332          4.332          4.332          81.295282      0             -30251.398    
       279  -0.82974107     4.326          4.326          4.326          80.957958      0             -30593.89     
       280  -0.83620079     4.32           4.32           4.32           80.621568      0             -30940.382    
       281  -0.84271556     4.314          4.314          4.314          80.286111      0             -31290.917    
       282  -0.84928586     4.308          4.308          4.308          79.951586      0             -31645.54     
       283  -0.85591214     4.302          4.302          4.302          79.617992      0             -32004.295    
       284  -0.86259489     4.296          4.296          4.296          79.285326      0             -32367.227    
       285  -0.86933457     4.29           4.29           4.29           78.953589      0             -32734.382    
       286  -0.87613169     4.284          4.284          4.284          78.622778      0             -33105.804    
       287  -0.8829867      4.278          4.278          4.278          78.292893      0             -33481.54     
       288  -0.88990011     4.272          4.272          4.272          77.963932      0             -33861.635    
       289  -0.8968724      4.266          4.266          4.266          77.635893      0             -34246.136    
       290  -0.90390406     4.26           4.26           4.26           77.308776      0             -34635.089    
       291  -0.91099559     4.254          4.254          4.254          76.982579      0             -35028.542    
       292  -0.91814748     4.248          4.248          4.248          76.657301      0             -35426.54     
       293  -0.92536023     4.242          4.242          4.242          76.33294       0             -35829.132    
       294  -0.93263436     4.236          4.236          4.236          76.009496      0             -36236.365    
       295  -0.93997035     4.23           4.23           4.23           75.686967      0             -36648.286    
       296  -0.94736873     4.224          4.224          4.224          75.365351      0             -37064.944    
       297  -0.95482999     4.218          4.218          4.218          75.044648      0             -37486.387    
       298  -0.96235466     4.212          4.212          4.212          74.724856      0             -37912.663    
       299  -0.96994325     4.206          4.206          4.206          74.405974      0             -38343.82     
       300  -0.97759628     4.2            4.2            4.2            74.088         0             -38779.908    
       301  -0.98531426     4.194          4.194          4.194          73.770933      0             -39220.974    
       302  -0.99309772     4.188          4.188          4.188          73.454773      0             -39667.068    
       303  -1.0009472      4.182          4.182          4.182          73.139517      0             -40118.239    
       304  -1.0088632      4.176          4.176          4.176          72.825164      0             -40574.536    
       305  -1.0168463      4.17           4.17           4.17           72.511713      0             -41036.008    
       306  -1.0248969      4.164          4.164          4.164          72.199163      0             -41502.705    
       307  -1.0330157      4.158          4.158          4.158          71.887512      0             -41974.674    
       308  -1.0412031      4.152          4.152          4.152          71.57676       0             -42451.967    
       309  -1.0494598      4.146          4.146          4.146          71.266904      0             -42934.632    
       310  -1.0577861      4.14           4.14           4.14           70.957944      0             -43422.718    
       311  -1.0661828      4.134          4.134          4.134          70.649878      0             -43916.274    
       312  -1.0746502      4.128          4.128          4.128          70.342705      0             -44415.35     
       313  -1.083189       4.122          4.122          4.122          70.036424      0             -44919.994    
       314  -1.0917998      4.116          4.116          4.116          69.731033      0             -45430.255    
       315  -1.1004829      4.11           4.11           4.11           69.426531      0             -45946.182    
       316  -1.1092391      4.104          4.104          4.104          69.122917      0             -46467.824    
       317  -1.1180688      4.098          4.098          4.098          68.820189      0             -46995.228    
       318  -1.1269726      4.092          4.092          4.092          68.518347      0             -47528.442    
       319  -1.135951       4.086          4.086          4.086          68.217388      0             -48067.515    
       320  -1.1502327      4.08           4.08           4.08           67.917312      0             -48859.085    
       321  -1.1594084      4.074          4.074          4.074          67.618117      0             -49413.302    
       322  -1.1686609      4.068          4.068          4.068          67.319802      0             -49973.567    
       323  -1.1779907      4.062          4.062          4.062          67.022366      0             -50539.926    
       324  -1.1873983      4.056          4.056          4.056          66.725808      0             -51112.426    
       325  -1.1968844      4.05           4.05           4.05           66.430125      0             -51691.113    
       326  -1.2064495      4.044          4.044          4.044          66.135317      0             -52276.032    
       327  -1.2160942      4.038          4.038          4.038          65.841383      0             -52867.228    
       328  -1.2258189      4.032          4.032          4.032          65.548321      0             -53464.744    
       329  -1.2356243      4.026          4.026          4.026          65.25613       0             -54068.625    
       330  -1.2455109      4.02           4.02           4.02           64.964808      0             -54678.911    
       331  -1.2554792      4.014          4.014          4.014          64.674355      0             -55295.646    
       332  -1.2655298      4.008          4.008          4.008          64.384769      0             -55918.87     
       333  -1.2756633      4.002          4.002          4.002          64.096048      0             -56548.621    
       334  -1.2858802      3.996          3.996          3.996          63.808192      0             -57184.94     
       335  -1.296181       3.99           3.99           3.99           63.521199      0             -57827.864    
       336  -1.3065663      3.984          3.984          3.984          63.235068      0             -58477.429    
       337  -1.3170366      3.978          3.978          3.978          62.949797      0             -59133.671    
       338  -1.3275925      3.972          3.972          3.972          62.665386      0             -59796.622    
       339  -1.3382344      3.966          3.966          3.966          62.381833      0             -60466.317    
       340  -1.348963       3.96           3.96           3.96           62.099136      0             -61142.785    
       341  -1.3597787      3.954          3.954          3.954          61.817295      0             -61826.056    
       342  -1.370682       3.948          3.948          3.948          61.536307      0             -62516.158    
       343  -1.3816735      3.942          3.942          3.942          61.256173      0             -63213.117    
       344  -1.3927537      3.936          3.936          3.936          60.97689       0             -63916.956    
       345  -1.4039231      3.93           3.93           3.93           60.698457      0             -64627.699    
       346  -1.4151822      3.924          3.924          3.924          60.420873      0             -65345.365    
       347  -1.4265314      3.918          3.918          3.918          60.144137      0             -66069.973    
       348  -1.4379713      3.912          3.912          3.912          59.868247      0             -66801.537    
       349  -1.4495024      3.906          3.906          3.906          59.593201      0             -67540.071    
       350  -1.461125       3.9            3.9            3.9            59.319         0             -68285.585    
       351  -1.4728398      3.894          3.894          3.894          59.045641      0             -69038.089    
       352  -1.4846471      3.888          3.888          3.888          58.773123      0             -69797.586    
       353  -1.4965474      3.882          3.882          3.882          58.501445      0             -70564.08     
       354  -1.5085412      3.876          3.876          3.876          58.230605      0             -71337.569    
       355  -1.5206288      3.87           3.87           3.87           57.960603      0             -72118.049    
       356  -1.5328106      3.864          3.864          3.864          57.691437      0             -72905.513    
       357  -1.5450872      3.858          3.858          3.858          57.423105      0             -73699.951    
       358  -1.5574589      3.852          3.852          3.852          57.155606      0             -74501.346    
       359  -1.5763351      3.846          3.846          3.846          56.88894       0             -75670.597    
       360  -1.5889584      3.84           3.84           3.84           56.623104      0             -76490.955    
       361  -1.6016786      3.834          3.834          3.834          56.358098      0             -77318.284    
       362  -1.614496       3.828          3.828          3.828          56.09392       0             -78152.553    
       363  -1.627411       3.822          3.822          3.822          55.830568      0             -78993.729    
       364  -1.640424       3.816          3.816          3.816          55.568042      0             -79841.771    
       365  -1.6535351      3.81           3.81           3.81           55.306341      0             -80696.634    
       366  -1.6667448      3.804          3.804          3.804          55.045462      0             -81558.27     
       367  -1.6800532      3.798          3.798          3.798          54.785406      0             -82426.622    
       368  -1.6934607      3.792          3.792          3.792          54.526169      0             -83301.629    
       369  -1.7069675      3.786          3.786          3.786          54.267752      0             -84183.224    
       370  -1.7205739      3.78           3.78           3.78           54.010152      0             -85071.334    
