

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 1000000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
WARNING: Energy due to 3 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.091 | 4.091 | 4.091 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
        72  -0.1386109      6.6816562      6.6816562      4.64           207.15062      0             -2112.1579    
        73  -0.13929293     6.6774471      6.6774471      4.635          206.66677      0             -2127.3184    
        74  -0.13997853     6.6732442      6.6732442      4.63           206.18403      0             -2142.5897    
        75  -0.14066772     6.6690475      6.6690475      4.625          205.7024       0             -2157.9725    
        76  -0.14136052     6.664857       6.664857       4.62           205.22187      0             -2173.4676    
        77  -0.14205696     6.6606727      6.6606727      4.615          204.74245      0             -2189.0759    
        78  -0.14275705     6.6564947      6.6564947      4.61           204.26413      0             -2204.7981    
        79  -0.14346081     6.6523229      6.6523229      4.605          203.78691      0             -2220.6351    
        80  -0.14416826     6.6481575      6.6481575      4.6            203.31079      0             -2236.5877    
        81  -0.14487942     6.6439983      6.6439983      4.595          202.83577      0             -2252.6566    
        82  -0.14559431     6.6398455      6.6398455      4.59           202.36184      0             -2268.8429    
        83  -0.14631296     6.6356989      6.6356989      4.585          201.88901      0             -2285.1472    
        84  -0.14703539     6.6315587      6.6315587      4.58           201.41728      0             -2301.5704    
        85  -0.1477616      6.6274249      6.6274249      4.575          200.94663      0             -2318.1134    
        86  -0.14849164     6.6232974      6.6232974      4.57           200.47708      0             -2334.777     
        87  -0.1492255      6.6191764      6.6191764      4.565          200.00861      0             -2351.5621    
        88  -0.14996323     6.6150617      6.6150617      4.56           199.54123      0             -2368.4695    
        89  -0.15070484     6.6109535      6.6109535      4.555          199.07493      0             -2385.5002    
        90  -0.15145034     6.6068517      6.6068517      4.55           198.60972      0             -2402.6548    
        91  -0.15219977     6.6027563      6.6027563      4.545          198.1456       0             -2419.9345    
        92  -0.15295314     6.5986674      6.5986674      4.54           197.68255      0             -2437.3401    
        93  -0.15371047     6.594585       6.594585       4.535          197.22058      0             -2454.8724    
        94  -0.15447179     6.590509       6.590509       4.53           196.75969      0             -2472.5323    
        95  -0.15523712     6.5864396      6.5864396      4.525          196.29987      0             -2490.3208    
        96  -0.15600648     6.5823767      6.5823767      4.52           195.84113      0             -2508.2387    
        97  -0.1567799      6.5783203      6.5783203      4.515          195.38346      0             -2526.287     
        98  -0.15755739     6.5742705      6.5742705      4.51           194.92686      0             -2544.4666    
        99  -0.15833898     6.5702273      6.5702273      4.505          194.47133      0             -2562.7783    
       100  -0.15912469     6.5661906      6.5661906      4.5            194.01687      0             -2581.2232    
       101  -0.15991454     6.5621605      6.5621605      4.495          193.56347      0             -2599.8023    
       102  -0.16070856     6.5581371      6.5581371      4.49           193.11114      0             -2618.5164    
       103  -0.16150677     6.5541202      6.5541202      4.485          192.65987      0             -2637.3664    
       104  -0.1623092      6.55011        6.55011        4.48           192.20966      0             -2656.3534    
       105  -0.16311586     6.5461064      6.5461064      4.475          191.76051      0             -2675.4783    
       106  -0.16392678     6.5421096      6.5421096      4.47           191.31241      0             -2694.742     
       107  -0.16474199     6.5381194      6.5381194      4.465          190.86538      0             -2714.1456    
       108  -0.1655615      6.5341359      6.5341359      4.46           190.4194       0             -2733.69      
       109  -0.16638534     6.5301591      6.5301591      4.455          189.97447      0             -2753.3762    
       110  -0.16721354     6.526189       6.526189       4.45           189.53059      0             -2773.2052    
       111  -0.16804612     6.5222257      6.5222257      4.445          189.08776      0             -2793.178     
       112  -0.16888311     6.5182691      6.5182691      4.44           188.64597      0             -2813.2957    
       113  -0.16972453     6.5143192      6.5143192      4.435          188.20523      0             -2833.5591    
       114  -0.1705704      6.5103762      6.5103762      4.43           187.76554      0             -2853.9694    
       115  -0.17142074     6.5064399      6.5064399      4.425          187.32689      0             -2874.5275    
       116  -0.1722756      6.5025105      6.5025105      4.42           186.88928      0             -2895.2345    
       117  -0.17313497     6.4985879      6.4985879      4.415          186.45271      0             -2916.0914    
       118  -0.17399891     6.4946721      6.4946721      4.41           186.01717      0             -2937.0993    
       119  -0.17486743     6.4907631      6.4907631      4.405          185.58268      0             -2958.2592    
       120  -0.17574055     6.486861       6.486861       4.4            185.14921      0             -2979.5721    
       121  -0.1766183      6.4829658      6.4829658      4.395          184.71677      0             -3001.0392    
       122  -0.17750071     6.4790774      6.4790774      4.39           184.28537      0             -3022.6615    
       123  -0.17838781     6.475196       6.475196       4.385          183.85499      0             -3044.44      
       124  -0.17927961     6.4713214      6.4713214      4.38           183.42565      0             -3066.3759    
       125  -0.18017615     6.4674538      6.4674538      4.375          182.99732      0             -3088.4702    
       126  -0.18107746     6.4635932      6.4635932      4.37           182.57002      0             -3110.7239    
       127  -0.18198355     6.4597394      6.4597394      4.365          182.14374      0             -3133.1383    
       128  -0.18289446     6.4558927      6.4558927      4.36           181.71848      0             -3155.7145    
       129  -0.18381022     6.4520529      6.4520529      4.355          181.29423      0             -3178.4535    
       130  -0.18473085     6.44822        6.44822        4.35           180.87101      0             -3201.3564    
       131  -0.18565638     6.4443942      6.4443942      4.345          180.44879      0             -3224.4244    
       132  -0.18658683     6.4405754      6.4405754      4.34           180.02759      0             -3247.6586    
       133  -0.18752224     6.4367636      6.4367636      4.335          179.6074       0             -3271.0602    
       134  -0.18846263     6.4329588      6.4329588      4.33           179.18821      0             -3294.6302    
       135  -0.18940803     6.4291612      6.4291612      4.325          178.77004      0             -3318.3698    
       136  -0.19035847     6.4253705      6.4253705      4.32           178.35287      0             -3342.2802    
       137  -0.19131398     6.4215869      6.4215869      4.315          177.9367       0             -3366.3626    
       138  -0.19227459     6.4178104      6.4178104      4.31           177.52153      0             -3390.6182    
       139  -0.19324032     6.4140409      6.4140409      4.305          177.10736      0             -3415.048     
       140  -0.19421121     6.4102786      6.4102786      4.3            176.69419      0             -3439.6533    
       141  -0.19518728     6.4065234      6.4065234      4.295          176.28201      0             -3464.4352    
       142  -0.19616856     6.4027753      6.4027753      4.29           175.87083      0             -3489.395     
       143  -0.19715509     6.3990343      6.3990343      4.285          175.46064      0             -3514.5339    
       144  -0.19814688     6.3953005      6.3953005      4.28           175.05144      0             -3539.8529    
       145  -0.20088136     6.3915739      6.3915739      4.275          174.64323      0             -3597.2219    
       146  -0.20189471     6.3878168      6.3878168      4.27           174.23395      0             -3623.2212    
       147  -0.20291353     6.3840664      6.3840664      4.265          173.82564      0             -3649.4086    
       148  -0.20393781     6.3803232      6.3803232      4.26           173.41831      0             -3675.7843    
       149  -0.20496758     6.3765871      6.3765871      4.255          173.01197      0             -3702.3495    
       150  -0.20600288     6.3728581      6.3728581      4.25           172.60661      0             -3729.1053    
       151  -0.20704373     6.3691363      6.3691363      4.245          172.20223      0             -3756.0532    
       152  -0.20809017     6.3654217      6.3654217      4.24           171.79884      0             -3783.1944    
       153  -0.20914222     6.3617143      6.3617143      4.235          171.39642      0             -3810.53      
       154  -0.21019993     6.358014       6.358014       4.23           170.99497      0             -3838.0616    
       155  -0.21126332     6.354321       6.354321       4.225          170.59449      0             -3865.7903    
       156  -0.21233242     6.3506351      6.3506351      4.22           170.19499      0             -3893.7176    
       157  -0.21340727     6.3469565      6.3469565      4.215          169.79646      0             -3921.8447    
       158  -0.2144879      6.3432851      6.3432851      4.21           169.39889      0             -3950.1729    
       159  -0.21557435     6.3396209      6.3396209      4.205          169.00229      0             -3978.7035    
       160  -0.21666665     6.335964       6.335964       4.2            168.60665      0             -4007.4379    
       161  -0.21776482     6.3323143      6.3323143      4.195          168.21197      0             -4036.3775    
       162  -0.21886891     6.328672       6.328672       4.19           167.81825      0             -4065.5234    
       163  -0.21997895     6.3250368      6.3250368      4.185          167.42549      0             -4094.8772    
       164  -0.22109497     6.3214089      6.3214089      4.18           167.03368      0             -4124.4402    
       165  -0.22221701     6.3177883      6.3177883      4.175          166.64283      0             -4154.2138    
       166  -0.2233451      6.314175       6.314175       4.17           166.25292      0             -4184.1992    
       167  -0.22447927     6.310569       6.310569       4.165          165.86397      0             -4214.398     
       168  -0.22561957     6.3069703      6.3069703      4.16           165.47596      0             -4244.8114    
       169  -0.22676603     6.3033789      6.3033789      4.155          165.08889      0             -4275.4409    
       170  -0.22791868     6.2997948      6.2997948      4.15           164.70277      0             -4306.2878    
       171  -0.22907755     6.2962181      6.2962181      4.145          164.31759      0             -4337.3534    
       172  -0.23024269     6.2926487      6.2926487      4.14           163.93335      0             -4368.6394    
       173  -0.23141413     6.2890866      6.2890866      4.135          163.55004      0             -4400.1471    
       174  -0.23259191     6.2855318      6.2855318      4.13           163.16767      0             -4431.8778    
       175  -0.23377606     6.2819844      6.2819844      4.125          162.78623      0             -4463.8331    
       176  -0.23496662     6.2784443      6.2784443      4.12           162.40572      0             -4496.0142    
       177  -0.23616363     6.2749116      6.2749116      4.115          162.02613      0             -4528.4227    
       178  -0.23736712     6.2713863      6.2713863      4.11           161.64747      0             -4561.0599    
       179  -0.23857714     6.2678683      6.2678683      4.105          161.26974      0             -4593.9274    
       180  -0.2397937      6.2643577      6.2643577      4.1            160.89293      0             -4627.0263    
       181  -0.24101687     6.2608545      6.2608545      4.095          160.51703      0             -4660.3586    
       182  -0.24224668     6.2573586      6.2573586      4.09           160.14206      0             -4693.9253    
       183  -0.24348316     6.2538701      6.2538701      4.085          159.76799      0             -4727.7281    
       184  -0.24472636     6.250389       6.250389       4.08           159.39484      0             -4761.7684    
       185  -0.2459763      6.2469153      6.2469153      4.075          159.0226       0             -4796.0476    
       186  -0.24723304     6.243449       6.243449       4.07           158.65127      0             -4830.5672    
       187  -0.2484966      6.2399901      6.2399901      4.065          158.28084      0             -4865.3287    
       188  -0.24976704     6.2365386      6.2365386      4.06           157.91132      0             -4900.3335    
       189  -0.25104437     6.2330945      6.2330945      4.055          157.5427       0             -4935.583     
       190  -0.25232867     6.2296578      6.2296578      4.05           157.17497      0             -4971.0789    
       191  -0.25361995     6.2262284      6.2262284      4.045          156.80815      0             -5006.8227    
       192  -0.25491826     6.2228065      6.2228065      4.04           156.44222      0             -5042.8158    
       193  -0.25622365     6.219392       6.219392       4.035          156.07718      0             -5079.0596    
       194  -0.25753614     6.2159849      6.2159849      4.03           155.71303      0             -5115.5557    
       195  -0.25885579     6.2125851      6.2125851      4.025          155.34976      0             -5152.3056    
       196  -0.26018263     6.2091928      6.2091928      4.02           154.98738      0             -5189.3107    
       197  -0.26151671     6.2058079      6.2058079      4.015          154.62589      0             -5226.5726    
       198  -0.26285806     6.2024305      6.2024305      4.01           154.26528      0             -5264.0926    
       199  -0.26420674     6.1990604      6.1990604      4.005          153.90554      0             -5301.8725    
       200  -0.26875552     6.1956977      6.1956977      4              153.54668      0             -5406.5275    
       201  -0.27013955     6.1922689      6.1922689      3.995          153.18506      0             -5445.5407    
       202  -0.27153125     6.1888465      6.1888465      3.99           152.82427      0             -5484.829     
       203  -0.27293056     6.1854316      6.1854316      3.985          152.46436      0             -5524.3896    
       204  -0.27433751     6.1820241      6.1820241      3.98           152.10534      0             -5564.224     
       205  -0.27575215     6.178624       6.178624       3.975          151.74719      0             -5604.334     
       206  -0.27717452     6.1752313      6.1752313      3.97           151.38992      0             -5644.7208    
       207  -0.27860466     6.1718461      6.1718461      3.965          151.03353      0             -5685.386     
       208  -0.28004262     6.1684683      6.1684683      3.96           150.678        0             -5726.3315    
       209  -0.28148845     6.1650978      6.1650978      3.955          150.32335      0             -5767.5587    
       210  -0.28294219     6.1617348      6.1617348      3.95           149.96956      0             -5809.069     
       211  -0.28440388     6.1583792      6.1583792      3.945          149.61663      0             -5850.8641    
       212  -0.28761102     6.155031       6.155031       3.94           149.26456      0             -5930.2336    
       213  -0.28909758     6.1517015      6.1517015      3.935          148.9139       0             -5972.8596    
       214  -0.29059227     6.1483795      6.1483795      3.93           148.5641       0             -6015.7761    
       215  -0.29209515     6.1450649      6.1450649      3.925          148.21515      0             -6058.9856    
       216  -0.29360627     6.1417577      6.1417577      3.92           147.86705      0             -6102.4894    
       217  -0.29512568     6.1384577      6.1384577      3.915          147.5198       0             -6146.2896    
       218  -0.29665344     6.135165       6.135165       3.91           147.17338      0             -6190.3875    
       219  -0.29818958     6.1318797      6.1318797      3.905          146.8278       0             -6234.7846    
       220  -0.29973415     6.1286017      6.1286017      3.9            146.48306      0             -6279.4825    
       221  -0.30128721     6.1253309      6.1253309      3.895          146.13915      0             -6324.4827    
       222  -0.30284879     6.1220675      6.1220675      3.89           145.79607      0             -6369.7867    
       223  -0.30441896     6.1188113      6.1188113      3.885          145.45383      0             -6415.3959    
       224  -0.30599775     6.1155624      6.1155624      3.88           145.1124       0             -6461.3121    
       225  -0.30758521     6.1123208      6.1123208      3.875          144.77181      0             -6507.5363    
       226  -0.3091814      6.1090864      6.1090864      3.87           144.43203      0             -6554.0705    
       227  -0.31078636     6.1058593      6.1058593      3.865          144.09307      0             -6600.9161    
       228  -0.31240015     6.1026394      6.1026394      3.86           143.75492      0             -6648.0744    
       229  -0.31402281     6.0994267      6.0994267      3.855          143.41759      0             -6695.547     
       230  -0.31565439     6.0962212      6.0962212      3.85           143.08106      0             -6743.3352    
       231  -0.31729495     6.0930229      6.0930229      3.845          142.74535      0             -6791.4405    
       232  -0.31894452     6.0898318      6.0898318      3.84           142.41044      0             -6839.8644    
       233  -0.32060317     6.0866478      6.0866478      3.835          142.07633      0             -6888.6082    
       234  -0.32227094     6.0834711      6.0834711      3.83           141.74302      0             -6937.673     
       235  -0.32394789     6.0803014      6.0803014      3.825          141.4105       0             -6987.0609    
       236  -0.32563406     6.0771389      6.0771389      3.82           141.07878      0             -7036.7728    
       237  -0.32732951     6.0739834      6.0739834      3.815          140.74784      0             -7086.8101    
       238  -0.32903428     6.0708351      6.0708351      3.81           140.4177       0             -7137.1742    
       239  -0.33074843     6.0676938      6.0676938      3.805          140.08834      0             -7187.8664    
       240  -0.33247202     6.0645596      6.0645596      3.8            139.75976      0             -7238.8879    
       241  -0.33420508     6.0614325      6.0614325      3.795          139.43196      0             -7290.24      
       242  -0.33594767     6.0583123      6.0583123      3.79           139.10493      0             -7341.924     
       243  -0.33769985     6.0551993      6.0551993      3.785          138.77868      0             -7393.9408    
       244  -0.33946166     6.0520931      6.0520931      3.78           138.4532       0             -7446.2922    
       245  -0.34123317     6.0489939      6.0489939      3.775          138.12849      0             -7498.9791    
       246  -0.34301441     6.0459017      6.0459017      3.77           137.80454      0             -7552.0025    
       247  -0.34480545     6.0428164      6.0428164      3.765          137.48135      0             -7605.3638    
       248  -0.34660633     6.039738       6.039738       3.76           137.15892      0             -7659.0638    
       249  -0.34841711     6.0366665      6.0366665      3.755          136.83724      0             -7713.1038    
       250  -0.35023784     6.0336019      6.0336019      3.75           136.51632      0             -7767.4847    
       251  -0.35206857     6.030544       6.030544       3.745          136.19614      0             -7822.2076    
       252  -0.35390934     6.0274931      6.0274931      3.74           135.87672      0             -7877.2731    
       253  -0.35576024     6.0244489      6.0244489      3.735          135.55803      0             -7932.6828    
       254  -0.35762129     6.0214114      6.0214114      3.73           135.24008      0             -7988.4372    
       255  -0.35949255     6.0183807      6.0183807      3.725          134.92288      0             -8044.5373    
       256  -0.36137408     6.0153567      6.0153567      3.72           134.6064       0             -8100.9837    
       257  -0.36326592     6.0123394      6.0123394      3.715          134.29065      0             -8157.7774    
       258  -0.36516814     6.0093287      6.0093287      3.71           133.97564      0             -8214.9191    
       259  -0.36708078     6.0063247      6.0063247      3.705          133.66134      0             -8272.4094    
       260  -0.36900389     6.0033272      6.0033272      3.7            133.34777      0             -8330.2491    
       261  -0.37093752     6.0003364      6.0003364      3.695          133.03492      0             -8388.4384    
       262  -0.37288174     5.997352       5.997352       3.69           132.72277      0             -8446.9784    
       263  -0.37483659     5.9943742      5.9943742      3.685          132.41134      0             -8505.8694    
       264  -0.37680212     5.9914028      5.9914028      3.68           132.10062      0             -8565.1118    
       265  -0.37877839     5.9884379      5.9884379      3.675          131.7906       0             -8624.706     
       266  -0.38076545     5.9854794      5.9854794      3.67           131.48129      0             -8684.6523    
       267  -0.38276335     5.9825273      5.9825273      3.665          131.17267      0             -8744.9511    
       268  -0.38477214     5.9795814      5.9795814      3.66           130.86474      0             -8805.6025    
       269  -0.38679187     5.9766419      5.9766419      3.655          130.55751      0             -8866.6068    
       270  -0.38882259     5.9737087      5.9737087      3.65           130.25096      0             -8927.9636    
       271  -0.39086435     5.9707817      5.9707817      3.645          129.9451       0             -8989.6736    
       272  -0.39291722     5.9678608      5.9678608      3.64           129.63992      0             -9051.7364    
       273  -0.39498123     5.9649461      5.9649461      3.635          129.33542      0             -9114.1519    
       274  -0.39705643     5.9620375      5.9620375      3.63           129.03158      0             -9176.92      
       275  -0.4007432      5.9591349      5.9591349      3.625          128.72842      0             -9279.8666    
       276  -0.40284985     5.9562538      5.9562538      3.62           128.42659      0             -9343.6093    
       277  -0.40496788     5.9533789      5.9533789      3.615          128.12543      0             -9407.7041    
       278  -0.40709738     5.9505099      5.9505099      3.61           127.82493      0             -9472.1521    
       279  -0.40923838     5.9476469      5.9476469      3.605          127.52508      0             -9536.9525    
       280  -0.41139094     5.9447896      5.9447896      3.6            127.22589      0             -9602.105     
       281  -0.41355512     5.9419382      5.9419382      3.595          126.92733      0             -9667.6086    
       282  -0.41573095     5.9390926      5.9390926      3.59           126.62943      0             -9733.4625    
       283  -0.41791849     5.9362526      5.9362526      3.585          126.33216      0             -9799.6657    
       284  -0.42011778     5.9334183      5.9334183      3.58           126.03552      0             -9866.2169    
       285  -0.42232886     5.9305896      5.9305896      3.575          125.73952      0             -9933.1151    
       286  -0.42455179     5.9277664      5.9277664      3.57           125.44414      0             -10000.359    
       287  -0.42678661     5.9249488      5.9249488      3.565          125.14939      0             -10067.947    
       288  -0.42903335     5.9221366      5.9221366      3.56           124.85526      0             -10135.877    
       289  -0.43129207     5.9193297      5.9193297      3.555          124.56174      0             -10204.149    
       290  -0.43356281     5.9165282      5.9165282      3.55           124.26884      0             -10272.759    
       291  -0.43584561     5.9137319      5.9137319      3.545          123.97654      0             -10341.707    
       292  -0.43814051     5.9109409      5.9109409      3.54           123.68485      0             -10410.99     
       293  -0.44044755     5.908155       5.908155       3.535          123.39375      0             -10480.605    
       294  -0.44276678     5.9053741      5.9053741      3.53           123.10325      0             -10550.551    
       295  -0.44509822     5.9025983      5.9025983      3.525          122.81335      0             -10620.825    
       296  -0.44744192     5.8998274      5.8998274      3.52           122.52403      0             -10691.424    
       297  -0.44979792     5.8970614      5.8970614      3.515          122.23529      0             -10762.345    
       298  -0.45216624     5.8943002      5.8943002      3.51           121.94714      0             -10833.586    
       299  -0.45454694     5.8915437      5.8915437      3.505          121.65955      0             -10905.143    
       300  -0.45694003     5.8887918      5.8887918      3.5            121.37254      0             -10977.012    
       301  -0.45934555     5.8860446      5.8860446      3.495          121.0861       0             -11049.191    
       302  -0.46176354     5.8833018      5.8833018      3.49           120.80021      0             -11121.675    
       303  -0.46419401     5.8805635      5.8805635      3.485          120.51488      0             -11194.461    
       304  -0.46663701     5.8778296      5.8778296      3.48           120.2301       0             -11267.543    
       305  -0.46909255     5.8750999      5.8750999      3.475          119.94587      0             -11340.919    
       306  -0.47156067     5.8723744      5.8723744      3.47           119.66219      0             -11414.583    
       307  -0.47404138     5.869653       5.869653       3.465          119.37904      0             -11488.531    
       308  -0.47653472     5.8669355      5.8669355      3.46           119.09643      0             -11562.757    
       309  -0.4790407      5.864222       5.864222       3.455          118.81434      0             -11637.256    
       310  -0.48155934     5.8615124      5.8615124      3.45           118.53278      0             -11712.023    
       311  -0.48409066     5.8588064      5.8588064      3.445          118.25174      0             -11787.052    
       312  -0.48663467     5.8561041      5.8561041      3.44           117.97121      0             -11862.337    
       313  -0.48919139     5.8534053      5.8534053      3.435          117.69119      0             -11937.871    
       314  -0.49176083     5.85071        5.85071        3.43           117.41167      0             -12013.649    
       315  -0.494343       5.848018       5.848018       3.425          117.13265      0             -12089.662    
       316  -0.49693792     5.8453292      5.8453292      3.42           116.85413      0             -12165.905    
       317  -0.49954558     5.8426435      5.8426435      3.415          116.57609      0             -12242.369    
       318  -0.50216599     5.8399608      5.8399608      3.41           116.29854      0             -12319.047    
       319  -0.50479915     5.837281       5.837281       3.405          116.02146      0             -12395.93     
       320  -0.50744506     5.834604       5.834604       3.4            115.74485      0             -12473.011    
       321  -0.51010371     5.8319296      5.8319296      3.395          115.46871      0             -12550.28     
       322  -0.51277511     5.8292577      5.8292577      3.39           115.19303      0             -12627.729    
       323  -0.51545924     5.8265883      5.8265883      3.385          114.91781      0             -12705.347    
       324  -0.51815609     5.8239211      5.8239211      3.38           114.64303      0             -12783.125    
       325  -0.52086566     5.821256       5.821256       3.375          114.3687       0             -12861.053    
