

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 100000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
WARNING: Energy due to 3 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.102 | 4.102 | 4.102 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
         0  -0.096395533    5              5              10             250            0             -1220.919     
         1  -0.098223592    4.995          4.995          9.9942224      249.3561       0             -1247.3872    
         2  -0.098753263    4.99           4.99           9.9884042      248.71226      0             -1257.2665    
         3  -0.099286203    4.985          4.985          9.9825926      248.06967      0             -1267.2307    
         4  -0.099822422    4.98           4.98           9.9767885      247.42835      0             -1277.2803    
         5  -0.10036194     4.975          4.975          9.9709919      246.78828      0             -1287.4161    
         6  -0.10090479     4.97           4.97           9.9652028      246.14948      0             -1297.639     
         7  -0.10145099     4.965          4.965          9.9594212      245.51193      0             -1307.9497    
         8  -0.10200056     4.96           4.96           9.9536472      244.87565      0             -1318.3491    
         9  -0.10255352     4.955          4.955          9.9478808      244.24062      0             -1328.8378    
        10  -0.1031099      4.95           4.95           9.942122       243.60684      0             -1339.4169    
        11  -0.10366972     4.945          4.945          9.9363708      242.97432      0             -1350.087     
        12  -0.10423301     4.94           4.94           9.9306272      242.34305      0             -1360.849     
        13  -0.10479979     4.935          4.935          9.9248912      241.71303      0             -1371.7039    
        14  -0.10537008     4.93           4.93           9.9191629      241.08426      0             -1382.6523    
        15  -0.10594391     4.925          4.925          9.9134422      240.45674      0             -1393.6953    
        16  -0.10652131     4.92           4.92           9.9077293      239.83046      0             -1404.8335    
        17  -0.10710229     4.915          4.915          9.902024       239.20542      0             -1416.0681    
        18  -0.10768689     4.91           4.91           9.8963266      238.58163      0             -1427.3997    
        19  -0.10827513     4.905          4.905          9.8906368      237.95908      0             -1438.8294    
        20  -0.10886702     4.9            4.9            9.8849548      237.33776      0             -1450.358     
        21  -0.10946261     4.895          4.895          9.8792805      236.71769      0             -1461.9864    
        22  -0.11006192     4.89           4.89           9.8736141      236.09885      0             -1473.7156    
        23  -0.11066496     4.885          4.885          9.8679554      235.48124      0             -1485.5465    
        24  -0.11127178     4.88           4.88           9.8623046      234.86487      0             -1497.48      
        25  -0.11188238     4.875          4.875          9.8566616      234.24972      0             -1509.5171    
        26  -0.11249681     4.87           4.87           9.8510265      233.63581      0             -1521.6587    
        27  -0.11311508     4.865          4.865          9.8453993      233.02313      0             -1533.9058    
        28  -0.11373723     4.86           4.86           9.83978        232.41167      0             -1546.2594    
        29  -0.11436328     4.855          4.855          9.8341686      231.80143      0             -1558.7204    
        30  -0.11499326     4.85           4.85           9.828565       231.19242      0             -1571.2899    
        31  -0.1156272      4.845          4.845          9.8229695      230.58463      0             -1583.9689    
        32  -0.11626512     4.84           4.84           9.8173819      229.97806      0             -1596.7584    
        33  -0.11690705     4.835          4.835          9.8118022      229.37271      0             -1609.6593    
        34  -0.11755303     4.83           4.83           9.8062306      228.76857      0             -1622.6729    
        35  -0.11820307     4.825          4.825          9.800667       228.16565      0             -1635.7999    
        36  -0.11885721     4.82           4.82           9.7951114      227.56395      0             -1649.0417    
        37  -0.11951548     4.815          4.815          9.7895639      226.96345      0             -1662.3991    
        38  -0.12017791     4.81           4.81           9.7840244      226.36417      0             -1675.8733    
        39  -0.12084452     4.805          4.805          9.778493       225.76609      0             -1689.4654    
        40  -0.12151535     4.8            4.8            9.7729696      225.16922      0             -1703.1765    
        41  -0.12219042     4.795          4.795          9.7674544      224.57356      0             -1717.0076    
        42  -0.12286977     4.79           4.79           9.7619473      223.97909      0             -1730.9599    
        43  -0.12355342     4.785          4.785          9.7564483      223.38584      0             -1745.0345    
        44  -0.12424141     4.78           4.78           9.7509575      222.79378      0             -1759.2326    
        45  -0.12493376     4.775          4.775          9.745475       222.20292      0             -1773.5553    
        46  -0.12563052     4.77           4.77           9.7400005      221.61326      0             -1788.0037    
        47  -0.12633171     4.765          4.765          9.7345343      221.02479      0             -1802.5792    
        48  -0.12703735     4.76           4.76           9.7290763      220.43752      0             -1817.2827    
        49  -0.12774749     4.755          4.755          9.7236265      219.85144      0             -1832.1156    
        50  -0.12846216     4.75           4.75           9.718185       219.26655      0             -1847.079     
        51  -0.12918138     4.745          4.745          9.7127517      218.68285      0             -1862.1741    
        52  -0.12990519     4.74           4.74           9.7073267      218.10033      0             -1877.4022    
        53  -0.13063362     4.735          4.735          9.7019101      217.51901      0             -1892.7646    
        54  -0.13136671     4.73           4.73           9.6965018      216.93886      0             -1908.2624    
        55  -0.13210449     4.725          4.725          9.6911018      216.3599       0             -1923.897     
        56  -0.132847       4.72           4.72           9.6857101      215.78212      0             -1939.6696    
        57  -0.13359426     4.715          4.715          9.6803268      215.20552      0             -1955.5816    
        58  -0.13434631     4.71           4.71           9.6749519      214.6301       0             -1971.6342    
        59  -0.13510318     4.705          4.705          9.6695853      214.05585      0             -1987.8287    
        60  -0.13586492     4.7            4.7            9.6642272      213.48278      0             -2004.1665    
        61  -0.13663155     4.695          4.695          9.6588775      212.91088      0             -2020.6489    
        62  -0.13740311     4.69           4.69           9.6535362      212.34015      0             -2037.2773    
        63  -0.13817964     4.685          4.685          9.6482035      211.77059      0             -2054.053     
        64  -0.13896117     4.68           4.68           9.6428792      211.2022       0             -2070.9775    
        65  -0.13974773     4.675          4.675          9.6375633      210.63497      0             -2088.0521    
        66  -0.14053937     4.67           4.67           9.632256       210.06891      0             -2105.2782    
        67  -0.14133612     4.665          4.665          9.6269572      209.50401      0             -2122.6573    
        68  -0.14213802     4.66           4.66           9.6216669      208.94027      0             -2140.1907    
        69  -0.1429451      4.655          4.655          9.6163851      208.37769      0             -2157.88      
        70  -0.14375741     4.65           4.65           9.6111119      207.81627      0             -2175.7267    
        71  -0.14457497     4.645          4.645          9.6058473      207.256        0             -2193.7321    
        72  -0.14539784     4.64           4.64           9.6005914      206.69689      0             -2211.8978    
        73  -0.14622604     4.635          4.635          9.595344       206.13893      0             -2230.2252    
        74  -0.14705961     4.63           4.63           9.5901052      205.58213      0             -2248.7161    
        75  -0.1478986      4.625          4.625          9.584875       205.02647      0             -2267.3717    
        76  -0.14874304     4.62           4.62           9.5796535      204.47196      0             -2286.1938    
        77  -0.14959298     4.615          4.615          9.5744407      203.91859      0             -2305.1838    
        78  -0.15044845     4.61           4.61           9.5692365      203.36637      0             -2324.3434    
        79  -0.15130949     4.605          4.605          9.564041       202.81529      0             -2343.6741    
        80  -0.15217615     4.6            4.6            9.5588543      202.26536      0             -2363.1776    
        81  -0.15304846     4.595          4.595          9.5536763      201.71656      0             -2382.8555    
        82  -0.15392647     4.59           4.59           9.548507       201.1689       0             -2402.7094    
        83  -0.15481022     4.585          4.585          9.5433464      200.62237      0             -2422.7411    
        84  -0.15569975     4.58           4.58           9.5381946      200.07698      0             -2442.9521    
        85  -0.1565951      4.575          4.575          9.5330516      199.53273      0             -2463.3441    
        86  -0.15749631     4.57           4.57           9.5279173      198.9896       0             -2483.919     
        87  -0.15840344     4.565          4.565          9.5227919      198.4476       0             -2504.6783    
        88  -0.15931651     4.56           4.56           9.5176752      197.90673      0             -2525.6239    
        89  -0.16023558     4.555          4.555          9.5125675      197.36699      0             -2546.7575    
        90  -0.16116068     4.55           4.55           9.5074686      196.82837      0             -2568.0808    
        91  -0.16209187     4.545          4.545          9.5023785      196.29087      0             -2589.5958    
        92  -0.16302919     4.54           4.54           9.4972972      195.75449      0             -2611.3041    
        93  -0.16397268     4.535          4.535          9.4922249      195.21923      0             -2633.2076    
        94  -0.16492239     4.53           4.53           9.4871614      194.68509      0             -2655.3081    
        95  -0.16587836     4.525          4.525          9.4821069      194.15206      0             -2677.6076    
        96  -0.16684064     4.52           4.52           9.4770613      193.62015      0             -2700.1079    
        97  -0.16780928     4.515          4.515          9.4720246      193.08935      0             -2722.8108    
        98  -0.16878432     4.51           4.51           9.4669968      192.55966      0             -2745.7184    
        99  -0.1697658      4.505          4.505          9.4619781      192.03108      0             -2768.8324    
       100  -0.17075379     4.5            4.5            9.4569683      191.50361      0             -2792.155     
       101  -0.17174833     4.495          4.495          9.4519674      190.97724      0             -2815.6881    
       102  -0.17274945     4.49           4.49           9.4469756      190.45197      0             -2839.4336    
       103  -0.17375722     4.485          4.485          9.4419928      189.92781      0             -2863.3935    
       104  -0.17477169     4.48           4.48           9.4370189      189.40474      0             -2887.57      
       105  -0.17579289     4.475          4.475          9.4320541      188.88278      0             -2911.965     
       106  -0.1785622      4.47           4.47           9.4270984      188.36191      0             -2966.195     
       107  -0.17960738     4.465          4.465          9.4222126      187.84335      0             -2991.2725    
       108  -0.18065949     4.46           4.46           9.4173372      187.3259       0             -3016.576     
       109  -0.18171863     4.455          4.455          9.4124708      186.80954      0             -3042.1088    
       110  -0.18278484     4.45           4.45           9.4076136      186.29427      0             -3067.8728    
       111  -0.18385817     4.445          4.445          9.4027655      185.78008      0             -3093.8704    
       112  -0.18493868     4.44           4.44           9.3979266      185.26697      0             -3120.1037    
       113  -0.18602643     4.435          4.435          9.3930968      184.75494      0             -3146.5749    
       114  -0.18712146     4.43           4.43           9.3882763      184.24398      0             -3173.2863    
       115  -0.18822383     4.425          4.425          9.3834649      183.73411      0             -3200.2401    
       116  -0.18933359     4.42           4.42           9.3786627      183.22531      0             -3227.4388    
       117  -0.1904508      4.415          4.415          9.3738698      182.71758      0             -3254.8845    
       118  -0.19157552     4.41           4.41           9.3690861      182.21092      0             -3282.5796    
       119  -0.19270781     4.405          4.405          9.3643116      181.70534      0             -3310.5266    
       120  -0.19384771     4.4            4.4            9.3595463      181.20082      0             -3338.7277    
       121  -0.19499528     4.395          4.395          9.3547903      180.69736      0             -3367.1854    
       122  -0.19615059     4.39           4.39           9.3500435      180.19497      0             -3395.9021    
       123  -0.19731369     4.385          4.385          9.345306       179.69365      0             -3424.8802    
       124  -0.19848463     4.38           4.38           9.3405778      179.19338      0             -3454.1223    
       125  -0.19966349     4.375          4.375          9.3358588      178.69417      0             -3483.6308    
       126  -0.20085031     4.37           4.37           9.3311492      178.19602      0             -3513.4082    
       127  -0.20204515     4.365          4.365          9.3264489      177.69893      0             -3543.4571    
       128  -0.20324809     4.36           4.36           9.3217579      177.20289      0             -3573.78      
       129  -0.20445917     4.355          4.355          9.3170762      176.7079       0             -3604.3796    
       130  -0.20567846     4.35           4.35           9.3124038      176.21396      0             -3635.2585    
       131  -0.20690602     4.345          4.345          9.3077407      175.72107      0             -3666.4192    
       132  -0.20814191     4.34           4.34           9.3030871      175.22923      0             -3697.8645    
       133  -0.2093862      4.335          4.335          9.2984427      174.73843      0             -3729.5971    
       134  -0.21063895     4.33           4.33           9.2938077      174.24867      0             -3761.6195    
       135  -0.21190021     4.325          4.325          9.2891822      173.75996      0             -3793.9346    
       136  -0.21317007     4.32           4.32           9.2845659      173.27228      0             -3826.5452    
       137  -0.21444857     4.315          4.315          9.2799591      172.78565      0             -3859.454     
       138  -0.21573579     4.31           4.31           9.2753616      172.30004      0             -3892.6639    
       139  -0.21703179     4.305          4.305          9.2707735      171.81548      0             -3926.1776    
       140  -0.21833664     4.3            4.3            9.2661948      171.33194      0             -3959.9981    
       141  -0.2196504      4.295          4.295          9.2616256      170.84944      0             -3994.1282    
       142  -0.22097315     4.29           4.29           9.2570657      170.36796      0             -4028.5708    
       143  -0.22230494     4.285          4.285          9.2525153      169.88751      0             -4063.3289    
       144  -0.22364585     4.28           4.28           9.2479743      169.40809      0             -4098.4053    
       145  -0.22499594     4.275          4.275          9.2434428      168.92969      0             -4133.8033    
       146  -0.2263553      4.27           4.27           9.2389206      168.45232      0             -4169.5256    
       147  -0.22772397     4.265          4.265          9.2344079      167.97596      0             -4205.5755    
       148  -0.22910205     4.26           4.26           9.2299047      167.50062      0             -4241.9559    
       149  -0.23048958     4.255          4.255          9.2254109      167.0263       0             -4278.67      
       150  -0.23188666     4.25           4.25           9.2209266      166.55299      0             -4315.7208    
       151  -0.23329335     4.245          4.245          9.2164517      166.08069      0             -4353.1116    
       152  -0.23470972     4.24           4.24           9.2119863      165.6094       0             -4390.8455    
       153  -0.23613584     4.235          4.235          9.2075304      165.13913      0             -4428.9256    
       154  -0.2375718      4.23           4.23           9.203084       164.66986      0             -4467.3553    
       155  -0.23901766     4.225          4.225          9.198647       164.2016       0             -4506.1378    
       156  -0.2404735      4.22           4.22           9.1942195      163.73434      0             -4545.2765    
       157  -0.24193939     4.215          4.215          9.1898014      163.26808      0             -4584.7745    
       158  -0.24341541     4.21           4.21           9.1853929      162.80282      0             -4624.6353    
       159  -0.24490164     4.205          4.205          9.1809939      162.33856      0             -4664.8623    
       160  -0.24639815     4.2            4.2            9.1766043      161.8753       0             -4705.4587    
       161  -0.24790503     4.195          4.195          9.1722243      161.41303      0             -4746.4282    
       162  -0.24942234     4.19           4.19           9.1678538      160.95176      0             -4787.7739    
       163  -0.25255425     4.185          4.185          9.1634927      160.49147      0             -4861.519     
       164  -0.25410286     4.18           4.18           9.1591378      160.03212      0             -4903.9256    
       165  -0.25566222     4.175          4.175          9.1547924      159.57375      0             -4946.7221    
       166  -0.25723242     4.17           4.17           9.1504563      159.11637      0             -4989.9124    
       167  -0.25881354     4.165          4.165          9.1461297      158.65997      0             -5033.4999    
       168  -0.26040565     4.16           4.16           9.1418125      158.20455      0             -5077.4884    
       169  -0.26200885     4.155          4.155          9.1375047      157.75011      0             -5121.8815    
       170  -0.26362321     4.15           4.15           9.1332063      157.29665      0             -5166.683     
       171  -0.26524882     4.145          4.145          9.1289175      156.84416      0             -5211.8966    
       172  -0.26688577     4.14           4.14           9.1246379      156.39264      0             -5257.5262    
       173  -0.26853414     4.135          4.135          9.1203678      155.9421       0             -5303.5756    
       174  -0.27019402     4.13           4.13           9.1161071      155.49253      0             -5350.0485    
       175  -0.27186549     4.125          4.125          9.1118558      155.04392      0             -5396.9489    
       176  -0.275289       4.12           4.12           9.1076139      154.59628      0             -5480.3432    
       177  -0.27699403     4.115          4.115          9.1032659      154.14765      0             -5528.4936    
       178  -0.27871102     4.11           4.11           9.0989262      153.69997      0             -5577.0887    
       179  -0.28044001     4.105          4.105          9.0945961      153.25327      0             -5626.1311    
       180  -0.28218109     4.1            4.1            9.0902756      152.80753      0             -5675.6246    
       181  -0.28393436     4.095          4.095          9.0859645      152.36277      0             -5725.5736    
       182  -0.28569989     4.09           4.09           9.0816629      151.91897      0             -5775.982     
       183  -0.2874778      4.085          4.085          9.0773709      151.47613      0             -5826.8541    
       184  -0.28926816     4.08           4.08           9.0730884      151.03426      0             -5878.1939    
       185  -0.29107108     4.075          4.075          9.0688154      150.59335      0             -5930.0058    
       186  -0.29288664     4.07           4.07           9.064552       150.1534       0             -5982.2939    
       187  -0.29471495     4.065          4.065          9.060298       149.7144       0             -6035.0625    
       188  -0.2965561      4.06           4.06           9.0560536      149.27636      0             -6088.316     
       189  -0.29841017     4.055          4.055          9.0518187      148.83928      0             -6142.0585    
       190  -0.30027728     4.05           4.05           9.0475932      148.40315      0             -6196.2946    
       191  -0.30215752     4.045          4.045          9.0433773      147.96796      0             -6251.0287    
       192  -0.30405098     4.04           4.04           9.0391708      147.53373      0             -6306.2651    
       193  -0.30595777     4.035          4.035          9.0349738      147.10044      0             -6362.0082    
       194  -0.30787799     4.03           4.03           9.0307863      146.6681       0             -6418.2627    
       195  -0.30981173     4.025          4.025          9.0266082      146.23669      0             -6475.0328    
       196  -0.3117591      4.02           4.02           9.0224396      145.80623      0             -6532.3233    
       197  -0.3137202      4.015          4.015          9.0182805      145.37671      0             -6590.1386    
       198  -0.31569512     4.01           4.01           9.0141309      144.94813      0             -6648.4833    
       199  -0.31768399     4.005          4.005          9.0099906      144.52047      0             -6707.3621    
       200  -0.31968689     4              4              9.0058598      144.09376      0             -6766.7796    
       201  -0.32170393     3.995          3.995          9.0017384      143.66797      0             -6826.7404    
       202  -0.32373521     3.99           3.99           8.9976264      143.24311      0             -6887.2494    
       203  -0.32578085     3.985          3.985          8.9935238      142.81918      0             -6948.3111    
       204  -0.32784095     3.98           3.98           8.9894306      142.39618      0             -7009.9304    
       205  -0.32991562     3.975          3.975          8.9853468      141.9741       0             -7072.112     
       206  -0.33200495     3.97           3.97           8.9812724      141.55294      0             -7134.8606    
       207  -0.33410907     3.965          3.965          8.9772074      141.1327       0             -7198.1811    
       208  -0.33622808     3.96           3.96           8.9731516      140.71337      0             -7262.0785    
       209  -0.33836209     3.955          3.955          8.9691052      140.29497      0             -7326.5576    
       210  -0.34051121     3.95           3.95           8.9650682      139.87748      0             -7391.6231    
       211  -0.34267556     3.945          3.945          8.9610405      139.4609       0             -7457.2801    
       212  -0.34485524     3.94           3.94           8.957022       139.04523      0             -7523.5336    
       213  -0.34705036     3.935          3.935          8.9530129      138.63047      0             -7590.3883    
       214  -0.34926104     3.93           3.93           8.949013       138.21661      0             -7657.8494    
       215  -0.3514874      3.925          3.925          8.9450224      137.80366      0             -7725.9218    
       216  -0.35372954     3.92           3.92           8.9410411      137.39161      0             -7794.6104    
       217  -0.35598758     3.915          3.915          8.937069       136.98047      0             -7863.9205    
       218  -0.35826165     3.91           3.91           8.9331061      136.57022      0             -7933.857     
       219  -0.36055185     3.905          3.905          8.9291524      136.16087      0             -8004.4249    
       220  -0.36285829     3.9            3.9            8.9252079      135.75241      0             -8075.6295    
       221  -0.36518111     3.895          3.895          8.9212726      135.34485      0             -8147.4757    
       222  -0.36752041     3.89           3.89           8.9173464      134.93818      0             -8219.9686    
       223  -0.36987632     3.885          3.885          8.9134294      134.53239      0             -8293.1135    
       224  -0.37224895     3.88           3.88           8.9095214      134.1275       0             -8366.9153    
       225  -0.37463843     3.875          3.875          8.9056227      133.72349      0             -8441.3792    
       226  -0.37704487     3.87           3.87           8.901733       133.32036      0             -8516.5106    
       227  -0.3794684      3.865          3.865          8.8978523      132.91812      0             -8592.3144    
       228  -0.38190914     3.86           3.86           8.8939807      132.51675      0             -8668.7958    
       229  -0.38436721     3.855          3.855          8.8901181      132.11627      0             -8745.9601    
       230  -0.38684273     3.85           3.85           8.8862645      131.71665      0             -8823.8123    
       231  -0.38933583     3.845          3.845          8.8824198      131.31792      0             -8902.3577    
       232  -0.39184663     3.84           3.84           8.8785842      130.92005      0             -8981.6014    
