

# ========== Energy Minimization ==========
thermo          1
thermo_style    custom step pe lx ly lz vol temp press
minimize 1.0e-10 1.0e-10 10000 100000
Switching to 'neigh_modify every 1 delay 0 check yes' setting during minimization
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
WARNING: Energy due to 3 extra global DOFs will be included in minimizer energies
 (../min.cpp:219)
Per MPI rank memory allocation (min/avg/max) = 4.138 | 4.138 | 4.138 Mbytes
   Step         PotEng           Lx             Ly             Lz           Volume          Temp          Press     
       138  -3.2451062      2.7623972      2.7623972      4.31           32.888912      0             -96347.379    
       139  -3.254827       2.7614839      2.7614839      4.305          32.82904       0             -96053.498    
       140  -3.2597378      2.7605729      2.7605729      4.3            32.769281      0             -95278.194    
       141  -3.2646099      2.7596749      2.7596749      4.295          32.709885      0             -94493.076    
       142  -3.269443       2.7587898      2.7587898      4.29           32.650851      0             -93698.196    
       143  -3.2742372      2.7579176      2.7579176      4.285          32.592179      0             -92893.613    
       144  -3.2789923      2.7570584      2.7570584      4.28           32.533869      0             -92079.386    
       145  -3.2837083      2.7562123      2.7562123      4.275          32.47592       0             -91255.578    
       146  -3.2883851      2.7553793      2.7553793      4.27           32.418331      0             -90422.257    
       147  -3.2930227      2.7545594      2.7545594      4.265          32.361103      0             -89579.49     
       148  -3.2976209      2.7537527      2.7537527      4.26           32.304235      0             -88727.35     
       149  -3.3021798      2.7529592      2.7529592      4.255          32.247727      0             -87865.913    
       150  -3.3066992      2.7521789      2.7521789      4.25           32.191578      0             -86995.257    
       151  -3.311179       2.7514121      2.7514121      4.245          32.135789      0             -86115.466    
       152  -3.3156193      2.7506586      2.7506586      4.24           32.08036       0             -85226.625    
       153  -3.32002        2.7499185      2.7499185      4.235          32.025289      0             -84328.824    
       154  -3.3243809      2.749192       2.749192       4.23           31.970579      0             -83422.157    
       155  -3.3287021      2.748479       2.748479       4.225          31.916227      0             -82506.721    
       156  -3.3329834      2.7477796      2.7477796      4.22           31.862235      0             -81582.619    
       157  -3.3372249      2.7470939      2.7470939      4.215          31.808602      0             -80649.955    
       158  -3.3414265      2.746422       2.746422       4.21           31.75533       0             -79708.841    
       159  -3.3455881      2.7457639      2.7457639      4.205          31.702417      0             -78759.392    
       160  -3.3497098      2.7451197      2.7451197      4.2            31.649864      0             -77801.725    
       161  -3.3537913      2.7444894      2.7444894      4.195          31.597672      0             -76835.967    
       162  -3.3578328      2.7438733      2.7438733      4.19           31.545841      0             -75862.247    
       163  -3.3618342      2.7432712      2.7432712      4.185          31.494372      0             -74880.698    
       164  -3.3675328      2.7426834      2.7426834      4.18           31.443265      0             -74068.471    
       165  -3.3714632      2.7421098      2.7421098      4.175          31.392519      0             -73072.904    
       166  -3.3753535      2.7415506      2.7415506      4.17           31.342136      0             -72069.922    
       167  -3.3792036      2.7410058      2.7410058      4.165          31.292116      0             -71059.681    
       168  -3.3830134      2.7404756      2.7404756      4.16           31.242459      0             -70042.341    
       169  -3.386783       2.73996        2.73996        4.155          31.193168      0             -69018.072    
       170  -3.3905124      2.7394592      2.7394592      4.15           31.144243      0             -67987.048    
       171  -3.3942015      2.7389732      2.7389732      4.145          31.095684      0             -66949.449    
       172  -3.3978503      2.7385022      2.7385022      4.14           31.047493      0             -65905.463    
       173  -3.4014588      2.7380463      2.7380463      4.135          30.999672      0             -64855.286    
       174  -3.405027       2.7376056      2.7376056      4.13           30.95222       0             -63799.119    
       175  -3.408555       2.7371802      2.7371802      4.125          30.905141      0             -62737.173    
       176  -3.4120427      2.7367702      2.7367702      4.12           30.858434      0             -61669.667    
       177  -3.4154901      2.7363758      2.7363758      4.115          30.812103      0             -60596.825    
       178  -3.4188972      2.7359972      2.7359972      4.11           30.766147      0             -59518.882    
       179  -3.4222641      2.7356344      2.7356344      4.105          30.72057       0             -58436.083    
       180  -3.4255909      2.7352876      2.7352876      4.1            30.675373      0             -57348.677    
       181  -3.4288774      2.734957       2.734957       4.095          30.630557      0             -56256.929    
       182  -3.4321239      2.7346427      2.7346427      4.09           30.586126      0             -55161.107    
       183  -3.4353302      2.7343448      2.7343448      4.085          30.542081      0             -54061.493    
       184  -3.4384965      2.7340636      2.7340636      4.08           30.498424      0             -52958.378    
       185  -3.4416228      2.7337992      2.7337992      4.075          30.455158      0             -51852.064    
       186  -3.4447092      2.7335519      2.7335519      4.07           30.412285      0             -50742.862    
       187  -3.4477558      2.7333217      2.7333217      4.065          30.369808      0             -49631.096    
       188  -3.4507626      2.7331089      2.7331089      4.06           30.32773       0             -48517.102    
       189  -3.4537296      2.7329136      2.7329136      4.055          30.286053      0             -47401.225    
       190  -3.4566571      2.7327362      2.7327362      4.05           30.244781      0             -46283.824    
       191  -3.4595451      2.7325768      2.7325768      4.045          30.203917      0             -45165.272    
       192  -3.4623937      2.7324356      2.7324356      4.04           30.163464      0             -44045.951    
       193  -3.465203       2.7323128      2.7323128      4.035          30.123426      0             -42926.259    
       194  -3.4711633      2.7322087      2.7322087      4.03           30.083806      0             -42146.321    
       195  -3.4739038      2.7321165      2.7321165      4.025          30.044455      0             -41021.514    
       196  -3.4766051      2.7320436      2.7320436      4.02           30.00553       0             -39897.528    
       197  -3.4792675      2.7319901      2.7319901      4.015          29.967037      0             -38774.817    
       198  -3.4818911      2.7319564      2.7319564      4.01           29.928979      0             -37653.853    
       199  -3.484476       2.7319427      2.7319427      4.005          29.89136       0             -36535.119    
       200  -3.4870225      2.7319492      2.7319492      4              29.854186      0             -35419.117    
       201  -3.4895307      2.7319764      2.7319764      3.995          29.817461      0             -34306.364    
       202  -3.4920008      2.7320245      2.7320245      3.99           29.781191      0             -33197.394    
       203  -3.494433       2.7320937      2.7320937      3.985          29.74538       0             -32092.754    
       204  -3.4968275      2.7321846      2.7321846      3.98           29.710033      0             -30993.012    
       205  -3.4991846      2.7322973      2.7322973      3.975          29.675157      0             -29898.75     
       206  -3.5015045      2.7324322      2.7324322      3.97           29.640757      0             -28810.568    
       207  -3.5037874      2.7325897      2.7325897      3.965          29.606839      0             -27729.082    
       208  -3.5060336      2.7327701      2.7327701      3.96           29.573409      0             -26654.927    
       209  -3.511725       2.7329739      2.7329739      3.955          29.540473      0             -25966.316    
       210  -3.5139135      2.7331937      2.7331937      3.95           29.507874      0             -24902.541    
       211  -3.5160661      2.7334376      2.7334376      3.945          29.475781      0             -23847.937    
       212  -3.5181829      2.7337059      2.7337059      3.94           29.444203      0             -22803.207    
       213  -3.5202642      2.733999       2.733999       3.935          29.413144      0             -21769.066    
       214  -3.5223103      2.7343175      2.7343175      3.93           29.382614      0             -20746.25     
       215  -3.5243216      2.7346616      2.7346616      3.925          29.352618      0             -19735.507    
       216  -3.5279037      2.7350319      2.7350319      3.92           29.323166      0             -18912.988    
       217  -3.5298576      2.735426       2.735426       3.915          29.294205      0             -17926.999    
       218  -3.5317776      2.7358471      2.7358471      3.91           29.2658        0             -16955.26     
       219  -3.5336641      2.7362956      2.7362956      3.905          29.237959      0             -15998.569    
       220  -3.5355174      2.7367719      2.7367719      3.9            29.21069       0             -15057.738    
       221  -3.5373378      2.7372767      2.7372767      3.895          29.184002      0             -14133.586    
       222  -3.5391258      2.7378102      2.7378102      3.89           29.157903      0             -13226.94     
       223  -3.5408815      2.7383731      2.7383731      3.885          29.1324        0             -12338.633    
       224  -3.5426054      2.7389658      2.7389658      3.88           29.107503      0             -11469.503    
       225  -3.5442977      2.7395889      2.7395889      3.875          29.083221      0             -10620.388    
       226  -3.5459589      2.7402427      2.7402427      3.87           29.05956       0             -9792.1227    
       227  -3.5475891      2.7409279      2.7409279      3.865          29.036531      0             -8985.5399    
       228  -3.5491888      2.7416449      2.7416449      3.86           29.01414       0             -8201.462     
       229  -3.5507581      2.7423941      2.7423941      3.855          28.992396      0             -7440.6998    
       230  -3.5522975      2.7431761      2.7431761      3.85           28.971307      0             -6704.0474    
       231  -3.5538071      2.7439912      2.7439912      3.845          28.950881      0             -5992.2777    
       232  -3.5552871      2.74484        2.74484        3.84           28.931124      0             -5306.1374    
       233  -3.5567379      2.7457229      2.7457229      3.835          28.912043      0             -4646.3416    
       234  -3.5581596      2.7466403      2.7466403      3.83           28.893645      0             -4013.5677    
       235  -3.5595524      2.7475924      2.7475924      3.825          28.875936      0             -3408.4495    
       236  -3.5609164      2.7485798      2.7485798      3.82           28.858919      0             -2831.5703    
       237  -3.5622518      2.7496026      2.7496026      3.815          28.8426        0             -2283.4565    
       238  -3.5635586      2.7506612      2.7506612      3.81           28.826981      0             -1764.57      
       239  -3.5648369      2.7517557      2.7517557      3.805          28.812066      0             -1275.3013    
       240  -3.5660867      2.7528863      2.7528863      3.8            28.797854      0             -815.9623     
       241  -3.5673081      2.754053       2.754053       3.795          28.784347      0             -386.77867    
       242  -3.5685009      2.7552561      2.7552561      3.79           28.771542      0              12.116849    
       243  -3.569665       2.7564953      2.7564953      3.785          28.759437      0              380.6912     
       244  -3.5708004      2.7577705      2.7577705      3.78           28.748028      0              719.0171     
       245  -3.5719069      2.7590817      2.7590817      3.775          28.737308      0              1027.2784    
       246  -3.5729843      2.7604285      2.7604285      3.77           28.72727       0              1305.7743    
       247  -3.5740324      2.7618106      2.7618106      3.765          28.717905      0              1554.9227    
       248  -3.5750509      2.7632274      2.7632274      3.76           28.7092        0              1775.2618    
       249  -3.5760397      2.7646785      2.7646785      3.755          28.701144      0              1967.4499    
       250  -3.5769983      2.7661632      2.7661632      3.75           28.693722      0              2132.2639    
       251  -3.5779265      2.7676809      2.7676809      3.745          28.686915      0              2270.5955    
       252  -3.5788241      2.7692307      2.7692307      3.74           28.680708      0              2383.4447    
       253  -3.5796907      2.7708116      2.7708116      3.735          28.675078      0              2471.9121    
       254  -3.5805259      2.7724229      2.7724229      3.73           28.670006      0              2537.1885    
       255  -3.5809324      2.7732432      2.7732432      3.7275         28.667746      0              2557.1888    
       256  -3.5810329      2.7734499      2.7734499      3.726875       28.667213      0              2560.6913    
       257  -3.5810455      2.7734758      2.7734758      3.7267969      28.667148      0              2561.084     
       258  -3.5810517      2.7734887      2.7734887      3.7267578      28.667115      0              2561.2779    
       259  -3.5810548      2.7734952      2.7734952      3.7267383      28.667098      0              2561.3743    
       260  -3.5810564      2.7734985      2.7734985      3.7267285      28.66709       0              2561.4223    
       261  -3.5810572      2.7735001      2.7735001      3.7267236      28.667086      0              2561.4463    
       262  -3.5810576      2.7735009      2.7735009      3.7267212      28.667084      0              2561.4583    
       263  -3.5810576      2.7735009      2.7735009      3.726721       28.667084      0              2561.459     
       264  -3.5810576      2.7735009      2.7735009      3.726721       28.667084      0              2561.459     
Loop time of 0.222969 on 1 procs for 264 steps with 2 atoms

14.8% CPU use with 1 MPI tasks x no OpenMP threads

Minimization stats:
  Stopping criterion = linesearch alpha is zero
  Energy initial, next-to-last, final = 
     -2.26145714969771  -3.58105760654614  -3.58105760654614
  Force two-norm initial, final = 5.4261953 0.63122409
  Force max component initial, final = 3.5597284 0.49735434
  Final line search alpha, max atom move = 3.0679915e-08 1.5258789e-08
  Iterations, force evaluations = 264 350

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 0.035265   | 0.035265   | 0.035265   |   0.0 | 15.82
Neigh   | 0.00081635 | 0.00081635 | 0.00081635 |   0.0 |  0.37
Comm    | 0.014899   | 0.014899   | 0.014899   |   0.0 |  6.68
Output  | 0.1313     | 0.1313     | 0.1313     |   0.0 | 58.89
Modify  | 0          | 0          | 0          |   0.0 |  0.00
Other   |            | 0.04068    |            |       | 18.25

Nlocal:              2 ave           2 max           2 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:            949 ave         949 max         949 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:            336 ave         336 max         336 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 336
Ave neighs/atom = 168
Neighbor list builds = 9
Dangerous builds = 0



# ========== Output Final Structure ==========
write_data      optimized_structure.data pair ij
System init for write_data ...
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Total wall time: 0:00:00
