# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	1022.8726	-1118.4371	114.10297	22786.123	0.15407298	0.22282262
5.2	992.01929	-1116.4188	110.66124	23330.087	0.34973319	0.75278961
5.3	987.91026	-1118.1896	110.20288	22059.286	0.43570169	1.3545519
5.4	941.85313	-1115.4249	105.06513	22976.741	0.53111709	1.9226141
5.5	963.55342	-1118.2521	107.48583	22585.594	0.55187873	2.4061644
5.6	977.81456	-1117.8796	109.07669	22094.249	0.51811683	2.9122477
5.7	1052.1174	-1121.8882	117.36529	21762.266	0.50010183	3.4718414
5.8	1005.8651	-1114.4551	112.20577	23553.516	0.52423383	4.0400159
5.9	1031.0697	-1116.4567	115.01737	22384.283	0.52705564	4.5856264
6.0	998.18713	-1113.6699	111.34928	23084.841	0.52741365	5.1613879
6.1	1009.0515	-1115.8245	112.56122	22470.585	0.53381986	5.6716156
6.2	1002.2484	-1116.686	111.80232	21836.693	0.56749247	6.1505761
6.3	954.7465	-1115.0971	106.50341	23138.022	0.59833384	6.6591959
6.4	960.3525	-1118.6469	107.12877	23098.073	0.60516358	7.0942827
6.5	957.33014	-1118.7167	106.79162	22469.023	0.61902115	7.4395279
6.6	968.96481	-1117.4751	108.08948	22832.243	0.63191401	7.7662567
6.7	994.57715	-1116.0018	110.94658	23376.928	0.63127287	8.1043517
6.8	997.84535	-1114.2323	111.31115	22914.463	0.61938484	8.5359779
6.9	994.81383	-1113.0886	110.97298	22742.188	0.6047843	9.0239619
7.0	1032.4889	-1116.9145	115.17569	22965.991	0.59022535	9.4013911
7.1	1067.9699	-1121.9541	119.13364	21788.979	0.5783609	9.8402141
7.2	980.38374	-1115.4325	109.36328	23262.016	0.57217615	10.334207
7.3	973.79263	-1116.7565	108.62803	22588.498	0.56975942	10.758397
7.4	983.23654	-1118.1003	109.68152	22959.142	0.56705519	11.207818
7.5	989.23064	-1118.0368	110.35017	22799.639	0.55780942	11.59606
7.6	992.72293	-1117.19	110.73974	22215.172	0.52455914	12.013849
7.7	1013.6078	-1117.8921	113.06948	22547.07	0.51028687	12.494626
7.8	1020.2705	-1117.0484	113.81271	22909.001	0.54214359	13.019506
7.9	1037.736	-1116.2598	115.76101	23224.018	0.58542951	13.637842
8.0	1036.1515	-1112.7132	115.58426	23246.682	0.59337786	14.094857
8.1	1066.3783	-1114.5503	118.9561	23506.116	0.58554032	14.468414
8.2	1059.3333	-1115.8027	118.17022	23261.051	0.59673788	14.916604
8.3	981.9723	-1111.3612	109.54049	23031.368	0.59305042	15.51293
8.4	981.5376	-1113.3857	109.492	23572.237	0.58729167	16.054632
8.5	1028.5259	-1119.9348	114.73361	22338.081	0.58607566	16.654127
8.6	970.46193	-1115.2223	108.25649	23337.78	0.57828177	17.261024
8.7	971.92218	-1115.6505	108.41938	22303.772	0.54437538	17.736123
8.8	996.48951	-1117.1838	111.1599	22574.956	0.52481877	18.054812
8.9	1025.7842	-1117.8836	114.42777	22251.482	0.52745325	18.423655
9.0	1003.4525	-1111.8696	111.93664	23467.704	0.54115906	18.84334
9.1	1048.7468	-1112.4448	116.98928	23458.948	0.56202244	19.240769
9.2	1090.3253	-1115.4803	121.62743	22227.816	0.56253879	19.665377
9.3	1076.0295	-1117.0449	120.03271	23619.702	0.5702137	20.169202
9.4	1006.5434	-1112.7416	112.28143	23133.446	0.58597268	20.780323
9.5	975.02586	-1110.7126	108.7656	22493.04	0.57568666	21.279995
9.6	1026.799	-1117.032	114.54098	22723.984	0.58035638	21.688532
9.7	977.76044	-1112.9875	109.07065	22859.991	0.59709081	22.092211
9.8	977.60854	-1114.5318	109.0537	22921.521	0.60585791	22.445181
9.9	1002.9897	-1118.6331	111.88501	22559.119	0.57590907	22.77429
10.0	979.7862	-1117.1707	109.29663	22211.109	0.57560214	23.044696
10.1	985.94498	-1118.3835	109.98365	21790.046	0.59273681	23.467685
10.2	980.30236	-1117.7716	109.3542	22610.065	0.60978878	23.948967
10.3	986.06549	-1117.3987	109.99709	22994.374	0.61740671	24.32965
10.4	1022.8385	-1119.0951	114.09917	22680.856	0.60037785	24.758761
10.5	1026.1195	-1116.7328	114.46517	22651.132	0.59946305	25.170754
10.6	1018.9062	-1114.2777	113.66052	23133.391	0.6166842	25.520824
10.7	1016.1458	-1113.1644	113.35259	23450.667	0.620233	25.843207
10.8	1048.4729	-1117.7151	116.95873	22970.728	0.59926173	26.188646
10.9	993.05935	-1116.5292	110.77726	23367.398	0.57795233	26.406843
11.0	996.44743	-1120.3831	111.15521	22778.196	0.57481188	26.630444
