a    c    total energy
5.9655 23.043631348665723 -386.88270648
5.9655 23.053631348665723 -386.88271480
5.9655 23.063631348665723 -386.88271495
5.9655 23.073631348665723 -386.88270776
5.9655 23.083631348665723 -386.88272065
5.9655 23.093631348665723 -386.88271967
5.9655 23.103631348665723 -386.88271083
5.9655 23.113631348665723 -386.88272169
5.9655 23.123631348665723 -386.88273399
5.9655 23.133631348665723 -386.88273047
5.9655 23.143631348665723 -386.88275169
5.9655 23.153631348665723 -386.88273964
5.9655 23.163631348665723 -386.88272460
5.9655 23.173631348665723 -386.88273564
5.9655 23.183631348665723 -386.88272925
5.9655 23.193631348665723 -386.88273875
5.9655 23.203631348665723 -386.88273830
5.9655 23.213631348665723 -386.88273453
5.9655 23.223631348665723 -386.88273190
5.9655 23.233631348665723 -386.88273589
5.9655 23.243631348665723 -386.88273806
5.9655 23.253631348665723 -386.88272108
5.9655 23.263631348665723 -386.88271462
5.9655 23.273631348665723 -386.88271124
5.9655 23.283631348665723 -386.88271522
5.9655 23.293631348665723 -386.88270077
5.9655 23.303631348665723 -386.88268862
5.9655 23.313631348665723 -386.88267289
5.9655 23.323631348665723 -386.88266776
5.9655 23.333631348665723 -386.88265998
5.9655 23.343631348665723 -386.88264616
5.9655 23.353631348665723 -386.88264451
5.9655 23.363631348665723 -386.88262994
5.9655 23.373631348665723 -386.88261962
5.9655 23.383631348665723 -386.88260459
5.9655 23.393631348665723 -386.88258220
5.9655 23.403631348665723 -386.88256698
5.9655 23.413631348665723 -386.88256072
5.9655 23.423631348665723 -386.88253715
5.9655 23.433631348665723 -386.88253122
5.9655 23.443631348665723 -386.88252778
5.9655 22.843631348665723 -386.88243771
5.9655 22.853631348665723 -386.88244403
5.9655 22.863631348665723 -386.88246327
5.9655 22.873631348665723 -386.88247346
5.9655 22.883631348665723 -386.88248937
5.9655 22.893631348665723 -386.88249914
5.9655 22.903631348665723 -386.88253637
5.9655 22.913631348665723 -386.88257553
5.9655 22.923631348665723 -386.88260448
5.9655 22.933631348665723 -386.88261516
5.9655 22.943631348665723 -386.88262815
5.9655 22.953631348665723 -386.88263866
5.9655 22.963631348665723 -386.88264795
5.9655 22.973631348665723 -386.88265247
5.9655 22.983631348665723 -386.88267084
5.9655 22.993631348665723 -386.88266948
5.9655 23.003631348665723 -386.88268047
5.9655 23.013631348665723 -386.88267699
5.9655 23.023631348665723 -386.88267256
5.9655 23.033631348665723 -386.88268438
5.9655 23.043631348665723 -386.88270648
