# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	10.822761	-1212.2264	1.2072953	474.70983	0.0016581503	0.0022848757
5.2	9.9173848	-1212.1253	1.1062992	487.75285	0.0045128653	0.0085795001
5.3	10.139177	-1212.1501	1.1310405	503.45903	0.0052347922	0.016814029
5.4	9.170241	-1212.042	1.0229542	533.44658	0.0053539817	0.024100094
5.5	9.4730327	-1212.0758	1.0567311	530.30386	0.0052261105	0.028031216
5.6	10.369082	-1212.1757	1.1566868	502.15876	0.0045600587	0.02790315
5.7	9.820744	-1212.1145	1.0955188	490.76801	0.0041954821	0.024542386
5.8	9.9812721	-1212.1325	1.1134259	496.37312	0.0040611715	0.019239779
5.9	10.207716	-1212.1577	1.1386861	520.64112	0.0038986795	0.013359536
6.0	8.9805523	-1212.0208	1.0017941	528.89891	0.0043304992	0.0083559943
6.1	10.271729	-1212.1649	1.1458268	497.54793	0.0045068894	0.0055058235
6.2	10.075062	-1212.1429	1.1238884	485.07138	0.0040724939	0.0057064097
6.3	10.000892	-1212.1347	1.1156146	484.55472	0.003490216	0.0089931837
6.4	9.9874433	-1212.1332	1.1141143	501.14968	0.0035016423	0.014012628
6.5	9.2343927	-1212.0491	1.0301104	519.80721	0.0035164891	0.01884421
6.6	10.00949	-1212.1356	1.1165737	506.34632	0.0030711478	0.022034074
6.7	10.361831	-1212.1749	1.1558778	502.63851	0.0033929108	0.022803768
6.8	9.6718926	-1212.0979	1.0789142	491.0267	0.0042420598	0.021621416
6.9	10.49316	-1212.1896	1.1705278	480.9356	0.0044962042	0.019274702
7.0	9.0689715	-1212.0307	1.0116574	520.00672	0.0049447544	0.016101512
7.1	9.579669	-1212.0877	1.0686265	516.45194	0.0050915389	0.012712461
7.2	10.155756	-1212.1519	1.1328898	507.45007	0.0046886302	0.010049266
7.3	10.215397	-1212.1586	1.1395429	501.44274	0.0038456152	0.0092185049
7.4	9.8083162	-1212.1132	1.0941324	493.61125	0.0037352718	0.010682361
7.5	10.341855	-1212.1727	1.1536495	495.63634	0.0038958793	0.013813457
7.6	9.365935	-1212.0638	1.0447841	518.83111	0.0039331319	0.017304876
7.7	9.6412073	-1212.0945	1.0754912	524.75496	0.003908753	0.019692743
7.8	9.5871257	-1212.0885	1.0694583	517.95736	0.0041637801	0.020213157
7.9	10.057353	-1212.141	1.1219128	495.28344	0.0040879019	0.019035546
8.0	10.287953	-1212.1667	1.1476366	485.93566	0.003950647	0.016969677
8.1	9.8467843	-1212.1175	1.0984236	495.93398	0.0038194014	0.014991699
8.2	9.991991	-1212.1337	1.1146216	498.02768	0.0032346292	0.013655322
8.3	10.071203	-1212.1425	1.1234578	507.15639	0.0031726343	0.013051237
8.4	9.0646838	-1212.0302	1.0111791	511.43075	0.0041763018	0.01298891
8.5	10.139115	-1212.1501	1.1310335	495.1032	0.0044899614	0.013313807
8.6	9.5211295	-1212.0811	1.0620963	500.15968	0.0045389201	0.014054877
8.7	10.453672	-1212.1852	1.1661228	494.61273	0.0045597241	0.015197511
8.8	10.010412	-1212.1357	1.1166766	501.71358	0.0043555719	0.016562396
8.9	9.6508429	-1212.0956	1.076566	498.22436	0.0035769497	0.017601593
9.0	9.7130309	-1212.1026	1.0835032	503.83676	0.0032875166	0.017670327
9.1	10.1636	-1212.1528	1.1337649	500.04715	0.0034007098	0.016956487
9.2	9.6010451	-1212.09	1.071011	498.10566	0.0037900333	0.016078374
9.3	10.166195	-1212.1531	1.1340544	492.1948	0.0041814999	0.01544707
9.4	9.8180493	-1212.1143	1.0952182	504.84926	0.0045433508	0.015310426
9.5	9.7028882	-1212.1014	1.0823718	518.15522	0.004473443	0.015343674
9.6	9.679088	-1212.0988	1.0797168	512.43727	0.0043352034	0.015090945
9.7	10.007433	-1212.1354	1.1163442	500.4505	0.0041225143	0.014757774
9.8	10.31005	-1212.1692	1.1501016	485.69053	0.0035945502	0.015042882
9.9	9.9498247	-1212.129	1.1099179	484.91703	0.0034617592	0.016086749
10.0	9.6329064	-1212.0936	1.0745652	507.08035	0.0039268233	0.01726363
10.1	9.4039551	-1212.0681	1.0490253	522.44582	0.0043731783	0.017812933
10.2	9.5743448	-1212.0871	1.0680326	504.37964	0.0046272399	0.017346914
10.3	10.320016	-1212.1703	1.1512134	483.98369	0.0045025513	0.016314736
10.4	10.423943	-1212.1819	1.1628065	485.49017	0.0039169398	0.015452207
10.5	10.184971	-1212.1552	1.1361488	493.16136	0.0033854807	0.01527374
10.6	9.4965627	-1212.0784	1.0593559	508.27211	0.0036024607	0.015685224
10.7	9.6195628	-1212.0921	1.0730767	516.59325	0.0039533096	0.015930364
10.8	9.3159371	-1212.0582	1.0392068	532.40175	0.0041905329	0.015533465
10.9	9.59443	-1212.0893	1.0702731	515.52748	0.0043917997	0.014771962
11.0	10.580229	-1212.1993	1.1802405	474.74027	0.0044171823	0.014326949
