# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	2014.2955	-1010.1055	224.6977	36139.41	0.30500525	0.42530537
5.2	2055.0233	-1014.6516	229.24094	35543.2	0.7432649	1.3936253
5.3	2081.5739	-1017.6103	232.2027	35509.472	1.035495	2.6398015
5.4	2070.1705	-1016.3403	230.93063	36678.895	1.2446353	4.096496
5.5	2043.0597	-1013.3144	227.90639	35489.465	1.3695884	5.5761786
5.6	2029.9181	-1011.8512	226.44042	36298.227	1.4867238	7.0299555
5.7	2044.4715	-1013.4707	228.06387	34768.138	1.5133892	8.4344439
5.8	2087.6522	-1018.2918	232.88074	36258.141	1.5254951	9.7406488
5.9	2102.6089	-1019.961	234.54918	35975.869	1.5208584	10.977253
6.0	2088.3318	-1018.3636	232.95656	34676.866	1.5371202	12.256397
6.1	2052.0618	-1014.3178	228.91059	36818.549	1.5654698	13.598668
6.2	2168.9645	-1027.3608	241.95126	35604.398	1.5748109	15.17576
6.3	2065.3468	-1015.8027	230.39254	35342.446	1.5873972	16.872862
6.4	2037.0732	-1012.6501	227.23858	36107.457	1.5653672	18.550373
6.5	2088.2323	-1018.3529	232.94546	35450.187	1.5627322	20.072509
6.6	2019.955	-1010.7388	225.32902	36475.378	1.5562236	21.351855
6.7	2131.2633	-1023.1553	237.74563	35624.39	1.4859313	22.419996
6.8	2028.1371	-1011.6498	226.24175	36088.21	1.5079284	23.460515
6.9	2068.803	-1016.1882	230.77809	36280.054	1.5210554	24.492436
7.0	2039.2005	-1012.8863	227.47588	35653.163	1.4891541	25.635576
7.1	1986.876	-1007.0484	221.63901	36345.397	1.4525491	26.573644
7.2	2087.4563	-1018.2711	232.85889	35095.065	1.4031829	27.511828
7.3	2042.3102	-1013.2304	227.82278	36197.87	1.3738924	28.753496
7.4	2086.2065	-1018.1313	232.71947	36120.405	1.3153882	30.123338
7.5	2091.3347	-1018.7031	233.29154	35701.039	1.2857739	31.447524
7.6	2084.4734	-1017.9356	232.52615	35701.957	1.3077436	32.840997
7.7	2016.5277	-1010.3559	224.9467	35858.302	1.3732715	34.121932
7.8	2003.6116	-1008.9141	223.50589	36199.438	1.3982993	35.426273
7.9	2082.0769	-1017.6712	232.25881	34826.44	1.4251311	36.828712
8.0	1983.2428	-1006.644	221.23372	36132.807	1.4502623	38.12506
8.1	2014.6522	-1010.1471	224.73749	35544.923	1.459813	39.403002
8.2	2033.6379	-1012.2656	226.85537	35916.249	1.4072792	40.489067
8.3	2111.4835	-1020.9477	235.53916	34253.62	1.3528178	41.251091
8.4	2053.0078	-1014.4251	229.01611	36555.066	1.4063616	42.167543
8.5	1990.3628	-1007.4369	222.02797	35972.944	1.4536248	43.063469
8.6	2069.5923	-1016.2775	230.86614	35642.767	1.477046	43.871019
8.7	2021.9742	-1010.9648	225.55427	35390.431	1.4795121	44.900885
8.8	2008.5527	-1009.4667	224.05708	35100.815	1.4428262	46.226049
8.9	2064.7903	-1015.7457	230.33046	35666.348	1.4335624	47.774078
9.0	2042.7533	-1013.2825	227.87221	36649.882	1.422574	49.246147
9.1	2034.1564	-1012.3217	226.91321	35233.02	1.4282393	50.397038
9.2	2112.7445	-1021.0916	235.67983	35704.214	1.4838146	51.650464
9.3	2043.4986	-1013.3651	227.95535	35436.258	1.5127392	52.64766
9.4	2016.791	-1010.386	224.97607	36339.046	1.5234648	53.894147
9.5	2077.8061	-1017.1938	231.7824	36312.24	1.5329906	54.887938
9.6	2084.651	-1017.958	232.54595	36140.732	1.5566315	56.079381
9.7	2033.7001	-1012.2719	226.8623	35837.332	1.5788075	57.20024
9.8	2014.4104	-1010.1178	224.71051	36584.266	1.604753	57.987514
9.9	2066.9934	-1015.9857	230.57622	35650.457	1.5862792	58.864915
10.0	2065.804	-1015.8535	230.44354	35341.509	1.5124828	60.008696
10.1	2072.6612	-1016.6197	231.20847	35201.948	1.4999969	61.769485
10.2	2107.1368	-1020.4655	235.05428	36191.354	1.4640961	63.42352
10.3	2032.4758	-1012.1366	226.72573	35266.99	1.4927465	64.919601
10.4	2102.4058	-1019.9357	234.52653	34860.603	1.5004265	66.343651
10.5	2029.5351	-1011.8064	226.39769	37249.656	1.5757482	67.5088
10.6	2079.0772	-1017.337	231.92419	36525.294	1.6520328	68.443901
10.7	2046.2028	-1013.6686	228.25701	36090.015	1.6849898	69.605012
10.8	2071.0681	-1016.4394	231.03077	36210.67	1.6453487	70.973027
10.9	2008.7617	-1009.4886	224.08039	35900.136	1.6464688	72.140182
11.0	2020.9798	-1010.8532	225.44334	36037.866	1.6723502	73.232791
