# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	293.3367	-1197.7897	32.72215	12932.453	0.04413789	0.063876212
5.2	285.0109	-1196.8611	31.793395	13236.488	0.10490804	0.21107419
5.3	287.15333	-1197.1001	32.032386	13617.415	0.12111821	0.35983563
5.4	290.08198	-1197.4268	32.359081	13579.899	0.12953564	0.46446933
5.5	303.92116	-1198.9708	33.902863	13358.686	0.13871518	0.54247201
5.6	294.2933	-1197.8967	32.82886	13588.61	0.145015	0.61143718
5.7	283.92927	-1196.7406	31.672738	13449.917	0.15254387	0.66134247
5.8	291.23651	-1197.5557	32.487871	13283.718	0.15253657	0.69452614
5.9	288.36724	-1197.2356	32.1678	13568.119	0.14766315	0.73225675
6.0	304.1783	-1198.9994	33.931547	13060.113	0.14539959	0.76609352
6.1	296.53533	-1198.1468	33.078962	13479.556	0.14093817	0.8231562
6.2	297.70844	-1198.2776	33.209824	13375.254	0.14359614	0.87925821
6.3	300.39748	-1198.5775	33.509791	13097.526	0.1464674	0.92155918
6.4	310.06682	-1199.6563	34.58842	13647.587	0.14017112	0.96109417
6.5	302.19236	-1198.7778	33.710012	14019.576	0.14143706	1.0227779
6.6	289.68669	-1197.3829	32.314986	13872.201	0.15415253	1.0779482
6.7	295.37172	-1198.0169	32.94916	13665.223	0.15244417	1.1143628
6.8	304.43503	-1199.0281	33.960186	13542.835	0.15457087	1.1530633
6.9	295.53468	-1198.0353	32.967338	13442.252	0.16770756	1.2173683
7.0	298.65291	-1198.3832	33.315182	13347.862	0.17312777	1.2979877
7.1	287.80047	-1197.1726	32.104575	13448.384	0.17437167	1.3938931
7.2	298.67727	-1198.3858	33.317899	13476.601	0.17198516	1.4710399
7.3	305.47251	-1199.144	34.075918	13356.479	0.17260183	1.5366438
7.4	297.03549	-1198.2027	33.134756	13738.557	0.18519219	1.6024605
7.5	308.01488	-1199.4276	34.359523	13730.469	0.19297853	1.6568744
7.6	291.14	-1197.5452	32.477105	14193.882	0.19898668	1.692434
7.7	306.63496	-1199.2738	34.205591	13704.324	0.1951063	1.7071132
7.8	311.70158	-1199.8389	34.77078	13392.695	0.18664458	1.735751
7.9	299.49822	-1198.4776	33.409478	13564.889	0.18983866	1.7928982
8.0	298.2218	-1198.3352	33.267091	13373.744	0.19264685	1.8640183
8.1	292.10651	-1197.6529	32.584921	13427.965	0.19570674	1.919771
8.2	304.63462	-1199.0503	33.98245	13812.696	0.2015075	1.9500886
8.3	305.71674	-1199.1713	34.103162	14193.041	0.20698923	1.9780686
8.4	300.88634	-1198.6326	33.564325	14140.141	0.21209015	1.9993588
8.5	310.28198	-1199.6808	34.612422	14082.253	0.22357554	2.0128824
8.6	302.53706	-1198.8168	33.748465	13770.149	0.23926212	2.0604422
8.7	294.16733	-1197.883	32.814809	14027.227	0.24040716	2.1318406
8.8	311.6442	-1199.8325	34.76438	14123.087	0.23153538	2.1755134
8.9	309.58827	-1199.6032	34.535037	14438.526	0.22319386	2.2214604
9.0	309.99614	-1199.6488	34.580536	14215.268	0.21784474	2.2758269
9.1	310.95941	-1199.7562	34.68799	14170.884	0.21336352	2.3263397
9.2	312.76689	-1199.9577	34.889617	13872.275	0.22141828	2.362003
9.3	308.21436	-1199.4499	34.381776	14198.978	0.22881685	2.3963451
9.4	310.92704	-1199.7525	34.68438	14348.606	0.2323134	2.4037021
9.5	307.28948	-1199.3466	34.278604	14436.769	0.23504278	2.4142198
9.6	305.00155	-1199.0914	34.023382	14174.308	0.23560876	2.4463312
9.7	301.39879	-1198.6895	33.621489	14268.226	0.23233973	2.477898
9.8	307.3268	-1199.3507	34.282767	13874.116	0.22861664	2.5314938
9.9	319.69859	-1200.731	35.662859	13612.944	0.22459135	2.6050109
10.0	313.73636	-1200.0659	34.997763	14294.668	0.21860553	2.6718226
10.1	307.70692	-1199.3934	34.32517	13812.438	0.21951788	2.7212984
10.2	304.3798	-1199.0222	33.954025	13860.169	0.22051887	2.7522137
10.3	314.94657	-1200.201	35.132764	13937.425	0.22383813	2.7385731
10.4	304.42845	-1199.0275	33.959452	14208.354	0.22909199	2.7133696
10.5	304.07162	-1198.9877	33.919647	14212.936	0.23636834	2.6926004
10.6	316.11301	-1200.331	35.262882	13936.46	0.23155033	2.7237868
10.7	313.61727	-1200.0527	34.984479	13891.923	0.22852184	2.7867336
10.8	306.11118	-1199.2153	34.147163	14320.572	0.23648031	2.836974
10.9	303.81466	-1198.9591	33.890982	14876.91	0.24492544	2.8855157
11.0	303.77192	-1198.9543	33.886215	14422.265	0.2479305	2.9239914
