# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	576.50399	-1158.8239	64.309888	17816.877	0.092136107	0.12138133
5.4	602.04694	-1157.0774	67.159242	17226.398	0.29107248	1.0718578
5.7	590.21069	-1155.6392	65.838891	17892.641	0.30819782	1.8517998
6.0	605.51548	-1157.2348	67.546163	16974.669	0.28923641	2.5024483
6.3	589.52179	-1155.8729	65.762043	17783.963	0.30798236	3.1708721
6.6	606.2079	-1155.5549	67.623403	18086.367	0.31991225	3.6163324
6.9	638.85976	-1159.9132	71.265768	17861.794	0.32987775	4.2146818
7.2	590.58557	-1160.3156	65.88071	16901.921	0.33967007	4.9375274
7.5	619.75878	-1161.8665	69.135025	16946.768	0.33927135	5.692062
7.8	613.68578	-1156.0865	68.457573	17569.7	0.33590404	6.4080331
8.1	610.1786	-1155.3683	68.066342	17486.62	0.34589592	7.0257022
8.4	582.73919	-1155.6973	65.005434	17673.688	0.39967272	7.6472443
8.7	603.16252	-1159.0114	67.283687	17668.08	0.38675277	8.271478
9.0	590.0457	-1158.0392	65.820486	17467.657	0.36912331	8.517908
9.3	609.76134	-1155.7266	68.019795	17216.344	0.37511417	9.1297257
9.6	604.80313	-1156.5379	67.466699	18119.026	0.41080208	9.6788614
9.9	592.80166	-1158.637	66.127918	17160.254	0.40502395	10.191626
10.2	595.10069	-1156.1008	66.384378	17559.85	0.39667546	10.792342
10.5	622.2117	-1154.6205	69.408652	17669.728	0.37528212	11.601701
10.8	633.01053	-1153.5633	70.613277	17772.63	0.39847095	12.38631
11.1	599.54363	-1156.2716	66.879995	17737.907	0.3996697	13.083827
11.4	607.4956	-1159.549	67.767048	17750.931	0.41652806	13.354788
11.7	577.26938	-1159.8523	64.395269	17269.55	0.40051688	13.978967
12.0	602.90339	-1157.0282	67.254781	17560.096	0.37684592	14.65969
12.3	628.95817	-1159.2256	70.161231	18221.986	0.39115044	15.275456
12.6	607.10264	-1159.2739	67.723213	17713.489	0.39640074	15.822509
12.9	593.64792	-1159.3563	66.222319	17116.592	0.38221612	16.75091
13.2	601.00591	-1159.9322	67.043114	17363.605	0.40957338	17.623753
13.5	611.71681	-1155.546	68.237931	17351.344	0.46381035	18.191621
13.8	593.57778	-1153.8452	66.214495	17984.087	0.45535878	18.654964
14.1	585.58484	-1157.8266	65.322871	17931.629	0.42993419	19.030167
14.4	566.77203	-1157.9699	63.224273	17963.358	0.44448992	19.777397
14.7	587.20987	-1157.2875	65.504145	17287.337	0.45543784	20.255167
15.0	604.08681	-1158.1894	67.386793	17808.854	0.45439325	20.741825
15.3	591.1858	-1158.7898	65.947666	17434.797	0.43590469	21.117606
15.6	583.11383	-1159.7452	65.047226	17093.828	0.43415329	21.545944
15.9	602.22006	-1157.8577	67.178554	17456.914	0.39463684	22.130768
16.2	606.39844	-1156.6784	67.644659	17192.475	0.40116291	23.05613
16.5	578.45647	-1158.0231	64.527689	17440.803	0.4197401	24.048448
16.8	582.9555	-1159.3023	65.029563	17452.035	0.43298013	24.824109
17.1	591.5089	-1155.4085	65.983708	18287.132	0.45247883	25.320135
17.4	621.42737	-1158.331	69.321159	17559.242	0.41990215	25.512549
17.7	585.26818	-1159.9735	65.287546	16949.746	0.39045188	25.772187
18.0	600.33511	-1160.1666	66.968285	17453.393	0.38036866	26.697749
18.3	605.96652	-1156.9145	67.596477	17293.548	0.3841001	27.117499
18.6	608.95309	-1156.5907	67.929634	16997.086	0.37847574	27.568355
18.9	596.838	-1156.6661	66.578177	17217.673	0.40595563	28.606044
19.2	591.09234	-1156.4527	65.93724	17283.882	0.39930154	29.529073
19.5	591.0191	-1156.8991	65.929071	17218.102	0.41105025	30.436758
19.8	580.66872	-1160.9986	64.77447	17026.938	0.39167365	30.792475
20.1	584.83206	-1159.3291	65.238896	17470.912	0.41784005	31.377287
20.4	607.76686	-1158.117	67.797309	17483.065	0.43814232	32.209052
20.7	608.34634	-1159.1942	67.86195	17331.421	0.46105406	32.818115
21.0	570.23466	-1159.7804	63.610535	17139.058	0.46447031	33.418359
21.3	568.99982	-1159.0489	63.472786	17229.812	0.41873017	33.752004
21.6	594.0547	-1157.4612	66.267696	17059.196	0.46029511	34.185586
21.9	597.94433	-1156.8052	66.70159	17621.347	0.42671574	34.457984
22.2	631.00346	-1158.6303	70.389386	17145.221	0.46085555	34.740088
22.5	613.83696	-1156.204	68.474437	17582.713	0.38253941	35.627382
22.8	583.7263	-1157.5024	65.115548	17628.785	0.42163543	35.912834
23.1	605.88806	-1159.0848	67.587725	17303.551	0.47761943	36.682788
23.4	636.04658	-1157.3926	70.951953	18147.095	0.48593478	37.87254
23.7	589.70536	-1157.7151	65.782521	18200.791	0.49560637	38.516092
24.0	591.68568	-1159.7449	66.003428	17605.62	0.47365131	39.345701
24.3	598.95957	-1159.9547	66.814841	17337.505	0.42218222	40.094302
24.6	630.94093	-1158.0945	70.38241	17492.684	0.4058041	40.653114
