# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	723.3396	-1151.4288	80.689621	18208.154	0.10555465	0.15770059
5.4	682.30316	-1149.1902	76.111944	18650.469	0.36510507	1.3929057
5.7	675.54903	-1146.9572	75.358511	18538.671	0.38887913	2.3530594
6.0	712.03455	-1146.2194	79.428525	19825.874	0.35838959	3.262307
6.3	688.74155	-1147.1232	76.830157	17912.879	0.34882743	4.234801
6.6	675.77707	-1147.0989	75.383949	19137.899	0.40689069	5.0103517
6.9	702.87795	-1142.3828	78.407093	19274.163	0.42884786	5.694904
7.2	697.42223	-1144.4714	77.7985	18901.49	0.44730702	6.2760523
7.5	702.08109	-1149.9002	78.318203	18539.305	0.48583026	6.973742
7.8	704.55823	-1149.5952	78.594531	18227.39	0.46052921	7.7274663
8.1	694.61783	-1147.7025	77.485665	19062.972	0.48682438	8.6540337
8.4	694.32218	-1146.7424	77.452685	19593.321	0.50494683	9.6949083
8.7	720.45582	-1146.0937	80.367931	19245.099	0.47480174	10.586532
9.0	703.11903	-1149.3102	78.433986	18448.187	0.45836573	11.231246
9.3	685.71822	-1149.4169	76.492899	19077.692	0.4772517	11.916365
9.6	705.10506	-1147.0981	78.655531	19198.883	0.52546477	12.328347
9.9	707.65135	-1146.2174	78.939573	19555.783	0.4752861	13.361988
10.2	710.87066	-1147.5254	79.298692	19741.599	0.44762772	14.127512
10.5	676.27114	-1149.0136	75.439064	18391.732	0.43456702	15.057251
10.8	664.26211	-1148.8828	74.099438	18794.678	0.46796591	16.181311
11.1	715.4708	-1146.5463	79.811845	19304.137	0.48614813	16.8382
11.4	668.73099	-1144.3093	74.597949	19305.692	0.48247156	17.705982
11.7	689.00687	-1150.1886	76.859754	18628.333	0.45845149	18.334664
12.0	713.97146	-1153.6886	79.644591	18038.762	0.44780955	19.267305
12.3	738.84679	-1149.4927	82.419471	18749.3	0.47126889	20.090458
12.6	702.79315	-1147.8112	78.397634	19265.987	0.43593908	20.403532
12.9	647.6876	-1146.5455	72.250526	17573.832	0.4227512	21.036046
13.2	686.70017	-1148.0462	76.602438	18725.994	0.41678331	22.201642
13.5	720.30793	-1147.3103	80.351434	18776.595	0.45909701	22.804646
13.8	664.77688	-1146.3603	74.156861	19195.808	0.50050884	23.079567
14.1	690.77291	-1150.333	77.056758	18484.651	0.5053769	23.460783
14.4	691.63861	-1149.3245	77.153328	18001.575	0.47459592	24.158929
14.7	689.212	-1146.8887	76.882636	17752.473	0.44037177	25.292881
15.0	701.52044	-1142.616	78.255661	19517.781	0.44908674	26.254702
15.3	688.88241	-1145.2237	76.84587	19301.529	0.44079647	26.667785
15.6	696.01631	-1148.6222	77.641667	18756.991	0.43673004	27.391734
15.9	696.22188	-1146.4414	77.664599	18977.956	0.44633208	28.407591
16.2	709.31378	-1145.0476	79.12502	18997.796	0.43788326	29.121881
16.5	697.15305	-1148.8852	77.768472	17829.378	0.4215648	30.233037
16.8	664.51698	-1151.453	74.127869	18449.938	0.43966552	30.552643
17.1	677.27854	-1150.8504	75.551441	18005.277	0.46202686	31.169399
17.4	719.6626	-1149.4466	80.279446	18793.975	0.51531605	32.052877
17.7	695.98921	-1147.2456	77.638643	18682.951	0.5390674	32.646441
18.0	671.14019	-1147.4505	74.866698	19085.636	0.56162173	33.314196
18.3	719.83573	-1145.3076	80.298759	19010.847	0.55386968	33.927776
18.6	692.23783	-1145.83	77.220172	18308.486	0.49527267	34.692196
18.9	682.44479	-1146.358	76.127743	18972.99	0.45910096	35.783022
19.2	707.42944	-1148.4693	78.914818	18929.126	0.43540239	36.186137
19.5	691.28478	-1150.5652	77.113858	18913.991	0.41321116	37.029129
19.8	716.22479	-1148.7444	79.895953	18625.239	0.41826255	37.883521
20.1	712.88239	-1145.3529	79.523103	18596.321	0.44690238	38.36649
20.4	684.67549	-1145.2781	76.376582	19153.949	0.46628788	38.906217
20.7	698.77846	-1146.949	77.949789	18746.974	0.42774346	39.823464
21.0	719.36699	-1149.5673	80.24647	18669.039	0.45228489	40.752069
21.3	675.86333	-1146.3068	75.393572	18347.44	0.43834237	41.682315
21.6	716.1372	-1150.0563	79.886182	17840.39	0.47905106	43.017598
21.9	693.25291	-1141.7938	77.333406	18734.496	0.46456631	43.588721
22.2	699.59132	-1144.3327	78.040464	18798.251	0.49403488	44.790309
22.5	677.02312	-1143.2215	75.522948	18608.161	0.53297237	45.559804
22.8	716.19081	-1145.723	79.892163	19092.23	0.54450173	46.416172
23.1	686.03442	-1146.4865	76.528172	18680.472	0.50026962	47.257447
23.4	679.59309	-1148.8777	75.809632	17871.932	0.47307184	48.00542
23.7	727.53955	-1148.1859	81.158132	19163.438	0.47017506	49.212476
24.0	719.8736	-1144.5789	80.302984	19256.335	0.47307373	49.721056
24.3	687.49535	-1148.619	76.691141	18959.978	0.44015483	50.705201
24.6	702.10868	-1149.0899	78.32128	17797.398	0.47279464	51.707337
