# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	403.84443	-1182.7145	45.049454	15347.953	0.06566212	0.087797033
5.4	410.61163	-1184.0231	45.804346	15224.436	0.20130684	0.61613935
5.7	403.23524	-1183.1876	44.981498	14806.494	0.22074573	0.97357659
6.0	402.82671	-1184.1749	44.935926	15342.645	0.24638447	1.284594
6.3	410.94046	-1184.428	45.841027	14801.382	0.22813951	1.5918694
6.6	422.07914	-1182.9512	47.083563	15001.002	0.207505	1.8285926
6.9	394.57694	-1183.2958	44.015651	14761.657	0.21260745	2.1375885
7.2	384.11688	-1184.1447	42.848816	14429.828	0.21938597	2.4219572
7.5	390.33092	-1181.4634	43.542002	15037.082	0.23865391	2.6485224
7.8	405.63597	-1183.6231	45.249303	15071.795	0.26249126	2.9226185
8.1	388.18224	-1183.8911	43.302313	15482.951	0.3058086	3.1366172
8.4	403.58377	-1184.0143	45.020377	15444.589	0.30253834	3.2876747
8.7	387.21872	-1184.02	43.194831	15078.629	0.28891094	3.4781875
9.0	364.78103	-1183.6229	40.691873	15159.089	0.28800766	3.6288032
9.3	397.24932	-1183.8667	44.313759	14888.362	0.27156318	3.8218856
9.6	411.20882	-1184.6888	45.870963	14612.423	0.26640254	4.0307901
9.9	385.00373	-1184.149	42.947745	14710.271	0.29898751	4.2826876
10.2	392.94267	-1187.5409	43.833346	14894.255	0.29770804	4.454982
10.5	393.52865	-1188.6782	43.898713	15000.581	0.30265872	4.7937905
10.8	404.79355	-1185.8144	45.155329	15634.636	0.317768	5.0566614
11.1	390.07941	-1184.4363	43.513946	15339.091	0.34350333	5.2171897
11.4	414.58281	-1186.2749	46.247337	15587.85	0.30356549	5.3607814
11.7	403.62832	-1188.0528	45.025347	14499.294	0.31409184	5.6553804
12.0	384.31921	-1187.2892	42.871386	14968.068	0.33813905	5.822839
12.3	409.31116	-1187.1924	45.659277	15450.227	0.37567161	6.1567043
12.6	396.09613	-1184.9821	44.185119	15901.222	0.39882422	6.4417271
12.9	394.48487	-1184.6698	44.005381	15531.821	0.39481992	6.7311842
13.2	391.21648	-1186.4121	43.640787	14933.772	0.38748066	6.9720478
13.5	389.53177	-1184.635	43.452855	15479.287	0.36766996	7.1199894
13.8	412.43637	-1185.1426	46.007898	15795.754	0.3590697	7.2408223
14.1	392.74447	-1185.7789	43.811236	14895.807	0.36282162	7.3826593
14.4	388.47544	-1184.8416	43.33502	15611.287	0.36738028	7.4555885
14.7	407.04078	-1186.2867	45.406012	14986.489	0.3813521	7.6180992
15.0	398.22763	-1187.2494	44.422891	15565.188	0.41288186	7.9068045
15.3	399.35655	-1187.2055	44.548825	14762.167	0.41983773	8.1560418
15.6	396.58642	-1184.109	44.239812	15736.258	0.47005012	8.2745004
15.9	417.78619	-1184.8039	46.604678	15639.513	0.45958967	8.43698
16.2	393.21296	-1185.3949	43.863497	15808.941	0.43036778	8.5303008
16.5	391.27861	-1186.9195	43.647717	15727.139	0.40642661	8.517499
16.8	409.59428	-1186.8756	45.690858	16178.59	0.41760511	8.8268215
17.1	397.04826	-1187.164	44.291331	15343.531	0.43031183	9.0227804
17.4	398.83977	-1188.4725	44.491176	15623.935	0.43695587	9.334338
17.7	403.45077	-1187.0235	45.00554	15405.67	0.45368803	9.6699993
18.0	394.69214	-1185.7991	44.028502	15822.401	0.45483994	10.030059
18.3	381.12456	-1188.4519	42.515018	15216.714	0.46247634	10.143435
18.6	399.03297	-1187.9997	44.512728	15222.386	0.46333134	10.187545
18.9	389.70365	-1184.97	43.472029	15828.403	0.45322197	10.32401
19.2	392.44503	-1184.8641	43.777834	15729.386	0.44165081	10.684993
19.5	413.07942	-1183.8694	46.079631	15042.015	0.40249637	11.132588
19.8	411.06258	-1184.7008	45.854649	15951.973	0.42929127	11.345489
20.1	399.4477	-1186.281	44.558992	15353.163	0.44885817	11.338577
20.4	396.83429	-1186.707	44.267463	15286.178	0.47361502	11.645879
20.7	396.6489	-1185.9046	44.246782	15565.673	0.46809385	12.056594
21.0	410.55309	-1185.2849	45.797815	15734.948	0.49169154	12.160638
21.3	379.2266	-1185.4294	42.303298	15286.682	0.49419672	12.481353
21.6	389.63077	-1185.9225	43.463899	15675.887	0.49068436	12.489795
21.9	407.65506	-1185.5137	45.474536	16065.949	0.500762	12.517291
22.2	413.30929	-1184.352	46.105273	15905.606	0.49099625	12.758345
22.5	394.68118	-1186.3775	44.027279	15392.189	0.47421229	12.75906
22.8	399.84343	-1188.2397	44.603136	15377.602	0.50025103	12.696367
23.1	394.38217	-1188.9295	43.993924	15590.402	0.5393399	13.182499
23.4	399.36242	-1188.0939	44.549479	16559.19	0.56506373	13.722764
23.7	426.08498	-1188.6696	47.530421	16073.333	0.61521267	13.669772
24.0	398.51577	-1188.5976	44.455034	16357.233	0.58421978	13.604973
24.3	394.50934	-1189.9225	44.008111	15540.28	0.54639589	13.737481
24.6	400.15629	-1189.7226	44.638036	15757.071	0.50983117	13.962226
