# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	678.39701	-1154.6298	75.676208	18392.248	0.11201319	0.14423149
5.2	660.843	-1155.1892	73.718031	18106.173	0.24319235	0.48919371
5.3	645.09878	-1155.2667	71.96174	18068.948	0.26992681	0.89460132
5.4	653.5112	-1156.763	72.900158	18221.322	0.29778586	1.2756619
5.5	625.75253	-1153.7595	69.803636	18096.683	0.32728351	1.6119886
5.6	644.17488	-1154.7153	71.858677	18283.063	0.34410961	1.9038277
5.7	642.16945	-1152.9879	71.634969	17782.254	0.36894685	2.1578208
5.8	667.13653	-1154.4794	74.420084	17445.884	0.35795386	2.4233826
5.9	633.80292	-1150.2724	70.70167	18073.29	0.35312333	2.7047305
6.0	641.64844	-1150.6314	71.576849	17567.134	0.34932506	2.9687768
6.1	652.0177	-1151.0836	72.733556	18432.899	0.3441508	3.1995968
6.2	661.8618	-1151.3165	73.83168	18005.02	0.3487773	3.412156
6.3	657.49044	-1149.9626	73.344048	18202.175	0.34698058	3.6343339
6.4	692.59876	-1151.852	77.260434	18154.273	0.3592562	3.8617753
6.5	693.45664	-1149.7393	77.356132	18008.94	0.38260268	4.1897594
6.6	679.97942	-1148.1183	75.852728	18840.019	0.40146451	4.5522277
6.7	658.74132	-1147.3881	73.483586	19327.603	0.4104977	4.841269
6.8	667.19705	-1150.4588	74.426835	18650.252	0.40828254	5.0160002
6.9	652.98436	-1150.8995	72.841388	18457.169	0.42054945	5.124537
7.0	663.57457	-1153.5889	74.022742	18106.361	0.42915455	5.2666079
7.1	630.08789	-1151.1118	70.287252	17992.658	0.42688861	5.4504912
7.2	636.83086	-1152.1256	71.039441	18144.313	0.42672443	5.6435584
7.3	623.66161	-1150.1053	69.570391	18242.045	0.42594287	5.8144798
7.4	655.76027	-1152.0496	73.151045	18280.807	0.40253451	5.9746341
7.5	669.32286	-1152.2721	74.663973	18399.171	0.38772324	6.1877593
7.6	661.18836	-1151.1553	73.756557	18044.618	0.38831159	6.4454031
7.7	646.26381	-1149.7767	72.0917	18003.655	0.395405	6.6179648
7.8	654.5506	-1151.4106	73.016105	17929.819	0.39556304	6.8122909
