# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	52.303117	-1226.0054	5.8344914	8673.4836	0.0066411082	0.014234388
5.2	49.713729	-1225.9281	5.5456413	8869.4824	0.016678774	0.046297631
5.3	52.777269	-1226.4	5.8873838	8888.284	0.019428029	0.081387073
5.4	55.159145	-1226.848	6.1530857	8837.859	0.020643207	0.11677843
5.5	53.715527	-1226.9502	5.9920478	8937.8062	0.022478408	0.15196737
5.6	51.963907	-1227.0043	5.796652	8862.0631	0.02512345	0.17517384
5.7	52.526831	-1227.304	5.859447	8738.7613	0.027104828	0.19135111
5.8	51.817445	-1227.471	5.780314	8795.1225	0.027662399	0.2041197
5.9	50.079035	-1227.481	5.5863918	8756.6136	0.029065691	0.20912521
6.0	50.224568	-1227.6533	5.6026261	8636.4602	0.030893235	0.21603102
6.1	50.440563	-1227.8347	5.6267207	8735.5795	0.03206785	0.23074453
6.2	50.913008	-1228.0282	5.6794227	8780.7923	0.033553723	0.25088905
6.3	51.081999	-1228.2261	5.6982739	8764.1558	0.036138872	0.27213043
6.4	48.149499	-1228.0559	5.3711491	8925.629	0.03948091	0.28649477
6.5	51.206361	-1228.4395	5.7121467	8896.6966	0.041373887	0.2927829
6.6	50.706717	-1228.4642	5.6564106	8896.8603	0.042100145	0.30190576
6.7	50.575608	-1228.5963	5.6417852	9057.1369	0.041990602	0.31782977
6.8	52.895482	-1229.0381	5.9005706	9095.8368	0.042905678	0.33555253
6.9	51.123987	-1229.0352	5.7029576	9201.5329	0.045103357	0.3564789
7.0	51.640367	-1229.2352	5.7605606	9202.2201	0.04677506	0.38188417
7.1	50.614746	-1229.2674	5.6461511	9254.6538	0.047975113	0.40251551
7.2	50.608444	-1229.3795	5.6454481	9326.4058	0.048077531	0.41707992
7.3	50.966646	-1229.5387	5.685406	9397.8951	0.048762057	0.43226572
7.4	51.431919	-1229.7491	5.737308	9518.8507	0.051275006	0.45369786
7.5	50.01512	-1229.7599	5.5792619	9402.6351	0.053596026	0.47317216
7.6	48.473642	-1229.6781	5.4073077	9289.9046	0.054158037	0.48310997
7.7	51.876008	-1230.0656	5.7868468	9361.5632	0.05310926	0.48459278
7.8	52.533438	-1230.2269	5.8601841	9447.3068	0.05057101	0.48816125
7.9	50.844432	-1230.2389	5.6717729	9437.4579	0.050681729	0.4972484
8.0	50.57218	-1230.361	5.6414027	9433.9481	0.053880542	0.50712455
8.1	50.092657	-1230.375	5.5879112	9353.3752	0.056439881	0.51728002
8.2	49.647963	-1230.3709	5.538305	9298.3709	0.057961363	0.52749116
8.3	52.410735	-1230.7346	5.8464964	9218.7793	0.059507604	0.53513257
8.4	48.030959	-1230.375	5.3579258	9202.293	0.060277505	0.54306484
8.5	49.620192	-1230.6133	5.5352071	9143.2483	0.060508473	0.55027604
8.6	50.035582	-1230.7051	5.5815445	9244.1487	0.063338464	0.55852666
8.7	49.514212	-1230.735	5.5233849	9235.217	0.065689046	0.56733708
8.8	49.271293	-1230.8518	5.4962869	9302.4469	0.066173206	0.57943527
8.9	48.906975	-1231.0181	5.4556467	9374.6813	0.065898873	0.59716292
9.0	47.923385	-1231.0431	5.3459258	9371.7897	0.065492481	0.60910881
9.1	48.952478	-1231.1738	5.4607226	9413.1488	0.066156883	0.6096155
9.2	49.751408	-1231.2153	5.5498445	9427.924	0.066188034	0.61028582
9.3	50.969692	-1231.2879	5.6857458	9338.0177	0.06553701	0.61329041
9.4	49.533259	-1231.0768	5.5255096	9424.9265	0.065310272	0.61492486
9.5	50.324483	-1230.9741	5.6137719	9446.5939	0.065121028	0.61484412
9.6	52.610542	-1230.9857	5.8687852	9507.9953	0.066732443	0.61733746
9.7	51.652145	-1230.7995	5.7618745	9594.1143	0.068800022	0.62534646
9.8	50.913934	-1230.7507	5.6795259	9685.7869	0.067920337	0.63545374
9.9	52.29454	-1231.0104	5.8335346	9696.3215	0.068061849	0.64183217
10.0	51.296157	-1231.0923	5.7221635	9692.3622	0.069273878	0.64787423
10.1	52.799383	-1231.4468	5.8898507	9622.6677	0.068526281	0.65378433
10.2	50.331489	-1231.3211	5.6145533	9634.5298	0.067378437	0.65546083
10.3	48.762963	-1231.2309	5.4395819	9612.9181	0.066227205	0.65396796
10.4	50.268422	-1231.4163	5.6075181	9614.0947	0.065386671	0.65651475
10.5	51.242467	-1231.5453	5.7161743	9630.7083	0.065102171	0.66291277
10.6	50.861218	-1231.5951	5.6736455	9562.8512	0.06547797	0.66793686
10.7	49.338972	-1231.5737	5.5038366	9482.6006	0.06746888	0.67075894
10.8	49.567155	-1231.7227	5.5292908	9519.9867	0.069716601	0.67275092
10.9	50.502971	-1231.9245	5.6336824	9470.5896	0.071731645	0.67382339
11.0	49.005494	-1231.8605	5.4666366	9409.5786	0.072646816	0.67312193
11.1	49.28824	-1231.9427	5.4981773	9387.5257	0.071649223	0.67555056
11.2	49.462547	-1231.9641	5.5176216	9417.0041	0.070675532	0.68099653
11.3	49.127006	-1231.8835	5.4801915	9547.1248	0.070169912	0.6846471
11.4	49.677728	-1231.725	5.5416253	9564.744	0.070437215	0.68336415
11.5	52.205251	-1231.7368	5.8235743	9587.5783	0.071790463	0.68267592
11.6	51.325779	-1231.551	5.7254679	9712.1856	0.073105608	0.68380582
11.7	50.923968	-1231.5191	5.6806452	9623.649	0.072567443	0.68386611
11.8	52.444061	-1231.7868	5.850214	9608.53	0.070969284	0.68209472
