3.95 -11.1328903372555
3.96 -11.1718987709702
3.97 -11.20750671395
3.98 -11.2398026001388
3.99 -11.2688730906366
4 -11.2948029821028
4.01 -11.3176753675854
4.02 -11.3375716213211
4.03 -11.354571374724
4.04 -11.3687526662043
4.05 -11.3801918668894
4.06 -11.3889637404736
4.07 -11.3951415360583
4.08 -11.3987969015639
4.09 -11.4000000062647
4.1 -11.3988195577545
4.11 -11.3953227560009
4.12 -11.3895754291034
4.13 -11.3816419899431
4.14 -11.3715854571761
4.15 -11.3594675445914
4.16 -11.3453485971359
4.17 -11.3292876810566
4.18 -11.311342630763
4.19 -11.2915699807502
4.2 -11.2700250580777
4.21 -11.2467619952619
4.22 -11.2218337439068
4.23 -11.1952921255405
4.24 -11.1671877703133
4.085 -11.3997006605242
4.086 -11.3998086088551
4.087 -11.3998924492267
4.088 -11.3999522499834
4.089 -11.3999880795169
4.09 -11.4000000062647
4.091 -11.3999880987089
4.092 -11.3999524252272
4.093 -11.399893053561
4.094 -11.3998100513971
4.095 -11.3997034865158
