# 	 t (ps)	 T (K)	E (eV)	K (eV)	P (Bar)	MSD_I(Å²)	MSD_Ag(Å²)
5.1	816.86843	-1139.3519	91.122903	20099.802	0.12414332	0.17318834
5.2	801.09404	-1138.4057	89.363246	20421.777	0.29249529	0.5829042
5.3	784.18097	-1138.3989	87.476567	19817.731	0.35389278	1.0733065
5.4	758.74757	-1137.768	84.639434	19688.993	0.400533	1.5465526
5.5	771.30257	-1140.1964	86.039962	19907.989	0.42907672	1.9732428
5.6	759.80137	-1138.4059	84.756987	19834.28	0.43594878	2.373667
5.7	762.60974	-1135.4913	85.070264	20292.059	0.45016018	2.705749
5.8	848.71053	-1141.2847	94.674937	20087.918	0.4467361	3.0182475
5.9	798.51917	-1135.1193	89.076015	20509.504	0.46561766	3.3495104
6.0	804.56756	-1135.9793	89.750722	20503.511	0.49911152	3.6818454
6.1	808.05921	-1136.786	90.140221	20809.993	0.52131352	4.0711679
6.2	806.22749	-1137.2367	89.93589	20307.228	0.51781355	4.4590023
6.3	793.00276	-1136.9086	88.460652	20209.064	0.52774568	4.85566
6.4	792.29063	-1138.2818	88.381213	20494.194	0.53772906	5.2355703
6.5	758.83805	-1136.1414	84.649526	20454.416	0.54772175	5.4927654
6.6	767.13688	-1137.7273	85.575273	20401.564	0.53852045	5.6768371
6.7	790.4699	-1139.4817	88.178107	20017.18	0.52014305	5.9170654
6.8	789.16981	-1137.0278	88.033081	19864.114	0.51798744	6.1950784
6.9	812.46575	-1136.4108	90.631778	20840.113	0.5281792	6.5131391
7.0	830.6585	-1136.5201	92.661206	20121.302	0.51664969	6.8536326
7.1	795.6528	-1132.6269	88.756267	20361.126	0.53560868	7.1275281
7.2	803.48192	-1133.6847	89.629618	20773.714	0.58440843	7.3104169
7.3	796.46805	-1133.2903	88.84721	20615.626	0.59401859	7.5258796
7.4	815.46531	-1136.3354	90.966382	19717.908	0.56678269	7.7986939
7.5	793.71096	-1136.9016	88.539652	20071.884	0.5739799	8.036818
7.6	775.79759	-1138.5105	86.541388	20358.179	0.58464515	8.2307934
7.7	758.44026	-1137.9407	84.605152	19840.213	0.58815473	8.4032066
7.8	789.85867	-1140.8329	88.109924	19352.705	0.59331521	8.5787441
7.9	757.51904	-1135.803	84.502389	19495.687	0.59443719	8.81356
8.0	800.73661	-1138.3309	89.323374	20028.57	0.59037052	9.0774902
8.1	805.8346	-1137.6007	89.892063	20194.803	0.60251037	9.271404
8.2	777.53153	-1133.9915	86.734813	20545.099	0.59656355	9.4744004
8.3	824.69393	-1138.3439	91.995849	20132.905	0.57267179	9.6641488
8.4	814.98681	-1136.9997	90.913006	20283.495	0.54793309	9.9473342
8.5	805.80661	-1136.1198	89.88894	20072.575	0.5339875	10.21354
8.6	798.32324	-1135.5064	89.054159	20556.562	0.52432495	10.435009
8.7	806.99474	-1136.5006	90.021478	20478.144	0.50779139	10.672723
8.8	842.67245	-1140.632	94.001381	20472.794	0.49326482	10.976801
8.9	783.41529	-1136.3537	87.391155	19933.25	0.4912425	11.275206
9.0	773.75369	-1137.4639	86.313389	19583.786	0.48920849	11.610396
9.1	759.8857	-1136.8686	84.766393	19965.018	0.4981327	11.964287
9.2	781.40461	-1138.8027	87.16686	19927.498	0.49816551	12.228169
9.3	778.07599	-1136.8695	86.795548	20267.194	0.49045009	12.44844
9.4	799.49572	-1136.201	89.18495	20489.784	0.49245933	12.7474
9.5	804.85838	-1134.4176	89.783164	20157.97	0.51983099	13.141534
9.6	815.36123	-1134.7241	90.954773	20525.972	0.52734887	13.543779
9.7	841.16332	-1138.0722	93.833034	20653.436	0.52089891	13.948539
9.8	786.71834	-1134.085	87.759615	19922.339	0.52310531	14.39929
9.9	781.73808	-1134.9328	87.20406	20100.514	0.52351322	14.837882
10.0	805.74527	-1137.8733	89.882098	20066.996	0.53892786	15.200491
10.1	798.48803	-1137.2606	89.072541	19672.264	0.55088601	15.553266
10.2	789.40861	-1136.0964	88.059719	20117.659	0.54285667	15.870788
10.3	803.22548	-1136.9638	89.601011	20161.536	0.54253259	16.158903
10.4	814.19079	-1137.773	90.824208	19750.981	0.54517201	16.380262
10.5	804.16261	-1137.2884	89.70555	20942.756	0.57384759	16.536556
10.6	772.16612	-1136.5864	86.136293	20398.685	0.5862653	16.711195
10.7	764.0887	-1140.1332	85.235245	19607.037	0.57105914	17.004024
10.8	746.16889	-1139.4765	83.236263	20173.701	0.55622852	17.314629
10.9	736.08812	-1136.9791	82.111738	19056.522	0.55076149	17.553852
11.0	797.18994	-1140.883	88.927738	19415.207	0.55848262	17.715992
